cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n174,3,10,4,6,1,2,0,0,2,10
n173,3,10,4,6,1,2,8,0,2,10
n178,0,10,4,6,1,2,7,0,2,8
n177,1,10,4,6,1,2,7,0,2,8
n180,0,10,4,6,1,2,7,0,2,8
n179,0,10,4,6,1,2,7,0,2,8
n186,9,10,4,6,1,3,1,4,2,2
n185,9,10,4,6,1,0,1,4,2,2
n188,9,10,4,6,1,0,1,4,2,1
n187,9,10,4,6,1,0,1,4,2,1
n192,9,10,4,6,1,0,1,5,2,0
n191,9,10,4,6,1,0,1,5,2,0
n194,9,10,4,6,1,0,1,1,2,0
n193,9,10,4,6,1,0,1,0,2,0
n204,5,1,0,6,1,6,0,10,2,0
n203,5,1,0,6,1,6,0,10,2,0
n206,5,1,0,6,1,6,0,10,2,0
n205,5,1,0,6,1,6,4,10,2,0
n210,4,1,0,6,1,6,7,1,2,10
n209,4,1,0,6,1,6,0,1,2,10
n212,4,1,0,6,1,6,4,0,2,0
n211,4,1,6,6,1,6,0,0,2,0
n218,0,1,0,6,1,6,2,4,2,3
n217,5,1,0,6,1,6,2,4,2,3
n220,8,1,0,6,1,6,2,4,2,3
n219,0,1,0,6,1,6,2,4,2,3
n224,0,1,1,6,1,6,2,4,2,9
n223,0,1,1,6,1,6,2,4,2,9
n226,0,1,1,6,1,6,2,4,2,6
n225,0,1,1,6,1,6,2,4,2,0
n234,0,8,8,6,1,3,8,2,2,0
n233,0,8,8,6,1,0,8,10,2,0
n236,0,0,0,6,1,4,8,0,2,0
n235,0,0,0,6,1,4,8,0,2,0
n240,0,0,5,6,1,3,8,0,2,9
n239,0,0,5,6,1,3,8,0,2,0
n242,0,0,5,6,1,8,8,0,2,4
n241,2,0,5,6,1,0,8,0,2,4
n248,0,0,2,6,1,8,8,0,2,0
n247,0,0,2,6,1,8,8,0,2,0
n250,1,0,2,6,1,8,8,0,2,0
n249,0,0,2,6,1,8,8,8,2,10
n254,7,3,0,6,1,8,8,0,2,0
n253,7,0,0,6,1,8,8,0,2,0
n256,10,6,0,6,1,8,8,0,2,6
n255,10,6,0,6,1,8,8,8,2,5
n270,10,0,10,6,1,10,8,7,2,0
n269,10,0,10,6,1,10,8,7,2,0
n272,10,0,10,6,1,10,10,7,2,2
n271,10,0,10,6,1,10,0,7,2,2
n276,10,0,10,6,1,10,0,7,2,5
n275,10,0,10,6,1,10,0,7,2,5
n278,10,0,10,6,1,10,8,7,2,0
n277,10,0,10,6,1,10,8,7,2,0
n284,10,1,10,6,1,10,2,7,2,0
n283,10,1,10,6,1,10,2,7,2,0
n286,10,1,10,6,1,10,2,7,2,0
n285,10,1,10,6,1,10,2,7,2,0
n290,10,1,10,6,1,10,0,7,2,0
n289,10,1,10,6,1,10,0,7,2,0
n292,10,1,10,6,1,10,0,7,2,0
n291,10,1,10,6,1,10,0,7,2,0
n300,10,0,10,6,1,10,6,7,2,4
n299,10,6,10,6,1,10,6,7,2,4
n302,10,8,10,6,1,10,6,7,2,4
n301,10,8,10,6,1,10,6,7,2,4
n306,10,0,10,6,1,10,6,7,2,0
n305,10,0,10,6,1,10,6,7,2,5
n308,10,0,10,6,1,10,6,7,2,0
n307,10,0,10,6,1,10,6,7,2,0
n314,10,5,10,6,1,10,6,7,2,0
n313,10,5,10,6,1,10,6,7,2,0
n316,10,5,10,6,1,10,6,7,2,0
n315,10,5,10,6,1,10,6,7,2,0
n320,10,6,10,6,1,10,6,7,2,5
n319,10,6,10,6,1,10,6,7,2,5
n322,10,6,10,6,1,10,6,7,2,5
n321,10,6,10,6,1,10,6,7,2,5
n332,10,0,10,6,1,10,3,10,2,0
n331,10,3,10,6,1,10,3,10,2,0
n334,10,0,10,6,1,10,3,10,2,0
n333,10,0,10,6,1,10,3,10,2,0
n338,10,10,10,6,1,10,3,10,2,8
n337,10,10,10,6,1,10,3,10,2,8
n340,10,0,10,6,1,10,3,10,2,8
n339,10,0,10,6,1,10,3,10,2,8
n346,10,0,10,6,1,10,3,10,2,4
n345,10,0,10,6,1,10,3,10,2,4
n348,10,0,10,6,1,10,3,10,2,4
n347,10,0,10,6,1,10,3,10,2,4
n352,10,0,10,6,1,10,3,10,2,0
n351,10,0,10,6,1,10,3,10,2,0
n354,10,3,10,6,1,10,3,10,2,0
n353,10,0,10,6,1,10,3,10,2,0
n362,10,9,10,6,1,10,0,5,2,2
n361,10,0,10,6,1,10,4,5,2,2
n364,10,0,10,6,1,10,0,5,2,2
n363,10,0,10,6,1,10,5,5,2,2
n368,10,0,10,6,1,10,5,2,2,2
n367,10,0,10,6,1,10,0,2,2,2
n370,10,0,10,6,1,10,5,2,2,2
n369,10,0,10,6,1,10,0,4,2,2
n376,10,0,10,6,1,10,0,0,2,3
n375,10,0,10,6,1,10,0,0,2,3
n378,10,1,10,6,1,10,7,0,2,3
n377,10,1,10,6,1,10,7,4,2,3
n382,10,0,10,6,1,10,5,5,2,0
n381,10,10,10,6,1,10,5,5,2,6
n384,10,0,10,6,1,10,6,5,2,2
n383,10,0,10,6,1,10,6,5,2,2
n396,10,0,3,6,1,7,1,9,2,7
n395,10,0,3,6,1,7,1,9,2,7
n398,10,7,3,6,1,7,1,9,2,7
n397,10,0,3,6,1,7,1,9,2,7
n402,10,3,3,6,1,7,1,0,2,7
n401,10,3,3,6,1,7,1,0,2,7
n404,10,3,3,6,1,7,1,2,2,7
n403,10,3,3,6,1,7,1,2,2,7
n410,10,0,3,6,1,3,1,0,2,7
n409,10,0,3,6,1,3,1,0,2,7
n412,10,0,3,6,1,3,1,0,2,7
n411,10,0,3,6,1,3,1,10,2,7
n416,10,9,3,6,1,0,1,3,2,7
n415,10,0,3,6,1,0,1,0,2,7
n418,10,0,3,6,1,0,1,4,2,7
n417,10,0,3,6,1,9,1,0,2,7
n426,10,0,3,6,1,0,2,0,2,7
n425,10,0,3,6,1,0,2,0,2,7
n428,10,4,3,6,1,3,2,6,2,7
n427,10,0,3,6,1,0,2,6,2,7
n432,10,3,3,6,1,0,2,2,2,7
n431,10,3,3,6,1,0,2,3,2,7
n434,10,3,3,6,1,9,2,0,2,7
n433,10,3,3,6,1,0,2,1,2,7
n440,10,0,3,6,1,7,2,0,2,7
n439,10,0,3,6,1,7,2,0,2,7
n442,10,0,3,6,1,7,2,9,2,7
n441,10,0,3,6,1,7,2,0,2,7
n446,10,0,3,6,1,7,2,0,2,7
n445,10,0,3,6,1,7,2,0,2,7
n448,10,10,3,6,1,7,2,1,2,7
n447,10,10,3,6,1,7,2,0,2,7
n458,10,0,3,6,1,0,0,0,2,2
n457,10,0,3,6,1,0,1,0,2,2
n460,10,0,3,6,1,0,7,0,2,2
n459,10,0,3,6,1,0,7,0,2,2
n464,10,0,3,6,1,4,10,4,2,2
n463,10,5,3,6,1,4,10,4,2,2
n466,10,0,3,6,1,4,10,4,2,2
n465,10,5,3,6,1,4,10,4,2,2
n472,10,3,3,6,1,0,0,0,2,2
n471,10,3,3,6,1,0,0,0,2,2
n474,10,1,3,6,1,0,9,8,2,2
n473,10,1,3,6,1,0,0,8,2,2
n478,10,0,3,6,1,0,0,8,2,2
n477,10,9,3,6,1,9,0,8,2,2
n480,10,9,3,6,1,9,9,8,2,2
n479,10,9,3,6,1,9,9,8,2,2
n488,10,0,3,6,1,0,5,0,2,2
n487,10,0,3,6,1,2,5,0,2,2
n490,10,2,3,6,1,9,5,5,2,2
n489,10,0,3,6,1,0,5,0,2,2
n494,10,0,3,6,1,0,5,6,2,2
n493,10,0,3,6,1,0,5,6,2,2
n496,10,0,3,6,1,10,5,0,2,2
n495,10,0,3,6,1,0,5,0,2,2
n502,10,2,3,6,1,0,5,6,2,2
n501,10,2,3,6,1,0,5,6,2,2
n504,10,0,3,6,1,10,5,6,2,2
n503,10,0,3,6,1,10,5,6,2,2
n508,10,0,3,6,1,0,5,6,2,2
n507,10,6,3,6,1,3,5,6,2,2
n510,10,0,3,6,1,0,5,6,2,2
n509,10,0,3,6,1,0,5,6,2,2
