cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,0,6,2,6,1,7,10,10,2,6
n15,0,6,2,6,1,7,10,10,2,6
n18,4,6,2,6,1,7,10,10,2,6
n17,4,6,2,6,1,7,10,10,2,6
n22,0,8,2,6,1,7,0,10,2,6
n21,0,8,2,6,1,7,0,10,2,6
n24,0,8,2,6,1,7,0,10,2,6
n23,0,8,2,6,1,7,1,10,2,6
n30,1,0,2,6,1,7,6,10,2,6
n29,3,0,2,6,1,7,6,10,2,6
n32,9,0,2,6,1,7,6,10,2,6
n31,0,0,2,6,1,7,6,10,2,6
n36,8,0,2,6,1,7,1,10,2,6
n35,0,4,2,6,1,7,1,10,2,6
n38,6,0,2,6,1,7,0,10,2,6
n37,6,0,2,6,1,7,0,10,2,6
n46,5,9,2,6,1,7,5,10,2,6
n45,5,0,2,6,1,7,5,10,2,6
n48,0,0,2,6,1,7,5,10,2,6
n47,0,0,2,6,1,7,5,10,2,6
n52,0,0,2,6,1,7,5,10,2,6
n51,8,0,2,6,1,7,5,10,2,6
n54,0,5,2,6,1,7,5,10,2,6
n53,0,0,2,6,1,7,5,10,2,6
n60,1,1,2,6,1,7,4,10,2,6
n59,1,1,2,6,1,7,4,10,2,6
n62,0,1,2,6,1,7,4,10,2,6
n61,0,1,2,6,1,7,4,10,2,6
n66,6,0,2,6,1,7,0,10,2,6
n65,6,0,2,6,1,7,0,10,2,6
n68,6,2,2,6,1,7,0,10,2,6
n67,6,2,2,6,1,7,2,10,2,6
n78,0,5,2,6,1,7,8,10,2,6
n77,7,5,2,6,1,7,8,10,2,6
n80,0,5,2,6,1,7,8,10,2,6
n79,5,5,2,6,1,7,8,10,2,6
n84,6,5,2,6,1,7,8,10,2,6
n83,6,5,2,6,1,7,8,10,2,6
n86,6,5,2,6,1,7,8,10,2,6
n85,6,5,2,6,1,7,8,10,2,6
n92,9,8,2,6,1,7,8,10,2,6
n91,9,0,2,6,1,7,8,10,2,6
n94,9,1,2,6,1,7,8,10,2,6
n93,9,1,2,6,1,7,8,10,2,6
n98,9,9,2,6,1,7,8,10,2,6
n97,9,9,2,6,1,7,8,10,2,6
n100,9,6,2,6,1,7,8,10,2,6
n99,9,0,2,6,1,7,8,10,2,6
n108,4,8,2,6,1,7,8,0,2,6
n107,4,8,2,6,1,7,8,0,2,6
n110,4,8,2,6,1,7,8,0,2,6
n109,4,8,2,6,1,7,8,7,2,6
n114,4,8,2,6,1,7,8,0,2,6
n113,4,8,2,6,1,7,8,0,2,6
n116,4,8,2,6,1,7,8,0,2,6
n115,4,8,2,6,1,7,8,4,2,6
n122,4,0,2,6,1,7,8,0,2,6
n121,4,0,2,6,1,7,8,4,2,6
n124,4,9,2,6,1,7,8,5,2,6
n123,4,9,2,6,1,7,8,0,2,6
n128,4,0,2,6,1,7,8,0,2,6
n127,4,0,2,6,1,7,8,0,2,6
n130,4,0,2,6,1,7,8,0,2,6
n129,4,0,2,6,1,7,8,0,2,6
n142,0,10,4,6,1,4,7,9,2,7
n141,0,10,4,6,1,0,0,9,2,7
n144,0,10,4,6,1,2,0,9,2,7
n143,0,10,4,6,1,2,0,9,2,7
n148,4,10,4,6,1,0,0,3,2,7
n147,4,10,4,6,1,0,9,3,2,7
n150,4,10,4,6,1,0,0,3,2,7
n149,4,10,4,6,1,0,0,3,2,7
n156,0,10,4,6,1,2,0,7,2,5
n155,6,10,4,6,1,2,0,7,2,5
n158,4,10,4,6,1,2,0,7,2,0
n157,4,10,4,6,1,2,0,7,2,0
n162,1,10,4,6,1,2,0,6,2,0
n161,1,10,4,6,1,2,0,0,2,0
n164,8,10,4,6,1,2,0,0,2,0
n163,1,10,4,6,1,2,0,0,2,0
n172,3,10,4,6,1,2,7,0,2,10
n171,3,10,4,6,1,2,7,0,2,10
