cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n109,1,3,3,0,7,6,0,6,6,7
n114,1,3,3,5,7,6,8,0,6,7
n113,1,3,3,6,7,6,0,0,6,7
n116,1,3,3,0,7,6,0,0,6,7
n115,1,3,3,0,7,6,0,0,6,7
n122,1,3,3,3,7,6,9,0,6,7
n121,1,3,3,3,7,6,9,7,6,7
n124,1,3,3,3,7,6,3,0,6,7
n123,1,3,3,3,7,6,0,0,6,7
n128,1,3,3,1,7,6,0,0,6,7
n127,1,3,3,1,7,6,10,0,6,7
n130,1,3,3,1,7,6,9,0,6,7
n129,1,3,3,1,7,6,0,0,6,7
n142,3,5,3,7,7,0,5,7,0,7
n141,3,5,3,7,7,0,5,7,0,7
n144,3,5,3,7,7,1,5,7,6,7
n143,3,5,3,7,7,1,5,7,6,7
n148,3,5,3,7,7,10,5,7,0,7
n147,3,5,3,7,7,10,5,7,0,7
n150,3,5,3,7,7,10,5,7,0,7
n149,3,5,3,7,7,10,5,7,0,7
n156,3,5,0,7,7,0,5,7,2,7
n155,3,5,0,7,7,6,5,7,2,7
n158,3,5,0,7,7,0,5,7,0,7
n157,3,5,4,7,7,0,5,7,8,7
n162,3,5,3,7,7,4,5,7,0,7
n161,3,5,3,7,7,4,5,7,0,7
n164,3,5,0,7,7,0,5,7,0,7
n163,3,5,0,7,7,0,5,7,0,7
n172,3,5,0,7,7,0,2,7,0,7
n171,3,5,9,7,7,0,0,7,1,7
n174,3,5,0,7,7,6,0,7,0,7
n173,3,5,0,7,7,0,6,7,0,7
n178,3,5,9,7,7,3,0,7,0,7
n177,3,5,9,7,7,3,0,7,0,7
n180,3,5,7,7,7,4,0,7,5,7
n179,3,5,7,7,7,0,0,7,0,7
n186,3,5,6,7,7,10,4,7,1,7
n185,3,5,0,7,7,0,4,7,0,7
n188,3,5,0,7,7,0,2,7,0,7
n187,3,5,0,7,7,0,0,7,3,7
n192,3,5,0,7,7,6,3,7,0,7
n191,3,5,0,7,7,6,3,7,0,7
n194,3,5,10,7,7,6,3,7,6,7
n193,3,5,0,7,7,6,3,7,0,7
n204,3,4,0,2,7,0,7,7,2,7
n203,3,4,0,2,7,0,7,7,2,7
n206,3,0,0,2,7,0,0,7,0,7
n205,3,0,0,2,7,0,3,7,0,7
n210,3,0,0,2,7,0,0,7,0,7
n209,3,0,0,2,7,8,0,7,0,7
n212,3,0,1,2,7,0,0,7,0,7
n211,3,0,1,2,7,0,0,7,0,7
n218,3,0,0,2,7,0,5,7,0,7
n217,3,10,0,2,7,0,5,7,3,7
n220,3,0,0,2,7,1,5,7,0,7
n219,3,0,0,2,7,0,5,7,0,7
n224,3,0,6,2,7,7,5,7,2,7
n223,3,0,6,2,7,0,5,7,0,7
n226,3,0,0,2,7,0,5,7,0,7
n225,3,0,0,2,7,7,5,7,0,7
n234,3,3,3,2,7,3,0,7,5,7
n233,3,3,3,2,7,3,2,7,0,7
n236,3,3,3,2,7,3,10,7,0,7
n235,3,3,3,2,7,3,0,7,0,7
n240,3,3,3,2,7,0,2,7,1,7
n239,3,3,3,2,7,0,2,7,9,7
n242,3,3,3,2,7,2,2,7,2,7
n241,3,3,3,2,7,0,2,7,2,7
n248,3,3,3,2,7,10,3,7,9,7
n247,3,3,3,2,7,5,3,7,9,7
n250,3,3,3,2,7,0,0,7,0,7
n249,3,3,3,2,7,0,8,7,0,7
n254,3,3,3,2,7,8,0,7,0,7
n253,3,3,3,2,7,8,0,7,0,7
n256,3,3,3,2,7,0,0,7,0,7
n255,3,3,3,2,7,0,0,7,0,7
n270,3,0,8,5,7,2,9,0,4,0
n269,3,0,8,5,7,2,9,8,4,0
n272,3,0,8,5,7,2,9,0,4,1
n271,3,8,8,5,7,2,9,5,4,0
n276,3,7,8,5,7,2,9,3,4,0
n275,3,7,8,5,7,2,9,3,4,0
n278,3,7,8,5,7,2,9,3,4,1
n277,3,7,8,5,7,2,9,3,4,0
n284,3,4,8,5,7,7,9,9,4,0
n283,3,0,8,5,7,0,9,9,4,0
n286,3,4,8,5,7,1,9,0,4,2
n285,3,4,8,5,7,0,9,0,4,0
n290,3,1,8,5,7,2,9,0,4,8
n289,3,0,8,5,7,2,9,0,4,8
n292,3,0,8,5,7,0,9,0,4,0
n291,3,0,8,5,7,0,9,9,4,0
n300,3,1,10,9,7,0,9,6,4,0
n299,3,1,0,9,7,0,9,6,4,0
n302,3,1,0,9,7,9,9,6,4,0
n301,3,1,8,9,7,9,9,6,4,0
n306,3,1,0,9,7,0,9,6,4,0
n305,3,1,0,9,7,3,9,6,4,0
n308,3,1,0,9,7,0,9,6,4,0
n307,3,1,0,9,7,0,9,6,4,0
n314,3,1,6,9,7,9,9,6,4,9
n313,3,1,6,9,7,9,9,6,4,9
n316,3,1,4,9,7,9,9,6,4,9
n315,3,1,2,9,7,9,9,6,4,9
n320,3,1,0,9,7,0,9,6,4,9
n319,3,1,6,9,7,10,9,6,4,9
n322,3,1,0,9,7,0,9,6,4,9
n321,3,1,0,9,7,0,9,6,4,9
n332,3,6,4,2,7,4,9,6,4,4
n331,3,6,4,2,7,4,9,6,4,4
n334,3,6,4,2,7,4,9,6,4,2
n333,3,6,4,2,7,4,9,6,4,2
n338,3,0,4,2,7,4,9,6,4,0
n337,3,0,4,2,7,4,9,6,4,0
n340,3,0,4,2,7,4,9,6,4,1
n339,3,0,4,2,7,4,9,6,4,1
n346,3,4,4,2,7,0,9,9,4,0
n345,3,4,4,2,7,0,9,9,4,0
n348,3,0,4,2,7,0,9,9,4,0
n347,3,3,4,2,7,0,9,9,4,0
n352,3,0,4,2,7,8,9,4,4,0
n351,3,0,4,2,7,0,9,4,4,0
n354,3,0,4,2,7,0,9,4,4,0
n353,3,0,4,2,7,0,9,4,4,0
n362,3,3,2,2,7,0,9,0,4,9
n361,3,3,2,2,7,0,9,0,4,9
n364,3,3,2,2,7,0,9,0,4,9
n363,3,3,2,2,7,0,9,0,4,9
n368,3,3,10,2,7,10,9,0,4,9
n367,3,3,0,2,7,0,9,8,4,9
n370,3,3,0,2,7,8,9,0,4,9
n369,3,3,0,2,7,8,9,0,4,9
n376,3,3,0,2,7,7,9,0,4,0
n375,3,3,0,2,7,7,9,0,4,8
n378,3,3,0,2,7,0,9,0,4,0
n377,3,3,0,2,7,9,9,2,4,0
n382,3,3,0,2,7,10,9,0,4,10
n381,3,3,7,2,7,0,9,0,4,10
n384,3,3,0,2,7,4,9,1,4,0
n383,3,3,0,2,7,0,9,4,4,0
n396,3,8,0,1,7,7,1,10,4,0
n395,3,8,5,1,7,7,1,10,4,10
n398,3,8,10,1,7,6,1,4,4,0
n397,3,8,0,1,7,0,1,0,4,0
n402,3,8,0,1,7,0,1,9,4,0
n401,3,8,9,1,7,5,1,9,4,0
n404,3,8,0,1,7,0,1,9,4,0
n403,3,8,0,1,7,0,1,9,4,5
n410,3,8,0,1,7,7,3,3,4,0
n409,3,8,0,1,7,0,0,3,4,0
n412,3,8,1,1,7,0,0,6,4,0
n411,3,8,1,1,7,8,0,6,4,0
n416,3,8,3,1,7,5,3,0,4,0
n415,3,8,3,1,7,5,3,10,4,0
n418,3,8,3,1,7,5,0,1,4,10
n417,3,8,3,1,7,5,10,1,4,0
n426,3,2,0,9,7,9,0,3,4,5
n425,3,2,10,9,7,9,0,3,4,5
n428,3,2,7,9,7,9,6,3,4,0
n427,3,2,7,9,7,9,6,3,4,0
n432,3,10,0,9,7,9,10,0,4,4
n431,3,9,0,9,7,9,10,0,4,4
n434,3,9,0,9,7,9,10,0,4,0
n433,3,0,5,9,7,9,10,0,4,0
n440,3,0,0,9,7,9,0,1,4,0
n439,3,0,1,9,7,9,1,1,4,0
n442,3,3,0,9,7,9,2,0,4,0
n441,3,0,0,9,7,9,0,0,4,0
n446,3,7,2,9,7,9,1,1,4,0
n445,3,5,2,9,7,9,0,1,4,0
n448,3,2,0,9,7,9,3,1,4,0
n447,3,0,0,9,7,9,3,1,4,0
n458,6,6,6,10,7,2,9,3,4,0
n457,6,6,6,10,7,2,9,3,4,0
n460,6,6,6,10,7,2,9,3,4,0
n459,6,6,6,10,7,2,9,3,4,0
n464,6,6,0,10,7,2,9,3,4,1
n463,6,6,0,10,7,2,9,3,4,1
n466,6,6,0,10,7,2,9,3,4,0
n465,6,6,0,10,7,2,9,3,4,0
n472,0,6,1,10,7,2,10,3,4,0
n471,0,6,1,10,7,2,10,3,4,0
n474,0,6,1,10,7,2,10,3,4,4
n473,0,6,1,10,7,2,10,3,4,4
n478,0,6,0,10,7,2,10,3,4,0
n477,3,6,0,10,7,2,10,3,4,0
n480,7,6,1,10,7,2,10,3,4,0
n479,0,6,1,10,7,2,10,3,4,0
n488,6,6,3,8,7,2,8,10,4,0
n487,6,6,0,8,7,2,8,10,4,0
n490,6,6,2,8,7,2,8,10,4,2
n489,6,6,0,8,7,2,8,10,4,2
n494,10,6,3,8,7,2,8,10,4,0
n493,10,6,3,8,7,2,8,10,4,0
n496,10,6,3,8,7,2,8,10,4,0
n495,10,6,3,8,7,2,8,10,4,0
n502,0,6,10,8,7,2,0,10,4,10
n501,0,6,10,8,7,2,0,0,4,10
n504,2,6,10,8,7,2,4,0,4,10
n503,2,6,10,8,7,2,0,0,4,10
n508,7,6,0,8,7,2,0,0,4,10
n507,0,6,2,8,7,2,8,0,4,10
n510,0,6,0,8,7,2,9,9,4,10
n509,0,6,0,8,7,2,0,0,4,10
