cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n271,3,6,8,8,10,5,5,4,4,7
n276,3,6,8,8,10,5,5,0,4,7
n275,3,6,8,8,10,5,5,0,4,7
n278,3,6,8,8,10,5,5,0,4,7
n277,3,6,8,8,10,5,5,0,4,7
n284,3,6,8,8,10,5,2,0,4,7
n283,3,6,8,8,10,5,2,0,4,7
n286,3,6,8,8,10,5,0,0,4,7
n285,3,6,8,8,10,5,0,0,4,7
n290,3,6,8,8,10,5,2,4,4,7
n289,3,6,8,8,10,5,2,4,4,7
n292,3,6,8,8,10,5,2,4,4,7
n291,3,6,8,8,10,5,2,4,4,7
n300,3,6,8,8,10,5,0,0,4,7
n299,3,6,8,8,10,5,0,0,4,7
n302,3,6,8,8,10,5,7,3,4,7
n301,3,6,8,8,10,5,7,10,4,7
n306,3,6,8,8,10,5,0,0,4,7
n305,3,6,8,8,10,5,0,0,4,7
n308,3,6,8,8,10,5,6,6,4,7
n307,3,6,8,8,10,5,0,6,4,7
n314,3,6,8,8,10,5,5,0,4,7
n313,3,6,8,8,10,5,5,0,4,7
n316,3,6,8,8,10,5,5,4,4,7
n315,3,6,8,8,10,5,5,5,4,7
n320,3,6,8,8,10,5,0,6,4,7
n319,3,6,8,8,10,5,10,9,4,7
n322,3,6,8,8,10,5,0,5,4,7
n321,3,6,8,8,10,5,0,5,4,7
n332,3,6,8,0,10,5,1,3,4,7
n331,3,6,8,0,10,5,1,3,4,7
n334,3,6,8,8,10,5,1,9,4,7
n333,3,6,8,8,10,5,1,0,4,7
n338,3,6,8,7,10,5,1,0,4,7
n337,3,6,8,7,10,5,1,0,4,7
n340,3,6,8,5,10,5,1,9,4,7
n339,3,6,8,0,10,5,1,9,4,7
n346,3,6,8,9,10,5,1,0,4,7
n345,3,6,8,0,10,5,1,0,4,7
n348,3,6,8,0,10,5,1,0,4,7
n347,3,6,8,0,10,5,1,0,4,7
n352,3,6,8,0,10,5,1,3,4,7
n351,3,6,8,0,10,5,1,3,4,7
n354,3,6,8,0,10,5,1,3,4,7
n353,3,6,8,0,10,5,1,3,4,7
n362,3,6,8,8,10,5,1,1,4,7
n361,3,6,8,8,10,5,1,1,4,7
n364,3,6,8,6,10,5,1,8,4,7
n363,3,6,8,6,10,5,1,8,4,7
n368,3,6,8,0,10,5,1,2,4,7
n367,3,6,8,4,10,5,1,2,4,7
n370,3,6,8,10,10,5,1,0,4,7
n369,3,6,8,0,10,5,1,0,4,7
n376,3,6,8,0,10,5,1,8,4,7
n375,3,6,8,2,10,5,1,8,4,7
n378,3,6,8,8,10,5,1,8,4,7
n377,3,6,8,8,10,5,1,8,4,7
n382,3,6,8,5,10,5,1,0,4,7
n381,3,6,8,5,10,5,1,0,4,7
n384,3,6,8,5,10,5,1,0,4,7
n383,3,6,8,5,10,5,1,0,4,7
n396,3,1,0,5,10,5,2,4,4,7
n395,3,1,0,5,10,5,2,0,4,7
n398,3,1,8,5,10,5,2,0,4,7
n397,3,1,0,5,10,5,2,0,4,7
n402,3,0,0,0,10,5,2,3,4,7
n401,3,0,0,0,10,5,2,3,4,7
n404,3,0,0,0,10,5,2,3,4,7
n403,3,0,0,0,10,5,2,3,4,7
n410,3,8,1,1,10,5,2,4,4,7
n409,3,0,1,1,10,5,2,4,4,7
n412,3,0,1,1,10,5,2,4,4,7
n411,3,0,1,1,10,5,2,4,4,7
n416,3,0,1,1,10,5,2,0,4,7
n415,3,0,1,1,10,5,2,0,4,7
n418,3,0,1,1,10,5,2,0,4,7
n417,3,4,1,1,10,5,2,0,4,7
n426,3,10,3,4,10,5,2,6,4,7
n425,3,10,3,4,10,5,2,6,4,7
n428,3,10,3,4,10,5,2,6,4,7
n427,3,10,3,4,10,5,2,6,4,7
n432,3,10,3,4,10,5,2,6,4,7
n431,3,10,3,4,10,5,2,6,4,7
n434,3,10,3,4,10,5,2,6,4,7
n433,3,10,3,4,10,5,2,6,4,7
n440,3,10,3,4,10,5,2,3,4,7
n439,3,10,3,4,10,5,2,0,4,7
n442,3,10,3,4,10,5,2,0,4,7
n441,3,10,3,4,10,5,2,0,4,7
n446,3,10,3,4,10,5,2,0,4,7
n445,3,10,3,4,10,5,2,8,4,7
n448,3,10,3,4,10,5,2,0,4,7
n447,3,10,3,4,10,5,2,5,4,7
n458,3,0,2,0,10,5,0,5,4,7
n457,3,0,8,5,10,5,3,5,4,7
n460,3,8,1,0,10,5,4,5,4,7
n459,3,8,0,0,10,5,4,5,4,7
n464,3,0,6,9,10,5,0,5,4,7
n463,3,1,0,9,10,5,10,5,4,7
n466,3,0,0,0,10,5,0,5,4,7
n465,3,0,0,0,10,5,0,5,4,7
n472,3,0,0,7,10,5,9,5,4,7
n471,3,0,0,7,10,5,9,5,4,7
n474,3,0,10,0,10,5,9,5,4,7
n473,3,0,10,0,10,5,9,5,4,7
n478,3,0,9,2,10,5,9,5,4,7
n477,3,5,9,0,10,5,9,5,4,7
n480,3,0,3,10,10,5,9,5,4,7
n479,3,0,3,10,10,5,9,5,4,7
n488,3,0,7,5,10,5,4,5,4,7
n487,3,0,7,5,10,5,4,5,4,7
n490,3,0,1,5,10,5,4,5,4,7
n489,3,0,0,5,10,5,4,5,4,7
n494,3,7,0,1,10,5,4,5,4,7
n493,3,7,0,0,10,5,4,5,4,7
n496,3,7,3,0,10,5,4,5,4,7
n495,3,7,3,0,10,5,4,5,4,7
n502,3,0,1,0,10,5,10,5,4,7
n501,3,0,1,0,10,5,10,5,4,7
n504,3,0,1,0,10,5,1,5,4,7
n503,3,0,1,0,10,5,4,5,4,7
n508,3,0,0,0,10,5,2,5,4,7
n507,3,0,0,0,10,5,2,5,4,7
n510,3,1,0,0,10,5,2,5,4,7
n509,3,0,0,2,10,5,2,5,4,7
