cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,3,3,3,2,10,7,5,0,4,7
n15,3,3,3,2,10,7,5,0,4,7
n18,3,3,3,2,10,0,9,6,4,7
n17,3,3,3,2,10,0,0,6,4,7
n22,3,0,3,2,10,0,2,0,4,7
n21,3,0,3,2,10,0,0,0,4,7
n24,3,0,3,2,10,0,0,5,4,7
n23,3,5,3,2,10,0,0,0,4,7
n30,3,0,3,2,10,4,0,1,4,7
n29,3,0,3,2,10,4,0,1,4,7
n32,3,0,3,2,10,4,8,1,4,7
n31,3,9,3,2,10,4,8,1,4,7
n36,3,0,3,2,10,3,0,3,4,7
n35,3,0,3,2,10,3,0,3,4,7
n38,3,0,3,2,10,3,2,10,4,7
n37,3,0,3,2,10,3,0,3,4,7
n46,3,0,9,2,0,4,0,4,4,7
n45,3,0,9,0,0,4,0,4,4,7
n48,3,8,9,0,0,4,0,4,4,7
n47,3,8,9,0,0,4,0,4,4,7
n52,3,6,9,0,6,0,6,4,4,7
n51,3,0,9,0,6,0,6,4,4,7
n54,3,0,9,0,0,0,6,4,4,7
n53,3,0,9,0,0,0,6,4,4,7
n60,3,0,0,0,7,6,0,4,4,7
n59,3,0,0,0,7,6,9,4,4,7
n62,3,0,0,0,7,6,7,4,4,7
n61,3,0,0,0,7,6,7,4,4,7
n66,3,0,4,0,7,6,0,4,4,7
n65,3,0,4,0,7,6,0,4,4,7
n68,3,0,8,0,7,6,0,4,4,7
n67,3,1,8,6,7,6,0,4,4,7
n78,3,7,8,0,10,2,4,2,4,7
n77,3,7,8,3,10,2,4,2,4,7
n80,3,7,8,4,10,2,0,2,4,7
n79,3,7,8,4,10,2,4,2,4,7
n84,3,7,8,4,10,0,3,0,4,7
n83,3,7,8,4,10,0,0,9,4,7
n86,3,7,8,4,10,2,0,4,4,7
n85,3,7,8,4,10,0,8,0,4,7
n92,3,7,8,7,7,9,0,0,4,7
n91,3,7,8,7,7,9,0,0,4,7
n94,3,7,8,7,7,4,4,0,4,7
n93,3,7,8,7,7,0,4,0,4,7
n98,3,7,8,7,7,9,0,10,4,7
n97,3,7,8,7,7,0,0,0,4,7
n100,3,7,8,7,7,0,0,0,4,7
n99,3,7,8,7,7,0,0,0,4,7
n108,3,7,8,10,0,10,0,10,4,7
n107,3,7,8,0,0,10,0,8,4,7
n110,3,7,8,0,9,10,0,4,4,7
n109,3,7,8,0,9,10,0,0,4,7
n114,3,7,8,3,3,10,0,0,4,7
n113,3,7,8,3,3,10,0,0,4,7
n116,3,7,8,3,3,10,10,0,4,7
n115,3,7,8,3,3,10,10,0,4,7
n122,3,7,8,5,3,0,5,0,4,7
n121,3,7,8,5,3,7,5,0,4,7
n124,3,7,8,5,0,0,5,0,4,7
n123,3,7,8,5,0,0,5,0,4,7
n128,3,7,8,8,0,4,5,0,4,7
n127,3,7,8,8,8,4,5,0,4,7
n130,3,7,8,8,0,4,5,0,4,7
n129,3,7,8,8,5,4,5,0,4,7
n142,3,10,0,7,3,8,0,8,4,7
n141,3,10,1,7,2,8,0,8,4,7
n144,3,10,5,0,0,8,0,0,4,7
n143,3,10,10,9,0,8,0,0,4,7
n148,3,10,0,4,0,8,0,1,4,7
n147,3,10,0,4,0,8,0,0,4,7
n150,3,10,0,4,0,8,0,0,4,7
n149,3,10,1,4,0,8,7,0,4,7
n156,3,5,0,1,0,8,0,7,4,7
n155,3,5,0,0,0,8,5,7,4,7
n158,3,5,8,0,0,8,6,7,4,7
n157,3,5,8,0,7,8,0,7,4,7
n162,3,0,0,0,0,8,0,0,4,7
n161,3,0,0,0,0,8,0,0,4,7
n164,3,7,0,9,0,8,0,0,4,7
n163,3,7,0,9,5,8,0,0,4,7
n172,3,0,0,3,3,8,2,9,4,7
n171,3,0,0,3,3,8,2,9,4,7
n174,3,0,0,3,3,8,2,9,4,7
n173,3,3,6,3,3,8,2,9,4,7
n178,3,0,6,0,3,8,8,9,4,7
n177,3,0,6,5,3,8,8,9,4,7
n180,3,0,6,9,3,8,0,9,4,7
n179,3,0,6,4,3,8,0,9,4,7
n186,3,3,10,0,3,8,7,9,4,7
n185,3,3,10,0,0,8,7,9,4,7
n188,3,0,10,0,0,8,7,9,4,7
n187,3,0,10,0,0,8,7,9,4,7
n192,3,0,10,6,1,8,7,9,4,7
n191,3,2,10,6,1,8,7,9,4,7
n194,3,0,10,6,0,8,7,9,4,7
n193,3,0,10,6,0,8,7,9,4,7
n204,3,8,5,1,0,8,5,2,4,7
n203,3,8,1,1,0,8,0,0,4,7
n206,3,0,10,1,0,8,1,9,4,7
n205,3,0,10,1,0,8,1,0,4,7
n210,3,0,0,1,10,8,3,6,4,7
n209,3,0,6,1,10,8,3,6,4,7
n212,3,0,0,1,10,8,3,9,4,7
n211,3,5,3,1,10,8,3,0,4,7
n218,3,0,0,1,0,8,0,0,4,7
n217,3,0,0,1,0,8,0,9,4,7
n220,3,5,0,1,1,8,0,0,4,7
n219,3,0,0,1,0,8,0,10,4,7
n224,3,2,1,1,0,8,0,4,4,7
n223,3,2,1,1,0,8,0,4,4,7
n226,3,10,9,1,6,8,3,0,4,7
n225,3,10,9,1,0,8,3,0,4,7
n234,3,5,3,1,10,8,9,9,4,7
n233,3,5,3,1,10,8,9,9,4,7
n236,3,5,3,1,10,8,0,9,4,7
n235,3,5,3,1,10,8,0,9,4,7
n240,3,5,3,1,10,8,0,9,4,7
n239,3,5,3,1,10,8,4,9,4,7
n242,3,5,3,1,10,8,7,9,4,7
n241,3,5,3,1,10,8,0,9,4,7
n248,3,5,3,1,1,8,1,9,4,7
n247,3,5,3,1,1,8,1,9,4,7
n250,3,5,3,1,0,8,0,9,4,7
n249,3,5,3,1,0,8,0,9,4,7
n254,3,5,3,1,0,8,0,9,4,7
n253,3,5,3,1,0,8,0,9,4,7
n256,3,5,3,1,0,8,8,9,4,7
n255,3,5,3,1,0,8,8,9,4,7
n270,3,6,8,8,10,5,5,0,4,7
n269,3,6,8,8,10,5,5,0,4,7
n272,3,6,8,8,10,5,5,4,4,7
