k rep nodeID nodeDepth brlen
10 rep001 n282 8 0.5108256237659907
10 rep001 n283 9 0.05268025782891314
10 rep001 n284 9 0.05268025782891314
10 rep001 n285 9 0.2876820724517809
10 rep001 n286 9 0.05268025782891314
10 rep001 n287 8 0.05268025782891314
10 rep001 n288 8 0.5108256237659907
10 rep001 n289 9 1.09861228866811
10 rep001 n29 9 0.05268025782891314
10 rep001 n290 9 0.05268025782891314
10 rep001 n291 9 0.5108256237659907
10 rep001 n292 9 0.2231435513142097
10 rep001 n293 6 0.2231435513142097
10 rep001 n294 6 0.05268025782891314
10 rep001 n295 7 0.2231435513142097
10 rep001 n296 7 0.5108256237659907
10 rep001 n297 8 0.05268025782891314
10 rep001 n298 8 0.05268025782891314
10 rep001 n299 9 0.05268025782891314
10 rep001 n3 3 0.13353139262452263
10 rep001 n30 9 0.6931471805599453
10 rep001 n300 9 0.05268025782891314
10 rep001 n301 9 0.05268025782891314
10 rep001 n302 9 0.40546510810816444
10 rep001 n303 8 0.2876820724517809
10 rep001 n304 8 0.2876820724517809
10 rep001 n305 9 1.09861228866811
10 rep001 n306 9 0.05268025782891314
10 rep001 n307 9 0.05268025782891314
10 rep001 n308 9 0.05268025782891314
10 rep001 n309 7 0.05268025782891314
10 rep001 n31 9 0.6931471805599453
10 rep001 n310 7 0.2876820724517809
10 rep001 n311 8 0.05268025782891314
10 rep001 n312 8 0.05268025782891314
10 rep001 n313 9 0.05268025782891314
10 rep001 n314 9 0.40546510810816444
10 rep001 n315 9 0.05268025782891314
10 rep001 n316 9 1.09861228866811
10 rep001 n317 8 0.2876820724517809
10 rep001 n318 8 0.2876820724517809
10 rep001 n319 9 0.05268025782891314
10 rep001 n32 9 0.05268025782891314
10 rep001 n320 9 0.40546510810816444
10 rep001 n321 9 0.05268025782891314
10 rep001 n322 9 0.05268025782891314
10 rep001 n323 5 0.1823215567939546
10 rep001 n324 5 0.05268025782891314
10 rep001 n325 6 0.1823215567939546
10 rep001 n326 6 0.1823215567939546
10 rep001 n327 7 0.5108256237659907
10 rep001 n328 7 0.05268025782891314
10 rep001 n329 8 0.05268025782891314
10 rep001 n33 8 0.05268025782891314
10 rep001 n330 8 0.2231435513142097
10 rep001 n331 9 0.2876820724517809
10 rep001 n332 9 0.05268025782891314
10 rep001 n333 9 0.5108256237659907
10 rep001 n334 9 0.05268025782891314
10 rep001 n335 8 0.40546510810816444
10 rep001 n336 8 0.40546510810816444
10 rep001 n337 9 0.6931471805599453
10 rep001 n338 9 0.05268025782891314
10 rep001 n339 9 0.05268025782891314
10 rep001 n34 8 0.40546510810816444
10 rep001 n340 9 0.6931471805599453
10 rep001 n341 7 0.5108256237659907
10 rep001 n342 7 0.05268025782891314
10 rep001 n343 8 0.5108256237659907
10 rep001 n344 8 0.2231435513142097
10 rep001 n345 9 0.2876820724517809
10 rep001 n346 9 0.6931471805599453
10 rep001 n347 9 0.40546510810816444
10 rep001 n348 9 1.09861228866811
10 rep001 n349 8 0.40546510810816444
10 rep001 n35 9 0.6931471805599453
10 rep001 n350 8 0.05268025782891314
10 rep001 n351 9 0.05268025782891314
10 rep001 n352 9 0.05268025782891314
10 rep001 n353 9 0.05268025782891314
10 rep001 n354 9 0.05268025782891314
10 rep001 n355 6 0.2231435513142097
10 rep001 n356 6 0.05268025782891314
10 rep001 n357 7 0.05268025782891314
10 rep001 n358 7 0.2231435513142097
10 rep001 n359 8 0.05268025782891314
10 rep001 n36 9 0.05268025782891314
10 rep001 n360 8 0.05268025782891314
10 rep001 n361 9 0.05268025782891314
10 rep001 n362 9 0.05268025782891314
10 rep001 n363 9 0.05268025782891314
10 rep001 n364 9 0.05268025782891314
10 rep001 n365 8 0.2231435513142097
10 rep001 n366 8 0.2231435513142097
10 rep001 n367 9 0.2876820724517809
10 rep001 n368 9 0.2876820724517809
10 rep001 n369 9 0.2876820724517809
10 rep001 n37 9 0.05268025782891314
10 rep001 n370 9 0.05268025782891314
10 rep001 n371 7 0.2876820724517809
10 rep001 n372 7 0.05268025782891314
10 rep001 n373 8 0.05268025782891314
10 rep001 n374 8 0.6931471805599453
10 rep001 n375 9 0.05268025782891314
10 rep001 n376 9 0.6931471805599453
10 rep001 n377 9 0.6931471805599453
10 rep001 n378 9 0.2876820724517809
10 rep001 n379 8 0.05268025782891314
10 rep001 n38 9 0.05268025782891314
10 rep001 n380 8 0.05268025782891314
10 rep001 n381 9 0.05268025782891314
10 rep001 n382 9 0.40546510810816444
10 rep001 n383 9 0.05268025782891314
10 rep001 n384 9 0.40546510810816444
10 rep001 n385 4 0.05268025782891314
10 rep001 n386 4 0.40546510810816444
10 rep001 n387 5 0.2876820724517809
10 rep001 n388 5 0.05268025782891314
10 rep001 n389 6 0.05268025782891314
10 rep001 n39 6 1.09861228866811
10 rep001 n390 6 0.2876820724517809
10 rep001 n391 7 0.40546510810816444
10 rep001 n392 7 0.05268025782891314
10 rep001 n393 8 1.09861228866811
10 rep001 n394 8 0.05268025782891314
10 rep001 n395 9 0.40546510810816444
10 rep001 n396 9 0.40546510810816444
10 rep001 n397 9 4.605170185988091
10 rep001 n398 9 0.05268025782891314
10 rep001 n399 8 0.05268025782891314
10 rep001 n4 3 0.13353139262452263
10 rep001 n40 6 0.05268025782891314
10 rep001 n400 8 0.05268025782891314
10 rep001 n401 9 0.05268025782891314
10 rep001 n402 9 0.05268025782891314
10 rep001 n403 9 0.6931471805599453
10 rep001 n404 9 0.05268025782891314
10 rep001 n405 7 0.05268025782891314
10 rep001 n406 7 0.6931471805599453
10 rep001 n407 8 0.05268025782891314
10 rep001 n408 8 0.05268025782891314
10 rep001 n409 9 0.05268025782891314
10 rep001 n41 7 0.05268025782891314
10 rep001 n410 9 0.05268025782891314
10 rep001 n411 9 0.05268025782891314
10 rep001 n412 9 4.605170185988091
10 rep001 n413 8 0.05268025782891314
10 rep001 n414 8 0.05268025782891314
10 rep001 n415 9 0.6931471805599453
10 rep001 n416 9 0.6931471805599453
10 rep001 n417 9 0.05268025782891314
10 rep001 n418 9 0.2876820724517809
10 rep001 n419 6 0.05268025782891314
10 rep001 n42 7 0.40546510810816444
10 rep001 n420 6 0.05268025782891314
10 rep001 n421 7 0.40546510810816444
10 rep001 n422 7 0.05268025782891314
10 rep001 n423 8 0.40546510810816444
10 rep001 n424 8 0.05268025782891314
10 rep001 n425 9 1.09861228866811
10 rep001 n426 9 0.05268025782891314
10 rep001 n427 9 0.6931471805599453
10 rep001 n428 9 0.05268025782891314
10 rep001 n429 8 0.6931471805599453
10 rep001 n43 8 0.6931471805599453
10 rep001 n430 8 0.05268025782891314
10 rep001 n431 9 0.05268025782891314
10 rep001 n432 9 0.05268025782891314
10 rep001 n433 9 0.05268025782891314
10 rep001 n434 9 0.05268025782891314
10 rep001 n435 7 0.40546510810816444
10 rep001 n436 7 0.05268025782891314
10 rep001 n437 8 0.40546510810816444
10 rep001 n438 8 0.40546510810816444
10 rep001 n439 9 0.6931471805599453
10 rep001 n44 8 0.05268025782891314
10 rep001 n440 9 0.6931471805599453
10 rep001 n441 9 0.05268025782891314
10 rep001 n442 9 0.05268025782891314
10 rep001 n443 8 0.05268025782891314
10 rep001 n444 8 0.05268025782891314
10 rep001 n445 9 0.05268025782891314
10 rep001 n446 9 0.05268025782891314
10 rep001 n447 9 0.05268025782891314
10 rep001 n448 9 0.6931471805599453
10 rep001 n449 5 0.05268025782891314
10 rep001 n45 9 0.05268025782891314
10 rep001 n450 5 0.1823215567939546
10 rep001 n451 6 0.05268025782891314
10 rep001 n452 6 0.05268025782891314
10 rep001 n453 7 0.05268025782891314
10 rep001 n454 7 0.05268025782891314
10 rep001 n455 8 0.05268025782891314
10 rep001 n456 8 0.05268025782891314
10 rep001 n457 9 0.2231435513142097
10 rep001 n458 9 0.5108256237659907
10 rep001 n459 9 0.5108256237659907
10 rep001 n46 9 0.6931471805599453
10 rep001 n460 9 0.2231435513142097
10 rep001 n461 8 0.5108256237659907
10 rep001 n462 8 0.5108256237659907
10 rep001 n463 9 0.05268025782891314
10 rep001 n464 9 0.05268025782891314
10 rep001 n465 9 0.05268025782891314
10 rep001 n466 9 0.40546510810816444
10 rep001 n467 7 0.05268025782891314
10 rep001 n468 7 0.2231435513142097
10 rep001 n469 8 0.6931471805599453
10 rep001 n47 9 0.05268025782891314
10 rep001 n470 8 0.05268025782891314
10 rep001 n471 9 0.2876820724517809
10 rep001 n472 9 0.2876820724517809
10 rep001 n473 9 0.05268025782891314
10 rep001 n474 9 0.6931471805599453
10 rep001 n475 8 0.05268025782891314
10 rep001 n476 8 0.05268025782891314
10 rep001 n477 9 0.2231435513142097
10 rep001 n478 9 0.05268025782891314
10 rep001 n479 9 0.5108256237659907
10 rep001 n48 9 0.05268025782891314
10 rep001 n480 9 0.2231435513142097
10 rep001 n481 6 0.1823215567939546
10 rep001 n482 6 0.6931471805599453
10 rep001 n483 7 0.40546510810816444
10 rep001 n484 7 1.09861228866811
10 rep001 n485 8 0.05268025782891314
10 rep001 n486 8 0.05268025782891314
10 rep001 n487 9 0.05268025782891314
10 rep001 n488 9 4.605170185988091
10 rep001 n489 9 0.05268025782891314
10 rep001 n49 8 0.05268025782891314
10 rep001 n490 9 0.05268025782891314
10 rep001 n491 8 0.05268025782891314
10 rep001 n492 8 0.05268025782891314
10 rep001 n493 9 0.05268025782891314
10 rep001 n494 9 0.6931471805599453
10 rep001 n495 9 0.6931471805599453
10 rep001 n496 9 0.05268025782891314
10 rep001 n497 7 0.2231435513142097
10 rep001 n498 7 0.05268025782891314
10 rep001 n499 8 0.2231435513142097
10 rep001 n5 4 0.15415067982725836
10 rep001 n50 8 0.05268025782891314
10 rep001 n500 8 0.05268025782891314
10 rep001 n501 9 0.2231435513142097
10 rep001 n502 9 0.05268025782891314
10 rep001 n503 9 0.2876820724517809
10 rep001 n504 9 0.2876820724517809
10 rep001 n505 8 0.6931471805599453
10 rep001 n506 8 0.6931471805599453
10 rep001 n507 9 0.05268025782891314
10 rep001 n508 9 0.6931471805599453
10 rep001 n509 9 0.05268025782891314
10 rep001 n51 9 0.40546510810816444
10 rep001 n510 9 0.6931471805599453
10 rep001 n52 9 0.05268025782891314
10 rep001 n53 9 0.05268025782891314
10 rep001 n54 9 0.05268025782891314
10 rep001 n55 7 0.05268025782891314
10 rep001 n56 7 4.605170185988091
10 rep001 n57 8 0.05268025782891314
10 rep001 n58 8 0.05268025782891314
10 rep001 n59 9 0.05268025782891314
10 rep001 n6 4 0.3364722366212129
10 rep001 n60 9 0.05268025782891314
10 rep001 n61 9 0.05268025782891314
10 rep001 n62 9 0.05268025782891314
10 rep001 n63 8 4.605170185988091
10 rep001 n64 8 4.605170185988091
10 rep001 n65 9 0.05268025782891314
10 rep001 n66 9 0.05268025782891314
10 rep001 n67 9 0.05268025782891314
10 rep001 n68 9 0.05268025782891314
10 rep001 n69 5 0.05268025782891314
10 rep001 n7 5 0.5108256237659907
10 rep001 n70 5 0.40546510810816444
10 rep001 n71 6 0.05268025782891314
10 rep001 n72 6 0.6931471805599453
10 rep001 n73 7 0.05268025782891314
10 rep001 n74 7 0.05268025782891314
10 rep001 n75 8 4.605170185988091
10 rep001 n76 8 0.6931471805599453
10 rep001 n77 9 0.05268025782891314
10 rep001 n78 9 4.605170185988091
10 rep001 n79 9 0.05268025782891314
10 rep001 n8 5 0.5108256237659907
10 rep001 n80 9 0.05268025782891314
10 rep001 n81 8 0.05268025782891314
10 rep001 n82 8 0.05268025782891314
10 rep001 n83 9 0.6931471805599453
10 rep001 n84 9 0.6931471805599453
10 rep001 n85 9 0.6931471805599453
10 rep001 n86 9 0.05268025782891314
10 rep001 n87 7 0.2876820724517809
10 rep001 n88 7 0.6931471805599453
10 rep001 n89 8 0.05268025782891314
10 rep001 n9 6 0.05268025782891314
10 rep001 n90 8 0.05268025782891314
10 rep001 n91 9 0.05268025782891314
10 rep001 n92 9 0.6931471805599453
10 rep001 n93 9 0.05268025782891314
10 rep001 n94 9 0.05268025782891314
10 rep001 n95 8 0.05268025782891314
10 rep001 n96 8 1.09861228866811
10 rep001 n97 9 0.05268025782891314
10 rep001 n98 9 4.605170185988091
10 rep001 n99 9 0.40546510810816444
10 rep002 n0 1 0.35667494393873245
10 rep002 n1 2 0.3364722366212129
10 rep002 n10 6 0.05268025782891314
10 rep002 n100 9 0.05268025782891314
10 rep002 n101 6 0.2231435513142097
10 rep002 n102 6 0.2231435513142097
10 rep002 n103 7 0.6931471805599453
10 rep002 n104 7 0.05268025782891314
10 rep002 n105 8 0.2876820724517809
10 rep002 n106 8 0.05268025782891314
10 rep002 n107 9 0.2876820724517809
10 rep002 n108 9 0.6931471805599453
10 rep002 n109 9 0.05268025782891314
10 rep002 n11 7 0.05268025782891314
10 rep002 n110 9 0.40546510810816444
10 rep002 n111 8 0.6931471805599453
10 rep002 n112 8 0.05268025782891314
10 rep002 n113 9 0.05268025782891314
10 rep002 n114 9 0.05268025782891314
10 rep002 n115 9 0.05268025782891314
10 rep002 n116 9 0.05268025782891314
10 rep002 n117 7 0.6931471805599453
10 rep002 n118 7 0.2876820724517809
10 rep002 n119 8 0.05268025782891314
10 rep002 n12 7 0.2876820724517809
10 rep002 n120 8 0.40546510810816444
10 rep002 n121 9 0.6931471805599453
10 rep002 n122 9 0.05268025782891314
10 rep002 n123 9 0.05268025782891314
10 rep002 n124 9 0.05268025782891314
10 rep002 n125 8 0.05268025782891314
10 rep002 n126 8 0.05268025782891314
10 rep002 n127 9 0.6931471805599453
10 rep002 n128 9 0.05268025782891314
10 rep002 n129 9 0.6931471805599453
10 rep002 n13 8 0.40546510810816444
10 rep002 n130 9 0.05268025782891314
10 rep002 n131 4 0.1823215567939546
10 rep002 n132 4 0.05268025782891314
10 rep002 n133 5 0.1823215567939546
10 rep002 n134 5 0.05268025782891314
10 rep002 n135 6 0.05268025782891314
10 rep002 n136 6 0.1823215567939546
10 rep002 n137 7 0.2231435513142097
10 rep002 n138 7 0.05268025782891314
10 rep002 n139 8 0.05268025782891314
10 rep002 n14 8 1.09861228866811
10 rep002 n140 8 0.5108256237659907
10 rep002 n141 9 1.09861228866811
10 rep002 n142 9 0.40546510810816444
10 rep002 n143 9 0.5108256237659907
10 rep002 n144 9 0.2231435513142097
10 rep002 n145 8 0.05268025782891314
10 rep002 n146 8 0.05268025782891314
10 rep002 n147 9 0.05268025782891314
10 rep002 n148 9 0.2876820724517809
10 rep002 n149 9 0.6931471805599453
10 rep002 n15 9 0.05268025782891314
10 rep002 n150 9 0.05268025782891314
10 rep002 n151 7 0.05268025782891314
10 rep002 n152 7 0.40546510810816444
10 rep002 n153 8 0.2876820724517809
10 rep002 n154 8 0.05268025782891314
10 rep002 n155 9 0.2876820724517809
10 rep002 n156 9 0.2876820724517809
10 rep002 n157 9 0.40546510810816444
10 rep002 n158 9 0.40546510810816444
10 rep002 n159 8 0.40546510810816444
10 rep002 n16 9 0.05268025782891314
10 rep002 n160 8 0.05268025782891314
10 rep002 n161 9 0.05268025782891314
10 rep002 n162 9 0.05268025782891314
10 rep002 n163 9 0.2876820724517809
10 rep002 n164 9 0.05268025782891314
10 rep002 n165 6 0.5108256237659907
10 rep002 n166 6 0.2231435513142097
10 rep002 n167 7 0.2876820724517809
10 rep002 n168 7 0.6931471805599453
10 rep002 n169 8 0.05268025782891314
10 rep002 n17 9 0.05268025782891314
10 rep002 n170 8 0.05268025782891314
10 rep002 n171 9 0.05268025782891314
10 rep002 n172 9 0.05268025782891314
10 rep002 n173 9 4.605170185988091
10 rep002 n174 9 0.05268025782891314
10 rep002 n175 8 0.05268025782891314
10 rep002 n176 8 0.40546510810816444
10 rep002 n177 9 0.6931471805599453
10 rep002 n178 9 0.05268025782891314
10 rep002 n179 9 0.40546510810816444
10 rep002 n18 9 0.6931471805599453
10 rep002 n180 9 0.40546510810816444
10 rep002 n181 7 0.40546510810816444
10 rep002 n182 7 0.05268025782891314
10 rep002 n183 8 0.05268025782891314
10 rep002 n184 8 0.40546510810816444
10 rep002 n185 9 0.05268025782891314
10 rep002 n186 9 0.6931471805599453
10 rep002 n187 9 0.05268025782891314
10 rep002 n188 9 0.05268025782891314
10 rep002 n189 8 0.05268025782891314
10 rep002 n19 8 0.05268025782891314
10 rep002 n190 8 0.6931471805599453
10 rep002 n191 9 4.605170185988091
10 rep002 n192 9 0.05268025782891314
10 rep002 n193 9 0.05268025782891314
10 rep002 n194 9 0.05268025782891314
10 rep002 n195 5 0.916290731874155
10 rep002 n196 5 0.05268025782891314
10 rep002 n197 6 0.05268025782891314
10 rep002 n198 6 0.05268025782891314
10 rep002 n199 7 0.5108256237659907
10 rep002 n2 2 0.05268025782891314
10 rep002 n20 8 0.05268025782891314
10 rep002 n200 7 0.05268025782891314
10 rep002 n201 8 0.5108256237659907
10 rep002 n202 8 0.2231435513142097
10 rep002 n203 9 0.2876820724517809
10 rep002 n204 9 1.3862943611198906
10 rep002 n205 9 0.05268025782891314
10 rep002 n206 9 0.40546510810816444
10 rep002 n207 8 0.05268025782891314
10 rep002 n208 8 0.40546510810816444
10 rep002 n209 9 0.6931471805599453
10 rep002 n21 9 0.05268025782891314
10 rep002 n210 9 0.05268025782891314
10 rep002 n211 9 1.09861228866811
10 rep002 n212 9 0.40546510810816444
10 rep002 n213 7 0.05268025782891314
10 rep002 n214 7 0.05268025782891314
10 rep002 n215 8 0.05268025782891314
10 rep002 n216 8 0.05268025782891314
10 rep002 n217 9 0.2231435513142097
10 rep002 n218 9 0.05268025782891314
10 rep002 n219 9 0.2231435513142097
10 rep002 n22 9 0.2876820724517809
10 rep002 n220 9 0.5108256237659907
10 rep002 n221 8 0.916290731874155
10 rep002 n222 8 0.916290731874155
10 rep002 n223 9 0.05268025782891314
10 rep002 n224 9 0.05268025782891314
10 rep002 n225 9 0.05268025782891314
10 rep002 n226 9 0.6931471805599453
10 rep002 n227 6 0.05268025782891314
10 rep002 n228 6 0.6931471805599453
10 rep002 n229 7 0.05268025782891314
10 rep002 n23 9 0.2876820724517809
10 rep002 n230 7 0.05268025782891314
10 rep002 n231 8 0.05268025782891314
10 rep002 n232 8 4.605170185988091
10 rep002 n233 9 0.05268025782891314
10 rep002 n234 9 0.05268025782891314
10 rep002 n235 9 0.05268025782891314
10 rep002 n236 9 0.05268025782891314
10 rep002 n237 8 0.05268025782891314
10 rep002 n238 8 0.05268025782891314
10 rep002 n239 9 4.605170185988091
10 rep002 n24 9 0.2876820724517809
10 rep002 n240 9 0.05268025782891314
10 rep002 n241 9 0.05268025782891314
10 rep002 n242 9 4.605170185988091
10 rep002 n243 7 0.05268025782891314
10 rep002 n244 7 0.05268025782891314
10 rep002 n245 8 0.05268025782891314
10 rep002 n246 8 4.605170185988091
10 rep002 n247 9 0.05268025782891314
10 rep002 n248 9 0.05268025782891314
10 rep002 n249 9 0.05268025782891314
10 rep002 n25 7 0.2876820724517809
10 rep002 n250 9 0.05268025782891314
10 rep002 n251 8 0.6931471805599453
10 rep002 n252 8 0.05268025782891314
10 rep002 n253 9 0.05268025782891314
10 rep002 n254 9 0.05268025782891314
10 rep002 n255 9 0.05268025782891314
10 rep002 n256 9 0.05268025782891314
10 rep002 n257 3 0.05268025782891314
10 rep002 n258 3 0.5108256237659907
10 rep002 n259 4 0.40546510810816444
10 rep002 n26 7 0.6931471805599453
10 rep002 n260 4 0.40546510810816444
10 rep002 n261 5 0.05268025782891314
10 rep002 n262 5 0.05268025782891314
10 rep002 n263 6 0.05268025782891314
10 rep002 n264 6 0.6931471805599453
10 rep002 n265 7 0.05268025782891314
10 rep002 n266 7 0.05268025782891314
10 rep002 n267 8 4.605170185988091
