cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n143,8,1,9,2,4,3,6,3,0,2
n148,8,1,9,2,0,3,6,4,0,2
n147,8,1,9,2,0,3,6,4,0,2
n150,8,1,9,2,0,3,6,5,0,2
n149,8,1,9,2,0,3,6,5,0,2
n156,8,1,9,2,0,3,6,7,4,2
n155,8,1,9,2,0,3,6,7,4,2
n158,8,1,9,2,0,3,6,0,4,2
n157,8,1,9,2,0,3,6,0,4,2
n162,8,1,9,2,0,3,6,6,0,2
n161,8,1,9,2,10,3,6,6,0,2
n164,8,1,9,2,0,3,6,0,0,2
n163,8,1,9,2,5,3,6,0,0,2
n172,8,1,9,2,0,3,6,0,9,2
n171,8,1,9,2,9,3,6,0,9,2
n174,8,1,9,2,2,3,6,0,9,2
n173,8,1,9,2,2,3,6,0,0,2
n178,8,1,9,2,0,3,6,0,0,2
n177,8,1,9,2,0,3,6,8,0,2
n180,8,1,9,2,0,3,6,0,0,2
n179,8,1,9,2,10,3,6,0,0,2
n186,8,1,9,2,9,3,6,10,0,2
n185,8,1,9,2,9,3,6,10,0,2
n188,8,1,9,2,9,3,6,10,2,2
n187,8,1,9,2,9,3,6,10,2,2
n192,8,1,9,2,3,3,6,10,6,2
n191,8,1,9,2,5,3,6,10,6,2
n194,8,1,9,2,0,3,6,10,0,2
n193,8,1,9,2,0,3,6,10,0,2
n204,8,1,9,2,0,3,0,6,8,2
n203,8,1,9,2,0,3,0,6,8,2
n206,8,1,9,2,0,3,0,6,8,2
n205,8,1,9,2,0,3,0,6,8,2
n210,8,1,9,2,0,3,0,6,8,2
n209,8,1,9,2,0,3,0,6,8,2
n212,8,1,9,2,7,3,0,6,8,2
n211,8,1,9,2,0,3,5,6,8,2
n218,8,1,9,2,9,3,0,1,8,2
n217,8,1,9,2,9,3,0,1,8,2
n220,8,1,9,2,9,3,0,9,8,2
n219,8,1,9,2,9,3,8,9,8,2
n224,8,1,9,2,6,3,0,0,8,2
n223,8,1,9,2,6,3,0,0,8,2
n226,8,1,9,2,6,3,7,0,8,2
n225,8,1,9,2,6,3,0,0,8,2
n234,8,1,9,2,0,3,0,6,8,2
n233,8,1,9,2,0,3,0,6,8,2
n236,8,1,9,2,5,3,10,6,8,2
n235,8,1,9,2,0,3,10,6,8,2
n240,8,1,9,2,0,3,9,6,8,2
n239,8,1,9,2,0,3,0,6,8,2
n242,8,1,9,2,5,3,0,6,8,2
n241,8,1,9,2,5,3,0,6,8,2
n248,8,1,9,2,0,3,9,0,8,2
n247,8,1,9,2,0,3,9,0,8,2
n250,8,1,9,2,0,3,1,10,8,2
n249,8,1,9,2,0,3,1,8,8,2
n254,8,1,9,2,5,3,9,0,8,2
n253,8,1,9,2,0,3,9,0,8,2
n256,8,1,9,2,6,3,0,0,8,2
n255,8,1,9,2,0,3,0,0,8,2
n270,1,1,9,2,1,3,10,2,3,2
n269,1,1,9,2,1,3,10,2,3,2
n272,0,1,9,2,1,3,10,2,3,2
n271,0,1,9,2,1,3,10,2,3,2
n276,1,1,9,2,10,3,10,2,3,2
n275,1,1,9,2,10,3,10,2,3,2
n278,6,1,9,2,0,3,10,2,3,2
n277,0,1,9,2,0,3,10,2,3,2
n284,0,1,9,2,0,3,10,2,3,2
n283,0,1,9,2,0,3,10,2,3,2
n286,10,1,9,2,10,3,10,2,3,2
n285,0,1,9,2,0,3,10,2,3,2
n290,0,1,9,2,0,3,10,2,3,2
n289,0,1,9,2,0,3,10,2,3,2
n292,0,1,9,2,0,3,10,2,3,2
n291,0,1,9,2,6,3,10,2,3,2
n300,3,1,9,2,0,3,9,2,3,2
n299,3,1,9,2,0,3,9,2,3,2
n302,0,1,9,2,8,3,9,2,3,2
n301,0,1,9,2,8,3,9,2,3,2
n306,0,1,9,2,0,3,9,2,3,2
n305,0,1,9,2,0,3,9,2,3,2
n308,7,1,9,2,0,3,9,2,3,2
n307,7,1,9,2,0,3,9,2,3,2
n314,0,1,9,2,8,3,4,2,3,2
n313,1,1,9,2,8,3,0,2,3,2
n316,6,1,9,2,0,3,4,2,3,2
n315,6,1,9,2,3,3,0,2,3,2
n320,0,1,9,2,0,3,1,2,3,2
n319,0,1,9,2,0,3,1,2,3,2
n322,9,1,9,2,10,3,0,2,3,2
n321,0,1,9,2,0,3,0,2,3,2
n332,0,1,9,0,7,3,8,2,3,2
n331,0,1,9,0,7,3,8,2,3,2
n334,7,1,9,0,7,3,8,2,3,2
n333,0,1,9,0,7,3,8,2,3,2
n338,5,1,9,0,7,3,3,2,3,2
n337,5,1,9,0,7,3,3,2,3,2
n340,5,1,9,0,7,3,0,2,3,2
n339,5,1,9,2,7,3,0,2,3,2
n346,0,1,9,0,7,3,5,2,3,2
n345,0,1,9,0,7,3,5,2,3,2
n348,0,1,9,7,7,3,5,2,3,2
n347,0,1,9,7,7,3,5,2,3,2
n352,1,1,9,0,7,3,5,2,3,2
n351,1,1,9,0,7,3,5,2,3,2
n354,1,1,9,0,7,3,5,2,3,2
n353,1,1,9,0,7,3,5,2,3,2
n362,0,1,9,1,7,3,9,2,3,2
n361,0,1,9,1,7,3,9,2,3,2
n364,0,1,9,1,7,3,9,2,3,2
n363,0,1,9,1,7,3,9,2,3,2
n368,6,1,9,0,7,3,9,2,3,2
n367,6,1,9,0,7,3,9,2,3,2
n370,7,1,9,3,7,3,9,2,3,2
n369,7,1,9,0,7,3,9,2,3,2
n376,5,1,9,8,7,3,3,2,3,2
n375,5,1,9,8,7,3,3,2,3,2
n378,5,1,9,8,7,3,3,2,3,2
n377,5,1,9,8,7,3,3,2,3,2
n382,5,1,9,0,7,3,3,2,3,2
n381,5,1,9,0,7,3,3,2,3,2
n384,5,1,9,10,7,3,3,2,3,2
n383,5,1,9,10,7,3,3,2,3,2
n396,6,1,9,0,8,3,5,2,4,2
n395,6,1,9,0,0,3,5,2,0,2
n398,6,1,9,6,0,3,5,2,3,2
n397,6,1,9,0,10,3,5,2,3,2
n402,6,1,9,0,1,3,5,2,9,2
n401,6,1,9,0,0,3,5,2,9,2
n404,6,1,9,6,8,3,5,2,9,2
n403,6,1,9,0,8,3,5,2,9,2
n410,6,1,9,0,0,3,5,2,0,2
n409,6,1,9,0,0,3,5,2,0,2
n412,6,1,9,5,0,3,5,2,0,2
n411,6,1,9,0,0,3,5,2,0,2
n416,6,1,9,9,0,3,5,2,0,2
n415,6,1,9,1,0,3,5,2,0,2
n418,6,1,9,0,3,3,5,2,6,2
n417,6,1,9,0,3,3,5,2,0,2
n426,0,1,9,0,0,3,5,2,0,2
n425,0,1,9,0,3,3,5,2,0,2
n428,5,1,9,0,8,3,5,2,0,2
n427,9,1,9,0,0,3,5,2,3,2
n432,0,1,9,0,0,3,5,2,3,2
n431,0,1,9,0,0,3,5,2,0,2
n434,0,1,9,0,0,3,5,2,0,2
n433,8,1,9,0,4,3,5,2,0,2
n440,5,1,9,0,10,3,5,2,3,2
n439,5,1,9,0,10,3,5,2,3,2
n442,1,1,9,0,10,3,5,2,3,2
n441,0,1,9,2,10,3,5,2,3,2
n446,0,1,9,0,0,3,5,2,0,2
n445,0,1,9,0,0,3,5,2,0,2
n448,0,1,9,4,7,3,5,2,0,2
n447,0,1,9,0,7,3,5,2,3,2
n458,1,1,9,6,1,3,9,2,0,2
n457,1,1,9,6,1,3,9,2,0,2
n460,1,1,9,6,0,3,9,2,1,2
n459,1,1,9,6,0,3,9,2,0,2
n464,1,1,9,6,0,3,9,2,9,2
n463,1,1,9,6,0,3,9,2,9,2
n466,1,1,9,6,0,3,9,2,9,2
n465,1,1,9,6,0,3,9,2,9,2
n472,1,1,9,6,6,3,9,2,0,2
n471,1,1,9,6,6,3,9,2,0,2
n474,1,1,9,6,6,3,9,2,0,2
n473,1,1,9,6,6,3,9,2,0,2
n478,1,1,9,6,0,3,9,2,0,2
n477,1,1,9,6,0,3,9,2,0,2
n480,1,1,9,6,0,3,9,2,0,2
n479,1,1,9,6,0,3,9,2,0,2
n488,1,1,9,6,4,3,9,2,0,2
n487,1,1,9,6,4,3,9,2,9,2
n490,1,1,9,6,4,3,9,2,0,2
n489,1,1,9,6,4,3,9,2,0,2
n494,1,1,9,6,4,3,9,2,0,2
n493,1,1,9,6,4,3,9,2,0,2
n496,1,1,9,6,4,3,9,2,5,2
n495,1,1,9,6,4,3,9,2,5,2
n502,10,1,9,6,3,3,9,2,0,2
n501,0,1,9,6,3,3,9,2,0,2
n504,0,1,9,6,3,3,9,2,4,2
n503,0,1,9,6,3,3,9,2,4,2
n508,0,1,9,6,0,3,9,2,5,2
n507,0,1,9,6,5,3,9,2,5,2
n510,0,1,9,6,0,3,9,2,5,2
n509,6,1,9,6,0,3,9,2,5,2
