cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n206,10,9,3,5,2,5,10,4,3,2
n205,10,9,3,5,2,5,10,4,3,2
n210,10,9,3,5,2,0,10,4,3,2
n209,10,9,3,5,2,0,10,4,3,2
n212,10,9,3,5,2,4,10,4,3,2
n211,10,9,3,5,2,4,10,4,3,2
n218,10,0,3,0,2,1,10,4,3,2
n217,10,1,3,8,2,1,10,4,3,2
n220,10,5,3,0,2,1,10,4,3,2
n219,10,0,3,0,2,1,10,4,3,2
n224,10,0,3,0,2,1,10,4,3,2
n223,10,0,3,0,2,1,10,4,3,2
n226,10,0,3,2,2,1,10,4,3,2
n225,10,0,3,0,2,1,10,4,3,2
n234,10,7,3,6,2,6,10,4,3,2
n233,10,0,3,6,2,6,10,4,3,2
n236,10,0,3,6,2,0,10,4,3,2
n235,10,0,3,6,2,0,10,4,3,2
n240,10,0,3,6,2,6,10,4,3,2
n239,10,0,3,6,2,6,10,4,3,2
n242,10,0,3,6,2,0,10,4,3,2
n241,10,0,3,6,2,0,10,4,3,2
n248,10,8,3,6,2,3,10,4,3,2
n247,10,8,3,6,2,0,10,4,3,2
n250,10,8,3,6,2,0,10,4,3,2
n249,10,8,3,6,2,0,10,4,3,2
n254,10,9,3,6,2,0,10,4,3,2
n253,10,9,3,6,2,0,10,4,3,2
n256,10,9,3,6,2,1,10,4,3,2
n255,10,9,3,6,2,1,10,4,3,2
n270,0,0,3,7,3,9,7,7,0,1
n269,0,2,3,7,3,9,7,7,10,1
n272,0,3,3,7,3,9,7,7,0,0
n271,0,0,3,7,3,9,7,7,0,0
n276,0,10,3,0,3,9,7,7,5,3
n275,0,10,3,0,3,9,7,7,5,3
n278,0,10,3,0,3,9,7,7,0,3
n277,0,10,3,5,3,9,7,7,0,3
n284,0,1,3,0,3,9,7,7,0,4
n283,0,1,3,0,3,9,7,7,0,4
n286,3,0,3,0,3,9,7,7,0,0
n285,3,0,3,1,3,9,7,7,0,0
n290,0,1,3,0,3,9,7,7,0,2
n289,0,1,3,4,3,9,7,7,6,2
n292,0,0,3,10,3,9,7,7,0,0
n291,3,0,3,6,3,9,7,7,0,0
n300,9,0,3,9,4,9,7,7,0,0
n299,9,0,3,9,4,9,7,7,0,0
n302,9,7,3,9,4,9,7,7,0,0
n301,9,0,3,9,4,9,7,7,0,0
n306,7,0,3,0,4,9,7,7,0,9
n305,7,8,3,0,4,9,7,7,1,9
n308,8,0,3,0,4,9,7,7,0,9
n307,8,0,3,0,4,9,7,7,0,9
n314,0,3,3,6,4,9,7,7,0,8
n313,0,0,3,6,4,9,7,7,0,8
n316,2,0,3,6,4,9,7,7,2,8
n315,0,0,3,6,4,9,7,7,0,8
n320,6,1,3,0,4,9,7,7,0,8
n319,0,1,3,0,4,9,7,7,0,8
n322,8,0,3,0,4,9,7,7,0,8
n321,8,0,3,0,4,9,7,7,0,8
n332,0,0,3,6,0,9,7,0,7,2
n331,4,0,3,6,0,9,7,0,7,2
n334,0,0,3,6,0,9,7,0,7,0
n333,0,4,3,6,0,9,7,2,7,0
n338,0,4,3,6,2,9,7,7,7,0
n337,1,4,3,6,2,9,7,7,7,0
n340,8,4,3,6,2,9,7,0,7,7
n339,0,4,3,6,2,9,7,0,7,7
n346,1,5,3,0,4,9,7,0,7,9
n345,1,5,3,8,0,9,7,0,7,0
n348,1,9,3,1,1,9,7,4,7,0
n347,1,0,3,1,0,9,7,4,7,9
n352,1,0,3,5,0,9,7,6,7,0
n351,1,0,3,5,0,9,7,6,7,0
n354,1,0,3,5,6,9,7,6,7,0
n353,1,0,3,5,6,9,7,6,7,0
n362,10,0,3,2,0,9,7,0,7,0
n361,10,0,3,2,0,9,7,0,7,0
n364,10,0,3,2,0,9,7,0,7,0
n363,10,0,3,2,0,9,7,0,7,0
n368,0,9,3,2,0,9,7,0,7,7
n367,10,9,3,2,0,9,7,0,7,0
n370,0,0,3,2,0,9,7,3,7,0
n369,0,0,3,2,0,9,7,3,7,8
n376,4,2,3,2,0,9,7,4,7,7
n375,0,2,3,2,0,9,7,4,7,7
n378,0,0,3,2,7,9,7,4,7,0
n377,9,0,3,2,0,9,7,4,7,9
n382,0,4,3,2,10,9,7,4,7,0
n381,0,4,3,2,0,9,7,4,7,0
n384,0,4,3,2,0,9,7,4,7,8
n383,0,4,3,2,0,9,7,4,7,0
n396,7,9,3,6,2,9,2,0,6,0
n395,7,9,3,6,2,9,2,0,10,0
n398,7,9,3,6,2,9,2,1,0,6
n397,7,9,3,6,2,9,2,1,6,6
n402,7,9,3,6,2,9,2,0,0,9
n401,7,9,3,6,2,9,2,0,0,9
n404,7,9,3,6,2,9,2,0,0,9
n403,7,9,3,6,2,9,2,7,0,9
n410,7,9,3,6,2,9,6,0,0,2
n409,7,9,3,6,2,9,6,0,0,2
n412,7,9,3,6,2,9,6,3,5,2
n411,7,9,3,6,2,9,6,0,0,2
n416,7,9,3,6,2,9,3,9,0,0
n415,7,9,3,6,2,9,0,6,0,10
n418,7,9,3,6,2,9,0,0,9,0
n417,7,9,3,6,2,9,0,0,0,0
n426,7,9,3,6,2,9,0,6,0,0
n425,7,9,3,6,2,9,0,6,8,1
n428,7,9,3,6,2,9,0,6,0,7
n427,7,9,3,6,2,9,1,6,0,7
n432,7,9,3,6,2,9,1,6,0,0
n431,7,9,3,6,2,9,1,6,0,0
n434,7,9,3,6,2,9,1,6,0,7
n433,7,9,3,6,2,9,1,6,0,7
n440,7,9,3,6,2,9,0,6,4,10
n439,7,9,3,6,2,9,10,6,0,10
n442,7,9,3,6,2,9,9,6,0,0
n441,7,9,3,6,2,9,9,6,0,0
n446,7,9,3,6,2,9,0,6,7,0
n445,7,9,3,6,2,9,0,6,7,0
n448,7,9,3,6,2,9,0,6,7,1
n447,7,9,3,6,2,9,0,6,7,0
n458,7,9,3,10,0,9,3,0,5,0
n457,7,9,3,8,0,9,3,0,0,0
n460,7,9,3,0,0,9,3,9,0,0
n459,7,9,3,0,9,9,3,6,0,0
n464,7,9,3,9,1,9,3,0,0,0
n463,7,9,3,9,1,9,3,0,0,0
n466,7,9,3,6,9,9,3,10,0,0
n465,7,9,3,0,9,9,3,10,0,0
n472,7,9,3,5,0,9,3,0,0,7
n471,7,9,3,5,1,9,3,0,0,0
n474,7,9,3,5,2,9,3,0,3,7
n473,7,9,3,5,2,9,3,0,3,0
n478,7,9,3,0,0,9,3,0,0,0
n477,7,9,3,0,0,9,3,0,0,4
n480,7,9,3,0,0,9,3,0,1,0
n479,7,9,3,0,0,9,3,0,9,2
n488,7,9,3,8,10,9,9,5,1,8
n487,7,9,3,8,10,9,9,5,1,0
n490,7,9,3,8,10,9,9,5,1,0
n489,7,9,3,8,10,9,9,5,1,0
n494,7,9,3,8,10,9,0,4,1,9
n493,7,9,3,8,10,9,0,4,1,0
n496,7,9,3,8,10,9,0,4,1,0
n495,7,9,3,8,10,9,0,4,1,7
n502,7,9,3,0,0,9,5,0,0,0
n501,7,9,3,0,0,9,5,5,0,0
n504,7,9,3,3,0,9,5,3,0,0
n503,7,9,3,3,0,9,5,0,0,8
n508,7,9,3,0,2,9,5,7,10,4
n507,7,9,3,0,2,9,5,7,10,0
n510,7,9,3,6,0,9,5,2,10,8
n509,7,9,3,6,0,9,5,0,10,8
