cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n224,9,6,9,2,8,8,9,6,10,1
n223,9,6,9,2,8,8,9,6,10,1
n226,0,6,9,2,8,8,9,6,10,1
n225,0,6,9,2,8,8,9,6,10,1
n234,1,0,9,2,8,7,9,6,10,0
n233,1,7,9,2,8,7,9,6,10,0
n236,1,6,9,2,8,7,9,6,10,1
n235,1,6,9,2,8,7,9,6,10,0
n240,0,0,9,2,8,7,9,6,10,0
n239,0,0,9,2,8,7,9,6,10,0
n242,0,0,9,2,8,7,9,6,10,0
n241,0,5,9,2,8,7,9,6,10,3
n248,0,0,9,2,8,7,9,6,10,6
n247,6,0,9,2,8,7,9,6,10,0
n250,0,4,9,2,8,7,9,6,10,2
n249,0,0,9,2,8,7,9,6,10,2
n254,0,0,9,2,8,7,9,6,10,4
n253,4,0,9,2,8,7,9,6,10,4
n256,0,0,9,2,8,7,9,6,10,4
n255,0,0,9,2,8,7,9,6,10,4
n270,0,5,1,0,8,4,3,6,10,4
n269,0,5,1,0,8,4,3,6,10,4
n272,1,5,1,1,8,4,3,6,10,4
n271,6,5,1,1,8,4,3,6,10,4
n276,10,5,1,5,8,4,3,6,10,4
n275,10,5,1,5,8,4,3,6,10,4
n278,10,5,1,5,8,4,3,6,10,4
n277,10,5,1,5,8,4,3,6,10,4
n284,1,5,1,10,8,4,3,6,10,4
n283,1,5,1,10,8,4,3,6,10,4
n286,1,5,1,10,8,4,3,6,10,4
n285,1,5,1,10,8,4,3,6,10,4
n290,1,5,1,1,8,4,3,6,10,4
n289,1,5,1,0,8,4,3,6,10,4
n292,1,5,1,0,8,4,3,6,10,4
n291,1,5,1,0,8,4,3,6,10,4
n300,4,5,1,0,8,4,8,6,10,4
n299,4,5,1,0,8,4,8,6,10,4
n302,4,5,1,0,8,4,8,6,10,4
n301,4,5,1,10,8,4,8,6,10,4
n306,0,5,1,0,8,4,8,6,10,4
n305,0,5,1,0,8,4,8,6,10,4
n308,0,5,1,1,8,4,8,6,10,4
n307,0,5,1,0,8,4,8,6,10,4
n314,0,5,1,2,8,4,8,6,10,4
n313,0,5,1,2,8,4,8,6,10,4
n316,0,5,1,2,8,4,8,6,10,4
n315,0,5,1,2,8,4,8,6,10,4
n320,0,5,1,2,8,4,8,6,10,4
n319,0,5,1,2,8,4,8,6,10,4
n322,0,5,1,2,8,4,8,6,10,4
n321,1,5,1,2,8,4,8,6,10,4
n332,7,5,3,3,8,4,1,6,10,4
n331,0,5,3,3,8,4,1,6,10,4
n334,7,5,3,3,8,4,1,6,10,4
n333,0,5,3,3,8,4,1,6,10,4
n338,3,5,7,3,8,4,1,6,10,4
n337,3,5,0,3,8,4,1,6,10,4
n340,5,5,5,3,8,4,1,6,10,4
n339,5,5,5,3,8,4,1,6,10,4
n346,4,5,0,3,8,4,1,6,10,4
n345,0,5,0,3,8,4,1,6,10,4
n348,0,5,9,3,8,4,1,6,10,4
n347,0,5,10,3,8,4,1,6,10,4
n352,5,5,6,3,8,4,1,6,10,4
n351,5,5,6,3,8,4,1,6,10,4
n354,5,5,6,3,8,4,1,6,10,4
n353,5,5,6,3,8,4,1,6,10,4
n362,4,5,10,2,8,4,1,6,10,4
n361,4,5,10,2,8,4,1,6,10,4
n364,0,5,10,2,8,4,1,6,10,4
n363,0,5,10,2,8,4,1,6,10,4
n368,0,5,10,2,8,4,1,6,10,4
n367,0,5,10,2,8,4,1,6,10,4
n370,2,5,10,2,8,4,1,6,10,4
n369,2,5,10,2,8,4,1,6,10,4
n376,0,5,8,2,8,4,1,6,10,4
n375,0,5,8,2,8,4,1,6,10,4
n378,2,5,0,2,8,4,1,6,10,4
n377,2,5,0,2,8,4,1,6,10,4
n382,0,5,3,2,8,4,1,6,10,4
n381,0,5,3,2,8,4,1,6,10,4
n384,1,5,3,2,8,4,1,6,10,4
n383,0,5,3,2,8,4,1,6,10,4
n396,4,5,6,3,8,4,4,6,10,4
n395,4,5,6,3,8,4,4,6,10,4
n398,4,5,6,6,8,4,4,6,10,4
n397,4,5,6,0,8,4,4,6,10,4
n402,4,5,6,0,8,4,9,6,10,4
n401,4,5,6,0,8,4,9,6,10,4
n404,4,5,6,3,8,4,4,6,10,4
n403,4,5,6,0,8,4,0,6,10,4
n410,0,5,6,0,8,4,5,6,10,4
n409,4,5,6,0,8,4,5,6,10,4
n412,0,5,6,6,8,4,4,6,10,4
n411,0,5,6,0,8,4,0,6,10,4
n416,0,5,6,8,8,4,0,6,10,4
n415,4,5,6,8,8,4,0,6,10,4
n418,0,5,6,8,8,4,9,6,10,4
n417,0,5,6,8,8,4,9,6,10,4
n426,0,5,0,5,8,4,10,6,10,4
n425,0,5,0,5,8,4,10,6,10,4
n428,10,5,2,5,8,4,10,6,10,4
n427,0,5,2,5,8,4,10,6,10,4
n432,4,5,0,5,8,4,10,6,10,4
n431,4,5,0,5,8,4,10,6,10,4
n434,0,5,0,5,8,4,10,6,10,4
n433,0,5,0,5,8,4,10,6,10,4
n440,5,5,0,5,8,4,10,6,10,4
n439,5,5,0,5,8,4,10,6,10,4
n442,5,5,4,5,8,4,10,6,10,4
n441,5,5,4,5,8,4,10,6,10,4
n446,5,5,6,5,8,4,10,6,10,4
n445,5,5,6,5,8,4,10,6,10,4
n448,5,5,6,5,8,4,10,6,10,4
n447,5,5,6,5,8,4,10,6,10,4
n458,0,5,0,10,8,4,3,6,10,4
n457,1,5,0,10,8,4,3,6,10,4
n460,0,5,2,10,8,4,3,6,10,4
n459,0,5,0,10,8,4,3,6,10,4
n464,0,5,6,10,8,4,3,6,10,4
n463,0,5,6,10,8,4,3,6,10,4
n466,2,5,0,10,8,4,3,6,10,4
n465,0,5,0,10,8,4,3,6,10,4
n472,0,5,0,10,8,4,3,6,10,4
n471,0,5,0,10,8,4,3,6,10,4
n474,0,5,2,10,8,4,3,6,10,4
n473,0,5,2,10,8,4,3,6,10,4
n478,0,5,10,0,8,4,3,6,10,4
n477,9,5,0,0,8,4,3,6,10,4
n480,3,5,0,0,8,4,3,6,10,4
n479,3,5,0,0,8,4,3,6,10,4
n488,0,5,6,2,8,4,6,6,10,4
n487,0,5,0,0,8,4,6,6,10,4
n490,2,5,0,5,8,4,0,6,10,4
n489,2,5,0,0,8,4,0,6,10,4
n494,0,5,0,0,8,4,5,6,10,4
n493,3,5,0,0,8,4,5,6,10,4
n496,0,5,0,0,8,4,5,6,10,4
n495,0,5,0,0,8,4,5,6,10,4
n502,0,5,5,0,8,4,1,6,10,4
n501,0,5,0,4,8,4,1,6,10,4
n504,5,5,0,1,8,4,9,6,10,4
n503,5,5,0,9,8,4,0,6,10,4
n508,3,5,5,0,8,4,0,6,10,4
n507,3,5,5,0,8,4,0,6,10,4
n510,3,5,5,0,8,4,0,6,10,4
n509,3,5,5,0,8,4,0,6,10,4
