cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,1,5,9,4,8,1,1,6,10,5
n15,0,5,9,4,8,1,1,6,10,5
n18,0,5,9,4,8,1,1,6,10,5
n17,0,5,9,4,8,1,1,6,10,5
n22,0,5,9,4,8,1,1,6,10,5
n21,0,5,9,4,8,1,1,6,10,5
n24,0,5,9,4,8,1,1,6,10,5
n23,0,5,9,4,8,1,1,6,10,5
n30,9,5,9,0,8,1,1,6,10,5
n29,9,5,9,2,8,1,1,6,10,5
n32,9,5,9,0,8,1,1,6,10,5
n31,9,5,9,0,8,1,1,6,10,5
n36,3,5,9,0,8,1,1,6,10,5
n35,3,5,9,0,8,1,1,6,10,5
n38,0,5,9,0,8,1,1,6,10,5
n37,0,5,9,0,8,1,1,6,10,5
n46,1,5,9,4,8,1,1,6,10,5
n45,1,5,9,4,8,1,1,6,10,5
n48,1,5,9,4,8,1,1,6,10,5
n47,1,5,9,4,8,1,1,6,10,5
n52,1,5,9,4,8,1,1,6,10,5
n51,1,5,9,4,8,1,1,6,10,5
n54,1,5,9,4,8,1,1,6,10,5
n53,1,5,9,4,8,1,1,6,10,5
n60,1,5,9,6,8,1,1,6,10,5
n59,1,5,9,6,8,1,1,6,10,5
n62,1,5,9,6,8,1,1,6,10,5
n61,1,5,9,6,8,1,1,6,10,5
n66,1,5,9,6,8,1,1,6,10,5
n65,1,5,9,6,8,1,1,6,10,5
n68,1,5,9,6,8,1,1,6,10,5
n67,1,5,9,6,8,1,1,6,10,5
n78,0,1,7,0,8,1,7,6,10,5
n77,0,1,7,0,8,1,7,6,10,5
n80,5,1,7,0,8,1,7,6,10,5
n79,5,1,7,0,8,1,7,6,10,5
n84,0,1,0,0,8,1,7,6,10,5
n83,0,1,0,10,8,1,7,6,10,5
n86,7,1,0,0,8,1,7,6,10,5
n85,7,1,0,0,8,1,7,6,10,5
n92,8,1,0,7,8,1,7,6,10,5
n91,8,1,0,0,8,1,7,6,10,5
n94,8,1,0,8,8,1,7,6,10,5
n93,8,1,4,8,8,1,7,6,10,5
n98,8,1,0,0,8,1,7,6,10,5
n97,8,1,0,0,8,1,7,6,10,5
n100,8,1,0,3,8,1,7,6,10,5
n99,8,1,6,0,8,1,7,6,10,5
n108,4,1,10,7,8,1,0,6,10,5
n107,4,1,10,7,8,1,0,6,10,5
n110,4,1,10,7,8,1,0,6,10,5
n109,4,1,10,7,8,1,0,6,10,5
n114,4,1,10,7,8,1,5,6,10,5
n113,4,1,10,7,8,1,5,6,10,5
n116,4,1,10,7,8,1,5,6,10,5
n115,4,1,10,7,8,1,5,6,10,5
n122,4,1,1,7,8,1,4,6,10,5
n121,4,1,1,7,8,1,4,6,10,5
n124,4,1,1,7,8,1,4,6,10,5
n123,4,1,1,7,8,1,4,6,10,5
n128,4,1,1,7,8,1,4,6,10,5
n127,4,1,1,7,8,1,4,6,10,5
n130,4,1,1,7,8,1,4,6,10,5
n129,4,1,1,7,8,1,4,6,10,5
n142,6,3,9,2,8,0,9,6,10,0
n141,6,3,9,2,8,0,9,6,10,0
n144,6,3,9,2,8,0,9,6,10,6
n143,6,3,9,2,8,0,9,6,10,6
n148,6,3,9,2,8,0,9,6,10,0
n147,6,3,9,2,8,0,9,6,10,9
n150,6,3,9,2,8,2,9,6,10,0
n149,6,3,9,2,8,0,9,6,10,0
n156,6,3,9,2,8,9,9,6,10,0
n155,6,3,9,2,8,9,9,6,10,0
n158,6,3,9,2,8,9,9,6,10,6
n157,6,3,9,2,8,9,9,6,10,6
n162,6,3,9,2,8,9,9,6,10,5
n161,6,3,9,2,8,9,9,6,10,5
n164,6,3,9,2,8,9,9,6,10,8
n163,6,3,9,2,8,9,9,6,10,0
n172,6,0,9,2,8,1,9,6,10,4
n171,6,0,9,2,8,0,9,6,10,4
n174,6,0,9,2,8,0,9,6,10,0
n173,6,0,9,2,8,0,9,6,10,0
n178,6,0,9,2,8,0,9,6,10,8
n177,6,0,9,2,8,0,9,6,10,3
n180,6,0,9,2,8,0,9,6,10,9
n179,6,0,9,2,8,0,9,6,10,0
n186,6,8,9,2,8,6,9,6,10,0
n185,6,8,9,2,8,6,9,6,10,0
n188,6,8,9,2,8,0,9,6,10,0
n187,6,8,9,2,8,0,9,6,10,0
n192,6,0,9,2,8,9,9,6,10,0
n191,6,0,9,2,8,9,9,6,10,10
n194,6,4,9,2,8,0,9,6,10,10
n193,6,4,9,2,8,0,9,6,10,0
n204,1,0,9,2,8,10,9,6,10,0
n203,1,0,9,2,8,0,9,6,10,0
n206,1,0,9,2,8,4,9,6,10,0
n205,1,0,9,2,8,4,9,6,10,0
n210,1,9,9,2,8,10,9,6,10,0
n209,1,9,9,2,8,10,9,6,10,0
n212,1,0,9,2,8,6,9,6,10,0
n211,1,9,9,2,8,0,9,6,10,0
n218,2,6,9,2,8,0,9,6,10,1
n217,2,6,9,2,8,10,9,6,10,1
n220,2,6,9,2,8,7,9,6,10,1
n219,2,6,9,2,8,0,9,6,10,1
