cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n193,1,6,10,2,6,8,10,4,0,3
n204,1,0,7,4,2,8,10,0,2,3
n203,1,0,7,9,2,8,10,0,0,3
n206,1,0,0,0,2,8,10,3,0,3
n205,1,0,0,0,2,8,10,3,0,3
n210,1,0,0,0,2,8,10,0,0,3
n209,1,0,0,0,2,8,10,0,0,3
n212,1,4,0,1,2,8,10,0,8,3
n211,1,0,0,1,2,8,10,0,8,3
n218,1,9,1,0,2,8,10,0,0,3
n217,1,9,8,0,2,8,10,0,0,3
n220,1,9,0,0,2,8,10,0,0,3
n219,1,9,3,0,2,8,10,0,0,3
n224,1,0,0,0,2,8,10,10,0,3
n223,1,0,0,0,2,8,10,10,0,3
n226,1,0,0,0,2,8,10,10,0,3
n225,1,0,0,0,2,8,10,10,0,3
n234,1,5,0,10,4,8,10,3,6,3
n233,1,5,0,10,4,8,10,3,6,3
n236,1,0,1,7,4,8,10,3,6,3
n235,1,0,1,7,4,8,10,3,6,3
n240,1,0,6,0,4,8,10,3,6,3
n239,1,6,0,0,4,8,10,3,6,3
n242,1,0,7,0,4,8,10,3,6,3
n241,1,0,0,0,4,8,10,3,6,3
n248,1,0,4,0,10,8,10,1,6,3
n247,1,0,4,0,10,8,10,1,6,3
n250,1,4,4,0,0,8,10,1,6,3
n249,1,0,4,0,0,8,10,1,6,3
n254,1,7,4,10,3,8,10,1,6,3
n253,1,7,4,10,0,8,10,1,6,3
n256,1,7,4,0,0,8,10,1,6,3
n255,1,7,4,0,0,8,10,1,6,3
n270,1,7,2,7,6,10,0,2,2,3
n269,1,7,2,7,6,10,7,2,2,3
n272,1,7,2,7,6,10,0,2,2,3
n271,1,7,2,7,6,10,0,2,2,3
n276,1,7,2,7,6,0,0,2,2,3
n275,1,7,2,7,6,0,0,2,2,3
n278,1,7,2,7,6,0,0,2,2,3
n277,1,7,2,7,6,0,0,2,2,3
n284,1,7,2,7,6,1,4,2,2,3
n283,1,7,2,7,6,1,0,2,2,3
n286,1,7,2,7,6,0,0,2,2,3
n285,1,7,2,7,6,0,0,2,2,3
n290,1,7,2,7,6,5,10,2,2,3
n289,1,7,2,7,6,5,10,2,2,3
n292,1,7,2,7,6,6,10,2,2,3
n291,1,7,2,7,6,0,10,2,2,3
n300,1,7,2,7,6,0,0,2,2,3
n299,1,7,2,7,6,0,9,2,2,3
n302,1,7,2,7,6,0,7,2,2,3
n301,1,7,2,7,6,5,9,2,2,3
n306,1,7,2,7,6,10,0,2,2,3
n305,1,7,2,7,6,0,0,2,2,3
n308,1,7,2,7,6,0,0,2,2,3
n307,1,7,2,7,6,0,0,2,2,3
n314,1,7,2,7,6,8,5,2,2,3
n313,1,7,2,7,6,8,5,2,2,3
n316,1,7,2,7,6,8,5,2,2,3
n315,1,7,2,7,6,8,5,2,2,3
n320,1,7,2,7,6,8,5,2,2,3
n319,1,7,2,7,6,8,5,2,2,3
n322,1,7,2,7,6,8,5,2,2,3
n321,1,7,2,7,6,8,5,2,2,3
n332,1,7,0,6,3,3,10,2,6,3
n331,1,7,0,4,3,3,10,2,6,3
n334,1,7,0,0,3,3,10,2,6,3
n333,1,7,0,0,3,3,10,2,6,3
n338,1,7,5,0,3,4,10,2,6,3
n337,1,7,1,5,3,4,10,2,6,3
n340,1,7,0,0,3,0,10,2,6,3
n339,1,7,0,0,3,0,10,2,6,3
n346,1,7,3,10,3,6,10,2,9,3
n345,1,7,3,0,3,9,10,2,9,3
n348,1,7,0,6,3,6,10,2,6,3
n347,1,7,0,0,3,6,10,2,6,3
n352,1,7,3,0,3,0,10,2,9,3
n351,1,7,3,1,3,0,10,2,9,3
n354,1,7,0,1,3,0,10,2,0,3
n353,1,7,0,0,3,9,10,2,0,3
n362,1,7,2,7,6,7,9,2,8,3
n361,1,7,0,7,6,6,9,2,8,3
n364,1,7,0,7,6,0,9,2,8,3
n363,1,7,0,7,6,0,9,2,8,3
n368,1,7,0,7,6,0,9,2,8,3
n367,1,7,0,7,6,0,9,2,8,3
n370,1,7,2,7,6,0,9,2,8,3
n369,1,7,2,7,6,5,9,2,8,3
n376,1,7,0,7,6,5,9,2,8,3
n375,1,7,0,7,6,5,9,2,8,3
n378,1,7,0,0,6,5,9,2,8,3
n377,1,7,0,0,6,5,9,2,8,3
n382,1,7,0,0,6,5,9,2,8,3
n381,1,7,0,0,6,5,9,2,8,3
n384,1,7,0,9,6,5,9,2,8,3
n383,1,7,0,9,6,5,9,2,8,3
n396,1,7,6,2,0,8,9,2,0,3
n395,1,7,6,2,0,8,9,2,0,3
n398,1,7,6,2,0,8,9,2,0,3
n397,1,7,6,2,0,8,9,2,3,3
n402,1,7,6,2,8,8,9,2,8,3
n401,1,7,6,2,0,8,9,2,8,3
n404,1,7,6,2,0,8,9,2,0,3
n403,1,7,6,2,0,8,9,2,0,3
n410,1,7,6,2,1,9,9,2,3,3
n409,1,7,6,2,1,9,9,2,3,3
n412,1,7,6,2,1,4,9,2,3,3
n411,1,7,6,2,1,4,9,2,3,3
n416,1,7,6,2,0,0,9,2,0,3
n415,1,7,6,2,1,0,9,2,0,3
n418,1,7,6,2,0,0,9,2,0,3
n417,1,7,6,2,0,0,9,2,0,3
n426,1,7,6,2,0,0,9,2,0,3
n425,1,7,6,2,0,10,9,2,0,3
n428,1,7,6,2,0,10,9,2,1,3
n427,1,7,6,2,0,10,9,2,0,3
n432,1,7,6,2,5,0,0,2,0,3
n431,1,7,6,2,5,0,0,2,0,3
n434,1,7,6,2,5,3,8,2,8,3
n433,1,7,6,2,5,3,2,2,8,3
n440,1,7,6,2,0,9,1,2,1,3
n439,1,7,6,2,0,9,1,2,1,3
n442,1,7,6,2,0,9,1,2,1,3
n441,1,7,6,2,0,9,1,2,1,3
n446,1,7,6,2,0,1,8,2,1,3
n445,1,7,6,2,0,0,8,2,1,3
n448,1,7,6,2,0,0,8,2,1,3
n447,1,7,6,2,0,8,8,2,1,3
n458,1,7,6,2,6,0,6,2,10,3
n457,1,7,6,2,6,5,6,2,10,3
n460,1,7,6,2,6,7,0,2,10,3
n459,1,7,6,2,6,0,6,2,10,3
n464,1,7,6,2,6,0,0,2,10,3
n463,1,7,6,2,6,0,0,2,10,3
n466,1,7,6,2,6,0,0,2,10,3
n465,1,7,6,2,6,0,0,2,10,3
n472,1,7,6,2,6,3,8,2,10,3
n471,1,7,6,2,6,3,8,2,10,3
n474,1,7,6,2,6,0,8,2,10,3
n473,1,7,6,2,6,0,8,2,10,3
n478,1,7,6,2,6,9,8,2,10,3
n477,1,7,6,2,6,9,8,2,10,3
n480,1,7,6,2,6,9,8,2,10,3
n479,1,7,6,2,6,9,8,2,10,3
n488,1,7,6,2,6,2,0,2,5,3
n487,1,7,6,2,6,2,0,2,0,3
n490,1,7,6,2,6,2,0,2,0,3
n489,1,7,6,2,6,2,0,2,0,3
n494,1,7,6,2,6,0,10,2,6,3
n493,1,7,6,2,6,0,10,2,6,3
n496,1,7,6,2,6,0,6,2,6,3
n495,1,7,6,2,6,6,0,2,6,3
n502,1,7,6,2,6,0,9,2,0,3
n501,1,7,6,2,6,0,9,2,0,3
n504,1,7,6,2,6,10,9,2,0,3
n503,1,7,6,2,6,0,9,2,0,3
n508,1,7,6,2,6,9,9,2,0,3
n507,1,7,6,2,6,9,9,2,7,3
n510,1,7,6,2,6,9,9,2,0,3
n509,1,7,6,2,6,9,9,2,0,3
