cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n116,8,2,0,1,2,8,1,10,6,9
n115,8,2,0,1,2,8,1,0,0,9
n122,8,2,0,1,2,8,1,9,6,9
n121,8,2,0,1,2,8,1,9,6,9
n124,8,2,0,1,2,8,1,9,6,9
n123,8,2,0,1,2,8,1,9,6,9
n128,8,2,0,1,2,8,1,5,5,9
n127,8,2,0,1,2,8,1,5,0,9
n130,8,2,0,1,2,8,1,5,0,9
n129,8,2,0,1,2,8,1,5,0,9
n142,8,2,0,2,9,8,5,0,9,9
n141,8,2,0,2,9,8,5,0,9,9
n144,8,2,6,2,0,8,5,0,5,9
n143,8,2,0,2,0,8,5,0,5,9
n148,8,2,9,2,3,8,5,0,0,9
n147,8,2,9,2,3,8,5,0,0,9
n150,8,2,9,2,3,8,5,0,6,9
n149,8,2,9,2,3,8,5,0,0,9
n156,8,2,5,2,0,8,5,6,0,9
n155,8,2,5,2,2,8,5,6,0,9
n158,8,2,5,2,0,8,5,6,2,9
n157,8,2,5,2,0,8,5,6,0,9
n162,8,2,10,2,2,8,5,0,4,9
n161,8,2,3,2,2,8,5,0,4,9
n164,8,2,0,2,2,8,5,8,4,9
n163,8,2,9,2,2,8,5,8,4,9
n172,8,2,9,2,10,8,10,0,6,9
n171,8,2,9,2,10,8,10,0,6,9
n174,8,2,9,2,10,8,10,0,6,9
n173,8,2,9,2,10,8,10,0,6,9
n178,8,2,9,2,0,8,7,4,6,9
n177,8,2,9,2,0,8,7,4,6,9
n180,8,2,9,2,0,8,0,0,6,9
n179,8,2,9,2,0,8,0,0,6,9
n186,8,2,9,2,0,8,10,4,6,9
n185,8,2,9,2,0,8,10,4,6,9
n188,8,2,9,2,0,8,10,4,6,9
n187,8,2,9,2,0,8,10,4,6,9
n192,8,2,9,2,0,8,4,0,6,9
n191,8,2,9,2,0,8,4,0,6,9
n194,8,2,9,2,0,8,0,1,6,9
n193,8,2,9,2,0,8,7,0,6,9
n204,8,2,10,3,4,8,0,6,3,9
n203,8,2,10,3,4,8,7,6,3,9
n206,8,2,10,0,4,8,0,6,0,9
n205,8,2,10,0,4,8,0,6,8,9
n210,8,2,10,0,0,8,0,6,2,9
n209,8,2,10,0,4,8,0,6,2,9
n212,8,2,10,0,0,8,10,6,2,9
n211,8,2,10,7,0,8,10,6,2,9
n218,8,2,10,1,7,8,8,0,0,9
n217,8,2,10,1,7,8,8,0,0,9
n220,8,2,10,10,7,8,8,0,1,9
n219,8,2,10,10,7,8,8,0,0,9
n224,8,2,10,1,0,8,4,6,7,9
n223,8,2,10,1,0,8,4,6,0,9
n226,8,2,10,0,0,8,4,6,1,9
n225,8,2,10,9,0,8,4,6,1,9
n234,8,2,10,7,0,8,0,0,0,9
n233,8,2,10,7,0,8,1,1,0,9
n236,8,2,10,7,7,8,5,4,2,9
n235,8,2,10,7,0,8,5,0,2,9
n240,8,2,10,0,5,8,0,0,0,9
n239,8,2,10,0,5,8,0,0,1,9
n242,8,2,10,0,5,8,4,0,3,9
n241,8,2,10,0,5,8,0,4,3,9
n248,8,2,10,0,7,8,0,8,0,9
n247,8,2,10,0,7,8,0,8,0,9
n250,8,2,10,0,7,8,7,8,0,9
n249,8,2,10,0,7,8,7,8,0,9
n254,8,2,10,1,0,8,5,8,0,9
n253,8,2,10,1,0,8,5,8,0,9
n256,8,2,10,1,0,8,5,8,0,9
n255,8,2,10,1,8,8,5,8,0,9
n270,3,6,5,1,0,8,3,7,3,9
n269,3,6,5,1,9,8,3,7,3,9
n272,3,6,5,1,5,8,3,7,3,9
n271,3,6,5,1,5,8,3,7,3,9
n276,3,0,5,1,10,8,3,7,3,9
n275,3,0,5,1,0,8,3,7,3,9
n278,3,9,5,1,0,8,3,7,3,9
n277,3,9,5,1,0,8,3,7,3,9
n284,3,0,5,1,2,8,10,7,3,9
n283,3,0,5,1,2,8,0,7,3,9
n286,3,0,5,1,2,8,0,7,3,9
n285,3,0,5,1,2,8,0,7,3,9
n290,3,4,5,1,2,8,9,7,3,9
n289,3,4,5,1,2,8,9,7,3,9
n292,3,4,5,1,2,8,9,7,3,9
n291,3,4,5,1,2,8,9,7,3,9
n300,0,0,5,1,0,8,4,7,5,9
n299,0,0,5,1,0,8,4,7,5,9
n302,1,0,5,1,0,8,10,7,0,9
n301,0,0,5,1,0,8,0,7,0,9
n306,0,0,5,1,0,8,0,7,1,9
n305,0,0,5,1,2,8,7,7,0,9
n308,0,5,5,1,0,8,0,7,4,9
n307,0,0,5,1,0,8,0,7,4,9
n314,0,0,5,1,5,8,7,7,0,9
n313,0,5,5,1,5,8,0,7,0,9
n316,0,0,5,1,5,8,0,7,0,9
n315,0,9,5,1,5,8,5,7,0,9
n320,0,8,5,1,0,8,0,7,0,9
n319,0,0,5,1,0,8,3,7,8,9
n322,0,0,5,1,7,8,0,7,0,9
n321,0,0,5,1,0,8,0,7,0,9
n332,10,0,3,7,0,8,4,7,1,9
n331,10,0,3,7,0,8,4,7,1,9
n334,10,0,3,7,0,8,4,7,1,9
n333,10,0,3,7,0,8,4,7,1,9
n338,10,9,3,7,0,8,4,7,1,9
n337,10,9,3,7,1,8,4,7,1,9
n340,10,9,3,7,0,8,4,7,1,9
n339,10,9,3,7,0,8,4,7,1,9
n346,10,0,3,7,0,8,0,7,0,9
n345,10,0,3,7,0,8,0,7,0,9
n348,10,0,3,7,2,8,0,7,10,9
n347,10,0,3,7,0,8,0,7,10,9
n352,10,0,3,7,0,8,10,7,0,9
n351,10,0,3,7,0,8,10,7,0,9
n354,10,0,3,7,0,8,0,7,0,9
n353,10,0,3,7,0,8,0,7,0,9
n362,10,0,0,7,7,8,5,7,1,9
n361,10,0,0,7,7,8,5,7,1,9
n364,10,0,0,7,7,8,0,7,1,9
n363,10,0,0,7,7,8,0,7,1,9
n368,10,10,0,7,2,8,10,7,1,9
n367,10,10,0,7,1,8,10,7,1,9
n370,10,2,2,7,3,8,10,7,1,9
n369,10,5,2,7,3,8,10,7,1,9
n376,10,0,6,7,8,8,0,7,1,9
n375,10,0,6,7,8,8,0,7,1,9
n378,10,2,6,7,8,8,7,7,1,9
n377,10,0,6,7,8,8,0,7,1,9
n382,10,4,6,7,8,8,7,7,1,9
n381,10,0,6,7,8,8,7,7,1,9
n384,10,0,6,7,8,8,0,7,1,9
n383,10,0,6,7,8,8,0,7,1,9
n396,0,9,0,7,0,8,7,0,4,9
n395,0,9,10,7,0,8,7,3,4,9
n398,0,9,0,7,6,8,7,0,4,9
n397,0,9,0,7,0,8,7,8,4,9
n402,0,9,5,0,9,8,7,0,4,9
n401,0,9,5,0,9,8,7,0,4,9
n404,0,9,5,7,5,8,7,6,4,9
n403,0,9,5,0,5,8,7,0,4,9
n410,0,9,0,4,0,8,5,0,4,9
n409,0,9,0,4,0,8,5,0,4,9
n412,0,9,0,4,0,8,7,10,4,9
n411,0,9,8,4,0,8,0,6,4,9
n416,0,9,0,4,6,8,0,0,4,9
n415,0,9,7,4,6,8,5,0,4,9
n418,0,9,0,4,6,8,0,1,4,9
n417,7,9,0,4,6,8,9,0,4,9
n426,0,6,0,7,0,8,0,7,1,9
n425,0,6,0,7,9,8,0,7,0,9
n428,5,6,0,7,2,8,0,7,0,9
n427,0,6,0,7,2,8,0,7,5,9
n432,9,6,0,7,0,8,0,7,0,9
n431,0,6,5,7,0,8,0,7,0,9
n434,0,6,0,7,0,8,0,7,0,9
n433,0,6,0,7,0,8,1,7,0,9
n440,0,0,6,7,7,8,6,7,10,9
n439,0,0,6,7,7,8,6,7,10,9
n442,0,0,0,7,0,8,6,7,10,9
n441,0,9,0,7,0,8,6,7,10,9
n446,0,0,8,7,2,8,9,7,0,9
n445,0,0,8,7,2,8,9,7,0,9
n448,0,0,8,7,0,8,0,7,0,9
n447,0,1,8,7,0,8,0,7,0,9
n458,3,9,0,9,9,8,2,0,0,9
n457,3,9,0,9,9,8,2,0,0,9
n460,3,9,0,9,9,8,2,0,0,9
n459,3,9,0,9,9,8,2,5,0,9
n464,3,9,0,9,9,8,0,10,2,9
n463,3,9,0,9,9,8,0,10,2,9
n466,3,9,0,9,9,8,8,10,2,9
n465,3,9,0,9,9,8,8,10,2,9
n472,3,0,0,9,9,8,5,0,2,9
n471,3,0,0,9,9,8,5,0,2,9
n474,3,7,0,9,9,8,5,0,2,9
n473,3,7,0,9,9,8,5,0,2,9
n478,3,2,0,9,9,8,5,10,5,9
n477,3,2,0,9,9,8,5,10,5,9
n480,3,0,0,9,9,8,5,10,5,9
n479,3,0,9,9,9,8,5,10,5,9
n488,0,8,10,1,1,8,7,0,0,9
n487,0,8,10,1,1,8,7,0,0,9
n490,0,8,10,0,1,8,7,10,0,9
n489,0,8,10,0,1,8,7,0,0,9
n494,5,8,10,0,1,8,7,3,2,9
n493,5,8,10,0,1,8,7,3,2,9
n496,5,8,10,0,1,8,7,0,0,9
n495,5,8,10,0,1,8,7,0,0,9
n502,5,8,6,5,1,8,5,6,0,9
n501,5,8,0,5,1,8,5,6,0,9
n504,5,8,1,5,1,8,5,6,0,9
n503,5,8,0,5,1,8,5,6,0,9
n508,5,8,0,5,1,8,2,6,1,9
n507,5,8,0,5,1,8,2,6,1,9
n510,5,8,0,5,1,8,2,6,8,9
n509,5,8,0,5,1,8,2,6,8,9
