cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,8,2,3,1,2,8,1,0,1,9
n15,8,2,3,1,2,8,1,0,1,9
n18,8,2,10,1,2,8,1,1,1,9
n17,8,2,0,1,2,8,1,1,1,9
n22,8,2,0,1,2,8,1,3,1,9
n21,8,2,0,1,2,8,1,3,1,9
n24,8,2,4,1,2,8,1,0,1,9
n23,8,2,4,1,2,8,1,0,1,9
n30,8,2,0,1,2,8,1,0,2,9
n29,8,2,0,1,2,8,1,0,2,9
n32,8,2,0,1,2,8,1,0,6,9
n31,8,2,0,1,2,8,1,0,6,9
n36,8,2,0,1,2,8,1,0,10,9
n35,8,2,0,1,2,8,1,3,1,9
n38,8,2,0,1,2,8,1,0,0,9
n37,8,2,0,1,2,8,1,0,0,9
n46,8,2,10,1,2,8,1,4,5,9
n45,8,2,10,1,2,8,1,4,5,9
n48,8,2,10,1,2,8,1,4,5,9
n47,8,2,10,1,2,8,1,4,5,9
n52,8,2,10,1,2,8,1,9,5,9
n51,8,2,10,1,2,8,1,9,5,9
n54,8,2,10,1,2,8,1,0,5,9
n53,8,2,10,1,2,8,1,3,5,9
n60,8,2,10,1,2,8,1,3,5,9
n59,8,2,10,1,2,8,1,3,5,9
n62,8,2,10,1,2,8,1,3,5,9
n61,8,2,10,1,2,8,1,3,5,9
n66,8,2,10,1,2,8,1,2,5,9
n65,8,2,10,1,2,8,1,2,5,9
n68,8,2,10,1,2,8,1,0,5,9
n67,8,2,10,1,2,8,1,0,5,9
n78,8,2,4,1,2,8,1,9,9,9
n77,8,2,0,1,2,8,1,9,9,9
n80,8,2,0,1,2,8,1,9,9,9
n79,8,2,0,1,2,8,1,9,9,9
n84,8,2,0,1,2,8,1,9,9,9
n83,8,2,6,1,2,8,1,9,9,9
n86,8,2,0,1,2,8,1,9,9,9
n85,8,2,0,1,2,8,1,9,9,9
n92,8,2,3,1,2,8,1,9,9,9
n91,8,2,3,1,2,8,1,9,9,9
n94,8,2,8,1,2,8,1,9,9,9
n93,8,2,8,1,2,8,1,9,9,9
n98,8,2,0,1,2,8,1,9,7,9
n97,8,2,10,1,2,8,1,9,7,9
n100,8,2,0,1,2,8,1,9,0,9
n99,8,2,0,1,2,8,1,9,0,9
n108,8,2,4,1,2,8,1,2,4,9
n107,8,2,4,1,2,8,1,2,4,9
n110,8,2,4,1,2,8,1,0,0,9
n109,8,2,4,1,2,8,1,0,10,9
n114,8,2,0,1,2,8,1,0,0,9
n113,8,2,0,1,2,8,1,0,0,9
