cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n240,7,8,1,8,9,6,6,1,9,0
n239,7,8,0,8,9,6,7,1,9,0
n242,7,8,0,8,9,6,0,1,9,0
n241,7,8,0,8,9,6,0,1,9,0
n248,7,8,6,8,9,6,5,1,9,7
n247,7,8,6,8,9,6,5,1,9,7
n250,7,8,6,8,0,6,5,1,9,7
n249,7,8,6,8,0,6,5,1,9,7
n254,7,8,6,8,0,6,0,1,9,7
n253,7,8,6,8,0,6,0,1,9,7
n256,7,8,6,8,5,6,0,1,9,7
n255,7,8,6,8,5,6,8,1,9,7
n270,4,8,6,2,8,7,6,0,7,5
n269,4,8,6,2,8,7,6,0,7,5
n272,4,0,6,2,8,7,0,0,7,5
n271,4,2,6,2,8,7,0,0,7,5
n276,4,0,6,2,8,7,8,0,7,5
n275,4,0,6,2,8,7,8,0,7,5
n278,4,0,6,2,8,7,8,4,7,5
n277,4,0,6,2,8,7,8,0,7,5
n284,9,10,6,2,8,7,10,0,7,5
n283,9,10,6,2,8,7,10,0,7,5
n286,9,10,6,2,8,7,0,3,7,5
n285,9,10,6,2,8,7,0,3,7,5
n290,9,10,6,2,8,7,4,0,7,5
n289,9,10,6,2,8,7,4,0,7,5
n292,9,10,6,2,8,7,0,2,7,5
n291,9,10,6,2,8,7,0,2,7,5
n300,7,4,6,2,8,7,1,3,7,5
n299,7,4,6,2,8,7,1,3,7,5
n302,7,4,6,2,8,7,1,0,7,5
n301,7,4,6,2,8,7,1,0,7,5
n306,7,4,6,2,8,7,1,0,7,5
n305,7,4,6,2,8,7,1,0,7,5
n308,7,4,6,2,8,7,1,0,7,5
n307,7,4,6,2,8,7,1,0,7,5
n314,7,4,6,1,8,7,1,3,7,5
n313,7,4,6,1,8,7,1,3,7,5
n316,7,4,6,1,8,7,1,3,7,5
n315,7,4,6,1,8,7,1,3,7,5
n320,7,4,6,1,8,7,6,3,7,5
n319,7,4,6,1,8,7,6,3,7,5
n322,7,4,6,1,8,7,6,3,7,5
n321,7,4,6,1,8,7,6,3,7,5
n332,8,3,6,5,8,7,1,10,7,5
n331,8,3,6,5,8,7,0,10,7,5
n334,8,3,6,7,8,7,0,0,7,5
n333,8,3,6,7,8,7,0,0,7,5
n338,8,3,0,3,8,7,6,7,7,5
n337,8,3,0,3,8,7,6,0,7,5
n340,8,3,5,3,8,7,0,0,7,5
n339,8,3,0,3,8,7,0,0,7,5
n346,8,3,0,0,8,7,4,4,7,5
n345,8,3,0,0,8,7,4,4,7,5
n348,8,3,0,0,8,7,4,4,7,5
n347,8,3,0,0,8,7,4,4,7,5
n352,8,3,8,9,8,7,4,0,7,5
n351,8,3,0,9,8,7,4,4,7,5
n354,8,3,7,9,8,7,4,0,7,5
n353,8,3,0,9,8,7,4,6,7,5
n362,8,3,0,1,8,7,6,7,7,5
n361,8,3,0,1,8,7,0,0,7,5
n364,8,3,7,1,8,7,2,9,7,5
n363,8,3,7,1,8,7,2,0,7,5
n368,8,3,0,0,8,7,0,10,7,5
n367,8,3,0,0,8,7,0,0,7,5
n370,8,3,0,5,8,7,0,0,7,5
n369,8,3,0,0,8,7,0,0,7,5
n376,8,3,7,9,8,7,4,0,7,5
n375,8,3,7,9,8,7,4,0,7,5
n378,8,3,7,9,8,7,4,0,7,5
n377,8,3,7,9,8,7,4,0,7,5
n382,8,3,0,9,8,7,10,5,7,5
n381,8,3,0,9,8,7,10,10,7,5
n384,8,3,0,9,8,7,8,0,7,5
n383,8,3,1,9,8,7,0,0,7,5
n396,10,3,7,9,1,5,1,10,1,0
n395,10,3,7,9,1,5,1,10,1,0
n398,10,3,7,9,1,5,1,10,1,0
n397,10,3,7,9,1,5,1,10,1,0
n402,10,3,7,9,1,5,1,0,1,1
n401,10,3,7,9,1,5,1,0,1,1
n404,10,3,7,9,1,5,1,0,1,1
n403,10,3,7,9,1,5,1,2,1,1
n410,8,3,7,9,1,5,1,0,1,0
n409,8,3,7,9,1,5,1,0,1,0
n412,8,3,7,9,1,5,1,3,1,0
n411,8,3,7,9,1,5,1,3,1,0
n416,8,3,7,9,1,5,1,0,1,0
n415,8,3,7,9,1,5,1,0,1,0
n418,8,3,7,9,1,5,1,0,1,8
n417,8,3,7,9,1,5,1,0,1,8
n426,10,4,5,0,1,5,0,6,1,0
n425,10,4,5,0,1,5,0,6,1,0
n428,10,4,5,0,1,5,0,6,1,5
n427,10,4,5,0,1,5,9,6,1,5
n432,10,0,5,3,1,5,0,6,1,10
n431,10,1,5,3,1,5,0,6,1,0
n434,10,0,5,7,1,5,3,6,1,0
n433,10,0,5,1,1,5,3,6,1,0
n440,10,3,9,7,1,5,0,6,1,3
n439,10,3,9,7,1,5,0,6,1,3
n442,10,3,9,7,1,5,0,6,1,3
n441,10,3,9,7,1,5,8,6,1,3
n446,10,1,9,7,1,5,0,6,1,3
n445,10,1,9,7,1,5,0,6,1,3
n448,10,0,9,7,1,5,0,6,1,3
n447,10,0,9,7,1,5,0,6,1,3
n458,2,0,0,0,1,5,0,3,8,5
n457,2,8,8,0,1,5,0,3,0,5
n460,2,0,0,0,1,5,0,3,0,0
n459,2,0,0,0,1,5,0,3,0,4
n464,2,0,8,6,1,5,1,3,0,3
n463,2,0,7,0,1,5,0,3,0,3
n466,2,0,0,0,1,5,0,3,0,0
n465,2,0,0,0,1,5,7,3,0,10
n472,2,10,0,0,1,5,5,0,0,7
n471,2,10,0,1,1,5,5,0,0,7
n474,2,10,0,0,1,5,5,0,0,7
n473,2,10,0,0,1,5,5,0,0,7
n478,2,0,2,8,1,5,5,6,6,8
n477,2,0,9,8,1,5,5,6,0,8
n480,2,0,0,10,1,5,5,0,7,8
n479,2,0,0,10,1,5,5,0,7,8
n488,0,4,4,0,1,5,0,0,0,3
n487,0,4,4,0,1,5,0,0,5,3
n490,0,4,4,8,1,5,0,0,0,0
n489,0,4,4,0,1,5,0,0,0,0
n494,0,4,4,0,1,5,0,0,0,0
n493,0,4,4,0,1,5,0,0,0,0
n496,0,4,4,9,1,5,0,0,0,0
n495,0,4,4,0,1,5,4,0,0,0
n502,0,4,4,7,1,5,8,10,0,1
n501,3,4,4,0,1,5,8,10,0,1
n504,0,4,4,4,1,5,0,10,0,1
n503,0,4,4,0,1,5,0,10,0,1
n508,8,4,4,0,1,5,0,10,9,1
n507,8,4,4,6,1,5,0,10,9,1
n510,8,4,4,0,1,5,0,10,9,1
n509,8,4,4,0,1,5,0,10,9,1
