cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,3,8,3,10,0,6,1,1,8,8
n15,3,8,3,0,0,6,1,1,8,8
n18,3,8,0,0,0,6,1,1,8,8
n17,3,8,0,1,0,6,1,1,8,8
n22,3,8,2,0,0,6,1,1,8,8
n21,3,8,2,0,0,6,1,1,8,8
n24,3,8,2,0,0,6,1,1,8,8
n23,3,8,2,0,0,6,1,1,8,8
n30,3,8,6,6,0,6,1,1,8,8
n29,3,8,6,6,0,6,1,1,8,8
n32,3,8,6,6,0,6,1,1,8,8
n31,3,8,6,6,0,6,1,1,8,8
n36,3,8,0,6,0,6,1,1,8,8
n35,3,8,1,6,0,6,1,1,8,8
n38,3,8,9,6,10,6,1,1,8,8
n37,3,8,0,6,10,6,1,1,8,8
n46,3,8,10,0,0,6,9,1,8,8
n45,3,8,10,0,0,6,9,1,8,8
n48,3,8,10,0,8,6,9,1,8,8
n47,3,8,10,0,8,6,9,1,8,8
n52,3,8,10,4,2,6,9,1,8,8
n51,3,8,10,4,2,6,9,1,8,8
n54,3,8,10,4,2,6,9,1,8,8
n53,3,8,10,4,2,6,9,1,8,8
n60,3,8,9,7,0,6,9,1,8,8
n59,3,8,9,7,0,6,9,1,8,8
n62,3,8,9,7,3,6,9,1,8,8
n61,3,8,9,7,1,6,9,1,8,8
n66,3,8,9,0,0,6,9,1,8,8
n65,3,8,9,0,0,6,9,1,8,8
n68,3,8,9,0,0,6,9,1,8,8
n67,3,8,9,0,0,6,9,1,8,8
n78,3,8,10,1,0,6,0,1,10,8
n77,3,8,10,1,0,6,7,1,10,8
n80,3,8,10,1,0,6,8,1,10,8
n79,3,8,10,1,4,6,8,1,10,8
n84,3,8,10,1,0,6,2,1,10,8
n83,3,8,10,1,0,6,2,1,10,8
n86,3,8,10,1,0,6,2,1,10,8
n85,3,8,10,1,0,6,2,1,10,8
n92,3,8,10,1,0,6,0,1,7,8
n91,3,8,10,1,0,6,10,1,0,8
n94,3,8,10,1,7,6,0,1,8,8
n93,3,8,10,1,7,6,0,1,10,8
n98,3,8,10,1,0,6,3,1,5,8
n97,3,8,10,1,4,6,3,1,5,8
n100,3,8,10,1,0,6,3,1,5,8
n99,3,8,10,1,5,6,3,1,5,8
n108,3,8,8,1,5,6,3,1,3,8
n107,3,8,8,1,5,6,3,1,3,8
n110,3,8,0,1,0,6,3,1,3,8
n109,3,8,10,1,0,6,3,1,3,8
n114,3,8,7,1,6,6,0,1,0,8
n113,3,8,7,1,6,6,0,1,0,8
n116,3,8,0,1,6,6,0,1,0,8
n115,3,8,0,1,6,6,0,1,8,8
n122,3,8,0,1,7,6,9,1,0,8
n121,3,8,0,1,7,6,9,1,5,8
n124,3,8,0,1,7,6,9,1,4,8
n123,3,8,10,1,7,6,9,1,0,8
n128,3,8,0,1,9,6,9,1,6,8
n127,3,8,0,1,9,6,9,1,6,8
n130,3,8,0,1,9,6,9,1,6,8
n129,3,8,6,1,9,6,9,1,6,8
n142,6,8,0,4,5,6,7,0,9,0
n141,6,8,0,4,5,6,7,0,9,0
n144,6,8,4,4,5,6,7,10,9,0
n143,6,8,0,4,5,6,7,10,9,6
n148,6,8,0,4,5,6,7,9,9,7
n147,6,8,0,4,5,6,7,9,9,7
n150,6,8,0,4,5,6,7,9,9,7
n149,6,8,0,4,5,6,7,9,9,7
n156,6,8,1,4,0,6,0,2,9,0
n155,6,8,1,4,0,6,0,0,9,0
n158,6,8,0,4,3,6,0,0,9,6
n157,6,8,0,4,3,6,7,0,9,6
n162,6,8,0,4,0,6,0,6,9,0
n161,6,8,0,4,0,6,0,9,9,3
n164,6,8,0,4,8,6,0,0,9,10
n163,6,8,6,4,8,6,0,0,9,10
n172,6,8,7,4,0,6,0,5,9,8
n171,6,8,7,4,0,6,0,5,9,8
n174,6,8,7,4,0,6,0,5,9,8
n173,6,8,7,4,9,6,0,5,9,8
n178,6,8,7,4,0,6,0,5,9,8
n177,6,8,7,4,0,6,0,5,9,8
n180,6,8,7,4,2,6,3,5,9,8
n179,6,8,7,4,2,6,0,5,9,8
n186,6,8,6,4,9,6,1,5,9,8
n185,6,8,6,4,0,6,0,5,9,8
n188,6,8,6,4,9,6,2,5,9,8
n187,6,8,6,4,0,6,0,5,9,8
n192,6,8,6,4,10,6,0,5,9,8
n191,6,8,6,4,10,6,0,5,9,8
n194,6,8,6,4,10,6,7,5,9,8
n193,6,8,6,4,10,6,0,5,9,8
n204,7,8,8,8,5,6,2,4,9,10
n203,7,8,8,8,5,6,2,4,9,10
n206,7,8,8,8,6,6,2,0,9,10
n205,7,8,8,8,0,6,2,0,9,10
n210,7,8,8,8,7,6,2,4,9,10
n209,7,8,8,8,0,6,2,9,9,10
n212,7,8,8,8,6,6,2,0,9,10
n211,7,8,8,8,0,6,2,0,9,10
n218,7,8,2,8,5,6,0,0,9,10
n217,7,8,2,8,5,6,0,0,9,10
n220,7,8,2,8,5,6,0,0,9,10
n219,7,8,2,8,5,6,0,0,9,10
n224,7,8,2,8,2,6,0,10,9,10
n223,7,8,2,8,2,6,0,5,9,10
n226,7,8,2,8,2,6,7,9,9,10
n225,7,8,2,8,2,6,0,0,9,10
n234,7,8,5,8,0,6,0,1,9,8
n233,7,8,5,8,3,6,0,1,9,0
n236,7,8,5,8,0,6,8,1,9,0
n235,7,8,5,8,0,6,8,1,9,0
