cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,8,6,7,8,3,9,0,6,10,6
n15,8,6,7,8,3,9,0,6,10,6
n18,8,6,7,8,3,9,0,6,10,0
n17,8,6,7,8,3,9,0,6,10,0
n22,8,6,7,8,3,9,3,6,10,5
n21,8,6,7,8,3,9,0,6,10,5
n24,8,6,7,8,3,9,0,6,10,0
n23,8,6,7,8,3,9,0,6,10,0
n30,8,6,7,8,3,9,0,10,10,6
n29,8,6,7,8,3,9,0,10,10,6
n32,8,6,7,8,3,9,0,10,10,6
n31,8,6,7,8,3,9,0,10,10,6
n36,8,6,7,8,3,9,0,10,10,6
n35,8,6,7,8,3,9,1,10,10,6
n38,8,6,7,8,3,9,5,10,10,6
n37,8,6,7,8,3,9,0,10,10,6
n46,8,6,0,8,3,0,4,0,10,6
n45,8,6,0,8,3,0,4,0,10,6
n48,8,6,4,8,3,4,4,0,10,6
n47,8,6,4,8,3,0,4,6,10,6
n52,8,6,5,8,3,0,0,0,10,6
n51,8,6,5,8,3,0,0,0,10,6
n54,8,6,0,8,3,0,5,0,10,6
n53,8,6,0,8,3,0,0,0,10,6
n60,8,6,3,8,3,0,5,9,10,6
n59,8,6,0,8,3,7,9,9,10,6
n62,8,6,0,8,3,0,0,9,10,6
n61,8,6,0,8,3,0,0,9,10,6
n66,8,6,6,8,3,1,1,9,10,6
n65,8,6,6,8,3,1,0,9,10,6
n68,8,6,6,8,3,1,9,9,10,6
n67,8,6,6,8,3,1,9,9,10,6
n78,8,6,10,8,3,5,0,10,4,0
n77,8,6,10,8,3,5,0,10,2,4
n80,8,6,10,8,3,5,0,10,0,0
n79,8,6,10,8,3,5,0,10,0,0
n84,8,6,10,8,3,5,0,10,5,5
n83,8,6,10,8,3,5,0,10,0,5
n86,8,6,10,8,3,5,0,10,0,2
n85,8,6,10,8,3,5,0,10,0,0
n92,8,6,10,8,3,10,5,10,0,8
n91,8,6,10,8,3,10,5,10,0,8
n94,8,6,10,8,3,10,5,10,0,8
n93,8,6,10,8,3,10,5,10,2,8
n98,8,6,10,8,3,6,2,10,0,8
n97,8,6,10,8,3,0,2,10,0,8
n100,8,6,10,8,3,3,2,10,0,8
n99,8,6,10,8,3,3,2,10,0,8
n108,8,6,10,8,3,0,4,0,6,0
n107,8,6,10,8,3,0,4,0,6,0
n110,8,6,10,8,3,0,0,3,0,0
n109,8,6,10,8,3,5,3,3,0,7
n114,8,6,10,8,3,0,0,0,0,10
n113,8,6,10,8,3,0,0,0,0,0
n116,8,6,10,8,3,0,0,1,0,0
n115,8,6,10,8,3,0,0,0,0,0
n122,8,6,10,8,3,6,4,10,0,9
n121,8,6,10,8,3,6,4,10,0,9
n124,8,6,10,8,3,6,0,10,0,9
n123,8,6,10,8,3,6,0,10,2,9
n128,8,6,10,8,3,6,0,10,3,2
n127,8,6,10,8,3,6,0,10,3,0
n130,8,6,10,8,3,6,0,10,0,0
n129,8,6,10,8,3,6,2,10,0,0
n142,0,6,9,6,3,8,0,0,1,7
n141,0,6,9,0,3,8,9,4,1,7
n144,7,6,9,0,3,8,0,0,1,7
n143,0,6,9,0,3,8,0,0,1,7
n148,7,6,9,1,3,8,0,0,1,7
n147,0,6,9,1,3,8,5,0,1,7
n150,0,6,9,1,3,8,1,0,1,7
n149,0,6,9,1,3,8,1,0,1,7
n156,0,6,9,5,3,8,1,9,0,0
n155,0,6,9,5,3,8,1,0,2,0
n158,8,6,9,5,3,8,0,5,0,0
n157,0,6,9,5,3,8,0,5,0,0
n162,0,6,9,8,3,8,0,0,2,0
n161,0,6,9,0,3,8,0,10,2,0
n164,0,6,9,0,3,8,1,0,9,3
n163,0,6,9,0,3,8,1,2,9,3
n172,4,6,9,0,3,0,3,1,0,7
n171,4,6,9,0,3,0,3,1,0,7
n174,4,6,9,0,3,0,3,1,0,7
n173,4,6,9,0,3,0,3,1,0,7
n178,0,6,9,1,3,0,1,10,0,7
n177,0,6,9,0,3,5,0,10,0,7
n180,0,6,9,1,3,7,0,10,3,7
n179,0,6,9,1,3,7,0,10,0,7
n186,0,6,9,0,3,0,0,0,7,7
n185,0,6,9,0,3,0,0,8,7,7
n188,4,6,9,0,3,0,0,0,7,7
n187,4,6,9,0,3,4,0,0,7,7
n192,0,6,9,0,3,2,0,0,0,7
n191,0,6,9,0,3,0,0,0,0,7
n194,0,6,9,0,3,0,0,0,0,7
n193,0,6,9,0,3,0,4,0,0,7
n204,6,6,0,0,3,1,1,10,4,1
n203,6,6,0,0,3,1,1,10,4,1
n206,0,6,0,5,3,1,1,10,4,1
n205,0,6,0,0,3,1,1,10,4,1
n210,1,6,6,0,3,3,1,10,4,1
n209,1,6,0,0,3,3,1,10,4,1
n212,8,6,5,2,3,4,1,10,4,1
n211,0,6,0,0,3,4,1,10,4,1
n218,0,6,3,1,3,0,1,10,0,1
n217,0,6,3,1,3,0,1,10,0,1
n220,0,6,0,1,3,0,1,10,0,1
n219,0,6,0,1,3,0,1,10,0,1
n224,0,6,0,7,3,2,1,10,0,1
n223,5,6,0,7,3,2,1,10,0,1
n226,0,6,1,7,3,2,1,10,0,1
n225,0,6,1,7,3,2,1,10,1,1
n234,2,6,4,0,3,0,1,0,2,0
n233,2,6,4,0,3,4,1,0,2,7
n236,2,6,4,9,3,0,1,8,2,0
n235,2,6,4,0,3,0,1,8,2,0
n240,2,6,4,8,3,8,1,9,2,8
n239,2,6,4,0,3,0,1,9,2,8
n242,2,6,4,0,3,4,1,7,2,0
n241,2,6,4,0,3,0,1,7,2,0
n248,2,6,4,9,3,0,1,7,2,2
n247,2,6,4,9,3,0,1,7,2,0
n250,2,6,4,9,3,0,1,7,2,0
n249,2,6,4,9,3,0,1,7,2,10
n254,2,6,4,9,3,9,1,7,2,0
n253,2,6,4,9,3,9,1,7,2,0
n256,2,6,4,9,3,9,1,7,2,0
n255,2,6,4,9,3,9,1,7,2,0
n270,1,6,7,4,10,0,0,3,7,7
n269,1,6,7,4,10,0,0,3,7,7
n272,1,6,7,4,10,0,0,3,7,7
n271,1,6,7,4,10,0,0,3,7,7
n276,1,6,7,4,10,0,2,3,7,7
n275,1,6,7,4,10,0,2,3,7,7
n278,1,6,7,4,10,0,10,3,7,7
n277,1,6,7,4,10,5,10,3,7,7
n284,1,6,7,4,10,2,1,3,7,7
n283,1,6,7,4,10,2,1,3,7,7
n286,1,6,7,4,10,2,1,3,7,7
n285,1,6,7,4,10,2,1,3,7,7
n290,1,6,7,4,10,9,0,3,7,7
n289,1,6,7,4,10,0,0,3,7,7
n292,1,6,7,4,10,0,0,3,7,7
n291,1,6,7,4,10,0,3,3,7,7
n300,1,6,7,4,10,0,9,10,0,7
n299,1,6,7,0,10,3,9,10,0,7
n302,1,6,7,9,10,0,9,10,5,7
n301,1,6,7,9,10,0,9,10,5,7
n306,1,6,7,0,10,0,0,10,4,7
n305,1,6,7,0,10,0,0,10,4,7
n308,1,6,7,0,10,5,0,10,1,7
n307,1,6,7,0,10,5,0,10,10,7
n314,1,6,7,1,10,0,7,10,0,7
n313,1,6,7,1,10,0,7,10,0,7
n316,1,6,7,1,10,0,7,10,0,7
n315,1,6,7,1,10,0,7,10,0,7
n320,1,6,7,0,10,0,0,10,0,7
n319,1,6,7,0,10,0,0,10,5,7
n322,1,6,7,0,10,0,0,10,0,7
n321,1,6,7,4,10,0,0,10,4,7
n332,1,6,7,10,10,0,1,9,9,7
n331,1,6,7,10,10,0,1,9,9,7
n334,1,6,7,10,10,5,1,9,6,7
n333,1,6,7,10,10,6,1,9,6,7
n338,1,6,7,8,10,9,1,9,0,7
n337,1,6,7,8,10,7,1,9,0,7
n340,1,6,7,8,10,0,1,9,0,7
n339,1,6,7,8,10,0,1,9,0,7
n346,1,6,7,1,10,5,1,9,6,7
