cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n210,5,6,1,0,0,8,9,0,0,3
n209,0,6,1,0,10,8,9,10,0,3
n212,0,6,1,0,0,8,9,5,0,3
n211,0,6,1,2,0,8,9,5,0,3
n218,2,6,1,3,3,8,0,0,0,3
n217,2,6,1,3,3,8,0,0,0,3
n220,2,6,1,3,3,8,7,1,0,3
n219,2,6,1,3,3,8,0,1,0,3
n224,0,6,1,3,3,8,0,2,6,3
n223,0,6,1,3,3,8,0,0,6,3
n226,0,6,1,3,3,8,0,0,6,3
n225,9,6,1,3,3,8,0,0,6,3
n234,0,6,1,0,0,8,3,0,5,3
n233,0,6,1,0,0,8,3,0,0,3
n236,0,6,1,2,0,8,3,0,0,3
n235,0,6,1,2,9,8,3,0,0,3
n240,3,6,1,0,1,8,3,0,2,3
n239,0,6,1,0,1,8,3,0,10,3
n242,2,6,1,3,0,8,3,10,0,3
n241,4,6,1,3,0,8,3,10,0,3
n248,7,6,1,0,3,8,3,8,0,3
n247,7,6,1,5,0,8,3,8,0,3
n250,0,6,1,0,0,8,3,7,0,3
n249,0,6,1,3,0,8,3,7,0,3
n254,7,6,1,0,0,8,3,0,0,3
n253,7,6,1,7,0,8,3,0,0,3
n256,0,6,1,0,3,8,3,0,8,3
n255,0,6,1,0,3,8,3,0,0,3
n270,1,7,1,6,10,8,7,1,0,7
n269,1,7,1,6,10,8,7,1,0,7
n272,1,7,1,6,10,8,7,1,0,7
n271,1,7,1,6,10,8,7,1,0,7
n276,1,3,1,6,10,8,7,1,4,7
n275,1,3,1,6,10,8,7,1,0,7
n278,1,10,1,6,10,8,7,1,7,7
n277,1,10,1,6,10,8,7,1,0,7
n284,1,0,1,6,10,8,7,0,4,7
n283,1,7,1,6,10,8,7,7,0,7
n286,1,0,1,6,10,8,7,0,0,7
n285,1,0,1,6,10,8,7,0,0,7
n290,1,0,1,6,10,8,7,0,0,7
n289,1,0,1,6,10,8,7,0,0,7
n292,1,0,1,6,10,8,7,0,0,7
n291,1,0,1,6,10,8,7,0,0,7
n300,1,8,1,6,10,8,0,0,10,0
n299,1,8,1,6,10,8,0,0,10,0
n302,1,8,1,6,10,8,0,0,10,5
n301,1,8,1,6,10,8,0,0,10,5
n306,1,8,1,6,10,8,0,9,0,9
n305,1,8,1,6,10,8,6,9,1,9
n308,1,8,1,6,10,8,0,0,0,0
n307,1,8,1,6,10,8,0,6,0,0
n314,1,8,1,6,10,8,0,0,4,9
n313,1,8,1,6,10,8,0,0,4,9
n316,1,8,1,6,10,8,0,0,4,9
n315,1,8,1,6,10,8,0,0,4,9
n320,1,8,1,6,10,8,0,9,4,9
n319,1,8,1,6,10,8,6,9,4,9
n322,1,8,1,6,10,8,0,9,4,9
n321,1,8,1,6,10,8,0,9,4,9
n332,1,0,1,6,10,8,7,10,0,2
n331,1,0,1,6,10,8,7,10,0,2
n334,1,0,1,6,10,8,7,10,0,2
n333,1,0,1,6,10,8,7,10,1,2
n338,1,0,1,6,10,8,7,10,0,2
n337,1,3,1,6,10,8,7,10,0,2
n340,1,0,1,6,10,8,7,10,0,2
n339,1,0,1,6,10,8,7,10,0,2
n346,1,0,1,6,10,8,7,10,4,0
n345,1,0,1,6,10,8,7,10,0,0
n348,1,0,1,6,10,8,7,10,8,9
n347,1,2,1,6,10,8,7,10,0,9
n352,1,0,1,6,10,8,7,10,4,8
n351,1,0,1,6,10,8,7,10,4,0
n354,1,10,1,6,10,8,7,10,10,2
n353,1,10,1,6,10,8,7,10,10,2
n362,1,0,1,6,10,8,0,10,4,2
n361,1,8,1,6,10,8,10,10,4,2
n364,1,0,1,6,10,8,4,10,4,0
n363,1,0,1,6,10,8,4,10,4,6
n368,1,0,1,6,10,8,5,10,4,0
n367,1,0,1,6,10,8,5,10,4,0
n370,1,0,1,6,10,8,5,10,4,1
n369,1,0,1,6,10,8,5,10,4,8
n376,1,6,1,6,10,8,0,10,4,10
n375,1,6,1,6,10,8,0,10,4,10
n378,1,6,1,6,10,8,0,10,4,10
n377,1,6,1,6,10,8,0,10,4,10
n382,1,6,1,6,10,8,0,10,4,10
n381,1,6,1,6,10,8,0,10,4,10
n384,1,6,1,6,10,8,0,10,4,10
n383,1,6,1,6,10,8,0,10,4,10
n396,1,7,1,3,10,8,5,1,4,2
n395,1,7,1,3,10,8,5,1,2,0
n398,1,7,1,3,10,8,5,1,3,4
n397,1,7,1,3,10,8,5,1,0,0
n402,1,7,1,3,10,8,5,1,7,0
n401,1,7,1,3,10,8,5,1,7,0
n404,1,7,1,3,10,8,5,1,0,0
n403,1,7,1,3,10,8,5,1,0,0
n410,1,7,1,3,10,8,5,1,0,6
n409,1,7,1,3,10,8,5,1,0,6
n412,1,7,1,3,10,8,5,1,7,6
n411,1,7,1,3,10,8,5,1,0,6
n416,1,7,1,3,10,8,5,1,8,6
n415,1,7,1,3,10,8,5,1,0,6
n418,1,7,1,3,10,8,5,1,0,6
n417,1,7,1,3,10,8,5,1,0,6
n426,1,7,1,3,10,8,5,1,4,0
n425,1,7,1,3,10,8,5,1,4,0
n428,1,7,1,3,10,8,5,1,4,0
n427,1,7,1,3,10,8,5,1,4,0
n432,1,7,1,3,10,8,5,1,0,10
n431,1,7,1,3,10,8,5,1,0,0
n434,1,7,1,3,10,8,5,1,0,0
n433,1,7,1,3,10,8,5,1,0,0
n440,1,7,1,3,10,8,5,1,0,0
n439,1,7,1,3,10,8,5,1,0,6
n442,1,7,1,3,10,8,5,1,0,1
n441,1,7,1,3,10,8,5,1,3,0
n446,1,7,1,3,10,8,5,1,7,2
n445,1,7,1,3,10,8,5,1,7,0
n448,1,7,1,3,10,8,5,1,0,2
n447,1,7,1,3,10,8,5,1,0,0
n458,1,7,1,10,10,8,5,1,4,4
n457,1,7,1,10,10,8,5,1,4,4
n460,1,7,1,0,10,8,5,1,4,4
n459,1,7,1,0,10,8,5,1,4,4
n464,1,7,1,0,10,8,5,1,4,4
n463,1,7,1,0,10,8,5,1,4,4
n466,1,7,1,0,10,8,5,1,4,4
n465,1,7,1,0,10,8,5,1,4,4
n472,1,7,1,1,10,8,5,1,4,4
n471,1,7,1,1,10,8,5,1,4,4
n474,1,7,1,1,10,8,5,1,4,4
n473,1,7,1,1,10,8,5,1,4,4
n478,1,7,1,0,10,8,5,1,4,4
n477,1,7,1,0,10,8,5,1,4,4
n480,1,7,1,0,10,8,5,1,4,4
n479,1,7,1,0,10,8,5,1,4,4
n488,1,7,1,0,10,8,5,1,0,2
n487,1,7,1,0,10,8,5,1,9,2
n490,1,7,1,0,10,8,5,1,2,0
n489,1,7,1,0,10,8,5,1,2,1
n494,1,7,1,0,10,8,5,1,0,4
n493,1,7,1,0,10,8,5,1,0,0
n496,1,7,1,4,10,8,5,1,0,6
n495,1,7,1,4,10,8,5,1,0,6
n502,1,7,1,0,10,8,5,1,0,7
n501,1,7,1,6,10,8,5,1,0,7
n504,1,7,1,4,10,8,5,1,0,7
n503,1,7,1,4,10,8,5,1,0,7
n508,1,7,1,2,10,8,5,1,0,7
n507,1,7,1,5,10,8,5,1,0,7
n510,1,7,1,0,10,8,5,1,0,7
n509,1,7,1,4,10,8,5,1,0,7
