cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,10,5,10,7,0,3,9,1,1,3
n15,10,5,10,7,0,3,9,1,1,3
n18,0,5,10,7,0,3,9,1,1,3
n17,0,5,10,7,0,3,9,1,1,3
n22,8,5,10,7,0,3,9,1,1,3
n21,8,5,10,7,8,3,9,1,1,3
n24,8,5,10,7,0,3,9,1,1,3
n23,8,5,10,7,0,3,9,1,1,3
n30,7,5,10,0,2,3,9,1,1,3
n29,7,5,10,0,2,3,9,1,1,3
n32,7,5,10,1,5,3,9,1,1,3
n31,7,5,10,1,5,3,9,1,1,3
n36,7,5,10,3,4,3,9,1,1,3
n35,7,5,10,3,4,3,9,1,1,3
n38,7,5,10,3,4,3,9,1,1,3
n37,7,5,10,3,4,3,9,1,1,3
n46,7,5,10,0,8,3,9,1,1,3
n45,7,5,0,0,8,3,9,1,1,3
n48,7,5,0,0,8,3,9,1,1,3
n47,7,5,10,0,8,3,9,1,1,3
n52,7,5,8,8,3,3,9,1,1,3
n51,7,5,8,0,0,3,9,1,1,3
n54,7,5,4,10,9,3,9,1,1,3
n53,7,5,0,10,9,3,9,1,1,3
n60,5,5,3,8,2,3,9,1,1,3
n59,5,5,3,8,2,3,9,1,1,3
n62,5,5,3,0,2,3,9,1,1,3
n61,5,5,3,0,2,3,9,1,1,3
n66,0,5,3,0,2,3,9,1,1,3
n65,0,5,3,9,2,3,9,1,1,3
n68,0,5,3,0,2,3,9,1,1,3
n67,7,5,3,0,2,3,9,1,1,3
n78,9,5,4,0,0,3,9,1,1,3
n77,9,5,4,0,0,3,9,1,1,3
n80,9,5,4,2,0,3,9,1,1,3
n79,9,5,4,0,6,3,9,1,1,3
n84,9,5,4,6,0,3,9,1,1,3
n83,9,5,4,6,0,3,9,1,1,3
n86,9,5,4,0,0,3,9,1,1,3
n85,9,5,4,0,0,3,9,1,1,3
n92,9,5,4,0,9,3,9,1,1,3
n91,9,5,4,8,0,3,9,1,1,3
n94,9,5,4,0,4,3,9,1,1,3
n93,9,5,4,1,4,3,9,1,1,3
n98,9,5,4,8,0,3,9,1,1,3
n97,9,5,4,8,0,3,9,1,1,3
n100,9,5,4,0,6,3,9,1,1,3
n99,9,5,4,0,6,3,9,1,1,3
n108,9,5,4,3,0,3,9,1,1,3
n107,9,5,4,3,0,3,9,1,1,3
n110,0,5,4,3,0,3,9,1,1,3
n109,0,5,4,3,8,3,9,1,1,3
n114,0,5,4,3,0,3,9,1,1,3
n113,0,5,4,3,0,3,9,1,1,3
n116,5,5,4,3,0,3,9,1,1,3
n115,5,5,4,3,0,3,9,1,1,3
n122,0,5,4,4,0,3,9,1,1,3
n121,0,5,4,4,0,3,9,1,1,3
n124,0,5,4,4,4,3,9,1,1,3
n123,0,5,4,4,0,3,9,1,1,3
n128,6,5,4,0,9,3,9,1,1,3
n127,6,5,4,0,9,3,9,1,1,3
n130,6,5,4,0,0,3,9,1,1,3
n129,6,5,4,0,0,3,9,1,1,3
n142,0,5,2,0,7,3,9,1,1,3
n141,0,5,0,0,7,3,9,1,1,3
n144,0,5,0,0,7,3,9,1,1,3
n143,0,5,0,0,7,3,9,1,1,3
n148,0,5,0,10,0,3,9,1,1,3
n147,0,5,0,10,0,3,9,1,1,3
n150,4,5,0,9,0,3,9,1,1,3
n149,4,5,0,0,0,3,9,1,1,3
n156,2,5,0,6,0,3,9,1,1,3
n155,2,5,1,6,10,3,9,1,1,3
n158,2,5,0,2,2,3,9,1,1,3
n157,2,5,0,2,0,3,9,1,1,3
n162,2,5,0,0,10,3,9,1,1,3
n161,2,5,0,1,10,3,9,1,1,3
n164,2,5,0,9,10,3,9,1,1,3
n163,2,5,0,9,10,3,9,1,1,3
n172,0,5,8,0,0,3,9,1,1,3
n171,0,5,8,0,0,3,9,1,1,3
n174,1,5,4,0,0,3,9,1,1,3
n173,1,5,0,0,0,3,9,1,1,3
