cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n178,0,5,10,3,0,3,9,1,1,3
n177,0,5,0,3,0,3,9,1,1,3
n180,4,5,4,3,0,3,9,1,1,3
n179,7,5,4,3,0,3,9,1,1,3
n186,0,5,0,0,1,3,9,1,1,3
n185,0,5,2,0,1,3,9,1,1,3
n188,0,5,4,0,0,3,9,1,1,3
n187,0,5,0,0,0,3,9,1,1,3
n192,0,5,10,7,0,3,9,1,1,3
n191,0,5,0,7,0,3,9,1,1,3
n194,3,5,0,7,0,3,9,1,1,3
n193,0,5,0,7,0,3,9,1,1,3
n204,8,5,2,7,4,3,9,1,1,3
n203,8,5,2,7,4,3,9,1,1,3
n206,0,5,2,7,4,3,9,1,1,3
n205,0,5,2,7,4,3,9,1,1,3
n210,4,5,2,7,4,3,9,1,1,3
n209,1,5,2,7,4,3,9,1,1,3
n212,0,5,2,7,4,3,9,1,1,3
n211,0,5,2,7,4,3,9,1,1,3
n218,5,5,2,7,4,3,9,1,1,3
n217,5,5,2,7,4,3,9,1,1,3
n220,5,5,2,7,4,3,9,1,1,3
n219,5,5,2,7,4,3,9,1,1,3
n224,0,5,2,7,4,3,9,1,1,3
n223,0,5,2,7,4,3,9,1,1,3
n226,0,5,2,7,4,3,9,1,1,3
n225,0,5,2,7,4,3,9,1,1,3
n234,0,5,2,9,4,3,9,1,1,3
n233,0,5,2,9,4,3,9,1,1,3
n236,0,5,2,9,4,3,9,1,1,3
n235,0,5,2,0,4,3,9,1,1,3
n240,0,5,2,0,4,3,9,1,1,3
n239,0,5,2,0,4,3,9,1,1,3
n242,0,5,2,0,4,3,9,1,1,3
n241,0,5,2,0,4,3,9,1,1,3
n248,1,5,2,0,4,3,9,1,1,3
n247,1,5,2,0,4,3,9,1,1,3
n250,1,5,2,0,4,3,9,1,1,3
n249,1,5,2,0,4,3,9,1,1,3
n254,4,5,2,2,4,3,9,1,1,3
n253,4,5,2,0,4,3,9,1,1,3
n256,0,5,2,9,4,3,9,1,1,3
n255,7,5,2,9,4,3,9,1,1,3
n270,2,5,0,4,1,3,9,1,1,6
n269,0,5,0,4,1,3,9,1,1,6
n272,10,5,0,4,1,3,9,1,1,6
n271,3,5,0,4,1,3,9,1,1,6
n276,0,5,0,4,1,3,9,1,1,0
n275,0,5,3,4,1,3,9,1,1,0
n278,0,5,0,4,1,3,9,1,1,0
n277,0,5,0,4,1,3,9,1,1,0
n284,0,5,0,4,1,3,9,1,1,0
n283,0,5,0,4,1,3,9,1,1,0
n286,0,5,0,4,1,3,9,1,1,0
n285,0,5,0,4,1,3,9,1,1,0
n290,8,5,10,4,1,3,9,1,1,0
n289,8,5,10,4,1,3,9,1,1,0
n292,5,5,0,4,1,3,9,1,1,0
n291,0,5,0,4,1,3,9,1,1,0
n300,9,5,9,7,1,3,9,1,1,4
n299,9,5,9,7,1,3,9,1,1,4
n302,9,5,9,7,1,3,9,1,1,4
n301,9,5,9,7,1,3,9,1,1,4
n306,9,5,3,7,1,3,9,1,1,0
n305,9,5,3,7,1,3,9,1,1,0
n308,9,5,6,7,1,3,9,1,1,0
n307,9,5,2,7,1,3,9,1,1,0
n314,7,5,1,6,1,3,9,1,1,0
n313,7,5,1,0,1,3,9,1,1,0
n316,0,5,10,5,1,3,9,1,1,0
n315,0,5,10,0,1,3,9,1,1,0
n320,4,5,9,0,1,3,9,1,1,0
n319,4,5,0,0,1,3,9,1,1,4
n322,2,5,0,9,1,3,9,1,1,0
n321,2,5,2,0,1,3,9,1,1,0
n332,0,5,0,0,1,3,9,1,1,0
n331,0,5,6,0,1,3,9,1,1,0
n334,7,5,0,0,1,3,9,1,1,8
n333,7,5,0,0,1,3,9,1,1,8
n338,0,5,0,0,1,3,9,1,1,0
n337,0,5,0,5,1,3,9,1,1,0
n340,0,5,0,0,1,3,9,1,1,3
n339,0,5,0,8,1,3,9,1,1,0
n346,3,5,0,5,1,3,9,1,1,9
n345,3,5,0,5,1,3,9,1,1,9
n348,3,5,0,5,1,3,9,1,1,9
n347,3,5,1,5,1,3,9,1,1,9
n352,3,5,4,5,1,3,9,1,1,9
n351,3,5,4,5,1,3,9,1,1,9
n354,3,5,4,5,1,3,9,1,1,9
n353,3,5,4,5,1,3,9,1,1,9
n362,6,5,5,4,1,3,9,1,1,10
n361,6,5,0,4,1,3,9,1,1,10
n364,0,5,2,4,1,3,9,1,1,10
n363,0,5,2,4,1,3,9,1,1,10
n368,0,5,0,4,1,3,9,1,1,10
n367,0,5,0,4,1,3,9,1,1,10
n370,3,5,0,4,1,3,9,1,1,10
n369,0,5,0,4,1,3,9,1,1,10
n376,0,5,10,5,1,3,9,1,1,10
n375,0,5,10,5,1,3,9,1,1,10
n378,0,5,10,5,1,3,9,1,1,10
n377,0,5,10,5,1,3,9,1,1,10
n382,0,5,10,5,1,3,9,1,1,10
n381,0,5,10,5,1,3,9,1,1,10
n384,0,5,10,5,1,3,9,1,1,10
n383,0,5,10,5,1,3,9,1,1,10
n396,0,5,10,2,1,3,9,1,1,10
n395,0,5,10,2,1,3,9,1,1,10
n398,0,5,10,2,1,3,9,1,1,10
n397,0,5,10,2,1,3,9,1,1,10
n402,0,5,10,2,1,3,9,1,1,10
n401,0,5,10,2,1,3,9,1,1,10
n404,7,5,10,2,1,3,9,1,1,10
n403,7,5,10,2,1,3,9,1,1,10
n410,2,5,10,2,1,3,9,1,1,10
n409,2,5,10,2,1,3,9,1,1,10
n412,2,5,10,2,1,3,9,1,1,10
n411,2,5,10,2,1,3,9,1,1,10
n416,0,5,10,2,1,3,9,1,1,10
n415,0,5,10,2,1,3,9,1,1,10
n418,0,5,10,2,1,3,9,1,1,10
n417,0,5,10,2,1,3,9,1,1,10
n426,0,5,0,4,1,3,9,1,1,10
n425,0,5,0,4,1,3,9,1,1,10
n428,5,5,5,4,1,3,9,1,1,10
n427,0,5,5,4,1,3,9,1,1,10
n432,0,5,6,0,1,3,9,1,1,10
n431,0,5,6,0,1,3,9,1,1,10
n434,8,5,0,0,1,3,9,1,1,10
n433,8,5,0,0,1,3,9,1,1,10
n440,0,5,0,0,1,3,9,1,1,10
n439,0,5,0,0,1,3,9,1,1,10
n442,6,5,0,0,1,3,9,1,1,10
n441,6,5,7,9,1,3,9,1,1,10
n446,6,5,7,0,1,3,9,1,1,10
n445,6,5,7,5,1,3,9,1,1,10
n448,5,5,7,0,1,3,9,1,1,10
n447,5,5,7,0,1,3,9,1,1,10
n458,3,5,2,2,1,3,9,1,1,5
n457,3,5,2,2,1,3,9,1,1,5
n460,3,5,2,2,1,3,9,1,1,5
n459,3,5,2,2,1,3,9,1,1,5
n464,3,5,2,2,1,3,9,1,1,0
n463,3,5,2,2,1,3,9,1,1,0
n466,3,5,2,2,1,3,9,1,1,0
n465,3,5,2,2,1,3,9,1,1,0
n472,9,5,7,0,1,3,9,1,1,4
n471,9,5,7,0,1,3,9,1,1,4
n474,9,5,7,0,1,3,9,1,1,7
n473,9,5,7,0,1,3,9,1,1,0
n478,0,5,0,0,1,3,9,1,1,0
n477,0,5,0,0,1,3,9,1,1,3
n480,3,5,10,0,1,3,9,1,1,0
n479,0,5,0,0,1,3,9,1,1,0
n488,0,5,7,5,1,3,9,1,1,5
n487,0,5,7,5,1,3,9,1,1,5
n490,0,5,7,2,1,3,9,1,1,5
n489,0,5,7,2,1,3,9,1,1,5
n494,2,5,7,3,1,3,9,1,1,5
n493,2,5,7,0,1,3,9,1,1,5
n496,0,5,7,0,1,3,9,1,1,5
n495,0,5,7,0,1,3,9,1,1,5
n502,9,5,7,0,1,3,9,1,1,4
n501,9,5,7,0,1,3,9,1,1,8
n504,9,5,7,4,1,3,9,1,1,7
n503,9,5,7,0,1,3,9,1,1,7
n508,0,5,7,0,1,3,9,1,1,1
n507,0,5,7,0,1,3,9,1,1,0
n510,0,5,7,0,1,3,9,1,1,0
n509,0,5,7,0,1,3,9,1,1,0
