cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,4,1,3,3,6,0,7,5,2,0
n15,4,0,3,3,6,9,7,5,2,0
n18,4,7,3,3,6,3,7,5,2,10
n17,4,7,3,3,6,3,7,5,2,10
n22,4,4,3,3,6,0,7,5,2,0
n21,4,4,3,3,6,0,7,5,2,0
n24,4,7,3,3,6,0,7,5,2,0
n23,4,7,3,3,6,0,7,5,2,3
n30,2,8,3,3,6,0,7,5,2,6
n29,2,8,3,3,6,0,7,5,2,0
n32,2,8,3,3,6,0,7,5,2,0
n31,2,8,3,3,6,0,7,5,2,0
n36,2,0,3,3,6,0,7,5,2,0
n35,2,0,3,3,6,0,7,5,2,0
n38,2,0,3,3,6,9,7,5,2,0
n37,2,0,3,3,6,0,7,5,2,0
n46,0,1,3,3,6,8,3,5,0,0
n45,0,1,3,3,6,8,3,5,10,0
n48,0,1,3,3,6,8,3,5,0,0
n47,0,1,3,3,6,8,3,5,0,1
n52,0,1,3,3,6,8,0,5,7,4
n51,7,1,3,3,6,8,0,5,7,4
n54,0,1,3,3,6,8,6,5,9,0
n53,0,1,3,3,6,8,6,5,9,0
n60,4,8,3,3,6,4,0,5,9,0
n59,4,8,3,3,6,4,8,5,0,0
n62,4,8,3,3,6,4,8,5,6,0
n61,4,8,3,3,6,4,8,5,0,0
n66,0,8,3,3,6,0,3,5,6,6
n65,5,8,3,3,6,0,3,5,0,6
n68,1,8,3,3,6,0,3,5,0,6
n67,0,8,3,3,6,0,3,5,0,6
n78,1,6,3,3,6,9,6,5,1,0
n77,1,6,3,3,6,0,6,5,1,0
n80,1,6,3,3,6,0,0,5,1,7
n79,1,6,3,3,6,0,0,5,1,0
n84,1,6,3,3,6,8,10,5,0,10
n83,1,6,3,3,6,0,0,5,0,10
n86,1,6,3,3,6,0,0,5,0,0
n85,1,6,3,3,6,0,0,5,3,0
n92,1,6,3,3,6,8,7,5,0,0
n91,1,6,3,3,6,3,0,5,0,6
n94,1,6,3,3,6,0,0,5,0,0
n93,1,6,3,3,6,0,0,5,0,0
n98,1,6,3,3,6,10,0,5,0,7
n97,1,6,3,3,6,10,0,5,0,7
n100,1,6,3,3,6,0,0,5,0,7
n99,1,6,3,3,6,0,0,5,0,7
n108,7,6,3,3,6,0,0,5,0,8
n107,7,6,3,3,6,0,0,5,7,8
n110,7,6,3,3,6,0,0,5,10,8
n109,7,6,3,3,6,0,0,5,10,8
n114,7,6,3,3,6,0,0,5,0,8
n113,7,6,3,3,6,0,0,5,0,8
n116,7,6,3,3,6,0,0,5,0,8
n115,7,6,3,3,6,0,0,5,0,8
n122,7,6,3,3,6,3,0,5,0,5
n121,7,6,3,3,6,3,0,5,0,5
n124,7,6,3,3,6,3,3,5,0,0
n123,7,6,3,3,6,3,0,5,0,0
n128,7,6,3,3,6,3,0,5,0,8
n127,7,6,3,3,6,3,0,5,0,8
n130,7,6,3,3,6,3,0,5,0,5
n129,7,6,3,3,6,3,2,5,0,5
n142,2,6,3,9,6,9,0,5,0,2
n141,2,6,3,9,6,0,0,5,4,2
n144,2,6,3,6,6,0,0,5,7,2
n143,2,6,3,6,6,0,0,5,7,2
n148,2,6,3,5,6,5,7,5,3,2
n147,2,6,3,3,6,0,7,5,3,2
n150,2,6,3,1,6,0,7,5,3,2
n149,2,6,3,0,6,6,7,5,3,2
n156,8,6,3,0,6,6,0,5,0,2
n155,4,6,3,0,6,6,0,5,3,2
n158,8,6,3,2,6,6,0,5,5,2
n157,0,6,3,0,6,6,0,5,3,2
n162,10,6,3,5,6,7,0,5,4,2
n161,10,6,3,5,6,7,0,5,0,2
n164,10,6,3,0,6,7,0,5,0,2
n163,10,6,3,9,6,7,0,5,0,2
n172,1,6,3,0,6,10,4,5,0,2
n171,1,6,3,0,6,0,4,5,0,2
n174,0,6,3,6,6,0,0,5,0,2
n173,0,6,3,0,6,3,0,5,0,2
n178,6,6,3,0,6,0,8,5,0,2
n177,0,6,3,0,6,0,8,5,0,2
n180,0,6,3,0,6,0,0,5,1,2
n179,0,6,3,0,6,8,0,5,1,2
n186,0,6,3,8,6,0,0,5,5,2
n185,0,6,3,8,6,0,0,5,5,2
n188,3,6,3,1,6,0,0,5,3,2
n187,0,6,3,0,6,2,0,5,3,2
n192,0,6,3,10,6,5,0,5,10,2
n191,3,6,3,10,6,0,0,5,10,2
n194,9,6,3,0,6,3,0,5,0,2
n193,9,6,3,0,6,3,0,5,0,2
n204,0,6,3,1,6,0,9,5,0,2
n203,0,6,3,0,6,0,9,5,0,2
n206,9,6,3,0,6,0,9,5,10,2
n205,9,6,3,0,6,0,9,5,0,2
n210,0,6,3,4,6,0,9,5,0,2
n209,0,6,3,4,6,0,9,5,0,2
n212,2,6,3,4,6,0,9,5,0,2
n211,0,6,3,4,6,0,9,5,0,2
n218,0,6,3,5,6,0,9,5,5,2
n217,0,6,3,5,6,0,9,5,5,2
n220,0,6,3,5,6,0,9,5,5,2
n219,0,6,3,5,6,0,9,5,5,2
n224,0,6,3,0,6,0,9,5,5,2
n223,9,6,3,0,6,0,9,5,5,2
n226,0,6,3,0,6,3,9,5,5,2
n225,0,6,3,0,6,0,9,5,5,2
n234,10,6,3,0,6,0,9,5,10,2
n233,0,6,3,0,6,0,9,5,10,2
n236,0,6,3,0,6,0,9,5,10,2
n235,0,6,3,0,6,0,9,5,10,2
n240,2,6,3,0,6,0,9,5,10,2
n239,2,6,3,6,6,0,9,5,10,2
n242,2,6,3,6,6,9,9,5,10,2
n241,2,6,3,0,6,0,9,5,10,2
n248,0,6,3,2,6,9,9,5,0,2
n247,0,6,3,2,6,9,9,5,0,2
n250,0,6,3,0,6,0,9,5,0,2
n249,0,6,3,0,6,0,9,5,0,2
n254,0,6,3,7,6,5,9,5,0,2
n253,0,6,3,0,6,5,9,5,0,2
n256,0,6,3,1,6,5,9,5,0,2
n255,0,6,3,0,6,5,9,5,0,2
n270,0,5,6,2,6,0,5,5,2,10
n269,1,5,6,2,6,0,5,5,2,10
n272,0,5,6,2,6,0,5,5,2,10
n271,0,5,6,2,6,3,5,5,2,10
n276,0,5,6,2,6,0,5,5,2,10
n275,7,5,6,2,6,0,5,5,2,10
n278,0,5,6,2,6,0,5,5,2,10
n277,3,5,6,2,6,0,5,5,2,10
n284,6,5,5,2,6,5,0,5,2,10
n283,6,5,5,2,6,5,6,5,2,10
n286,6,5,5,2,6,5,4,5,2,10
n285,6,5,5,2,6,5,4,5,2,10
n290,6,5,5,2,6,2,0,5,2,10
n289,6,5,5,2,6,2,0,5,2,10
n292,6,5,5,2,6,2,1,5,2,10
n291,6,5,5,2,6,2,1,5,2,10
n300,3,6,6,2,6,0,1,5,2,10
n299,3,6,0,2,6,0,1,5,2,10
n302,0,6,0,2,6,0,1,5,2,10
n301,0,6,8,2,6,0,1,5,2,10
n306,0,0,0,2,6,9,2,5,2,10
n305,7,0,0,2,6,0,2,5,2,10
n308,2,0,0,2,6,0,2,5,2,10
n307,0,0,0,2,6,2,2,5,2,10
n314,1,7,7,2,6,3,1,5,2,10
n313,0,7,7,2,6,3,1,5,2,10
n316,0,7,0,2,6,3,0,5,2,10
n315,0,7,0,2,6,3,0,5,2,10
n320,0,0,1,2,6,3,2,5,2,10
n319,0,0,0,2,6,3,2,5,2,10
n322,1,1,0,2,6,3,2,5,2,10
n321,1,1,0,2,6,3,2,5,2,10
n332,8,9,10,2,6,7,4,5,2,10
n331,8,9,10,2,6,0,4,5,2,10
n334,8,9,10,2,6,0,0,5,2,10
n333,8,9,10,2,6,0,0,5,2,10
n338,1,9,10,2,6,0,6,5,2,10
n337,1,9,10,2,6,0,6,5,2,10
n340,1,9,10,2,6,10,6,5,2,10
n339,1,9,10,2,6,0,6,5,2,10
n346,0,9,10,2,6,0,7,5,2,10
n345,10,9,10,2,6,0,7,5,2,10
n348,0,9,10,2,6,0,7,5,2,10
n347,0,9,10,2,6,0,7,5,2,10
n352,7,9,10,2,6,8,0,5,2,10
n351,0,9,10,2,6,8,0,5,2,10
n354,6,9,10,2,6,8,0,5,2,10
n353,0,9,10,2,6,8,0,5,2,10
n362,4,9,10,2,6,0,2,5,2,10
n361,4,9,10,2,6,0,2,5,2,10
n364,4,9,10,2,6,0,9,5,2,10
n363,4,9,10,2,6,10,9,5,2,10
n368,4,9,10,2,6,0,7,5,2,10
n367,4,9,10,2,6,0,7,5,2,10
n370,4,9,10,2,6,0,7,5,2,10
n369,4,9,10,2,6,0,7,5,2,10
n376,4,9,10,2,6,4,9,5,2,10
n375,4,9,10,2,6,4,9,5,2,10
n378,4,9,10,2,6,4,9,5,2,10
n377,4,9,10,2,6,4,9,5,2,10
n382,4,9,10,2,6,4,9,5,2,10
n381,4,9,10,2,6,4,9,5,2,10
n384,4,9,10,2,6,4,9,5,2,10
n383,4,9,10,2,6,4,9,5,2,10
n396,4,8,0,2,6,2,8,5,5,10
n395,4,8,0,2,6,2,8,5,5,10
n398,4,8,0,2,6,2,8,5,5,10
n397,4,8,0,2,6,2,8,5,5,10
n402,4,0,9,2,6,2,8,5,0,10
n401,4,0,9,2,6,2,8,5,1,10
n404,4,6,5,2,6,2,8,5,0,10
n403,4,6,5,2,6,2,8,5,0,10
n410,0,7,8,2,6,2,8,5,0,10
n409,0,7,8,2,6,2,8,5,0,10
n412,0,7,8,2,6,2,8,5,3,10
n411,0,7,8,2,6,2,8,5,3,10
n416,0,5,8,2,6,2,8,5,9,10
n415,8,5,8,2,6,2,8,5,9,10
n418,0,7,8,2,6,2,8,5,9,10
n417,0,7,8,2,6,2,8,5,9,10
n426,0,2,4,2,6,2,8,5,0,10
n425,0,2,4,2,6,2,8,5,10,10
n428,0,2,4,2,6,2,8,5,7,10
n427,0,2,4,2,6,2,8,5,7,10
n432,10,2,4,2,6,2,8,5,0,10
n431,10,2,4,2,6,2,8,5,0,10
n434,10,2,4,2,6,2,8,5,0,10
n433,10,2,4,2,6,2,8,5,0,10
n440,6,2,4,2,6,2,8,5,8,10
n439,6,2,4,2,6,2,8,5,8,10
n442,0,2,4,2,6,2,8,5,8,10
n441,0,2,4,2,6,2,8,5,8,10
n446,0,2,4,2,6,2,8,5,10,10
n445,0,2,4,2,6,2,8,5,10,10
n448,9,2,4,2,6,2,8,5,10,10
n447,9,2,4,2,6,2,8,5,10,10
n458,1,0,0,2,6,2,6,5,7,10
n457,1,0,0,2,6,2,0,5,7,10
n460,1,8,0,2,6,2,0,5,7,10
n459,1,8,0,2,6,2,0,5,7,10
n464,6,10,7,2,6,2,9,5,10,10
n463,6,10,7,2,6,2,0,5,10,10
n466,1,10,3,2,6,2,0,5,10,10
n465,1,10,3,2,6,2,0,5,10,10
n472,0,1,4,2,6,2,0,5,0,10
n471,0,1,4,2,6,2,8,5,0,10
n474,0,0,4,2,6,2,0,5,0,10
n473,0,7,4,2,6,2,0,5,0,10
n478,0,0,0,2,6,2,0,5,3,10
n477,9,5,8,2,6,2,0,5,0,10
n480,1,0,0,2,6,2,1,5,7,10
n479,1,9,3,2,6,2,2,5,4,10
n488,0,0,7,2,6,2,4,5,8,10
n487,4,0,7,2,6,2,4,5,0,10
n490,4,3,7,2,6,2,4,5,0,10
n489,4,0,7,2,6,2,4,5,5,10
n494,8,7,7,2,6,2,7,5,0,10
n493,8,7,7,2,6,2,7,5,0,10
n496,8,7,7,2,6,2,5,5,0,10
n495,8,7,7,2,6,2,0,5,1,10
n502,5,7,0,2,6,2,6,5,2,10
n501,5,7,0,2,6,2,6,5,2,10
n504,5,7,10,2,6,2,6,5,0,10
n503,5,7,5,2,6,2,6,5,0,10
n508,0,0,4,2,6,2,0,5,0,10
n507,0,9,4,2,6,2,7,5,0,10
n510,1,0,4,2,6,2,0,5,0,10
n509,1,0,4,2,6,2,0,5,0,10
