cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n363,0,9,7,8,5,0,0,5,0,2
n368,10,9,0,8,5,6,0,5,3,2
n367,10,9,0,8,5,0,0,5,3,2
n370,7,9,0,8,5,0,0,5,0,2
n369,0,9,0,8,5,0,0,5,0,2
n376,0,9,0,8,5,5,3,5,5,2
n375,0,9,0,8,5,5,3,5,0,2
n378,0,9,0,8,5,5,3,5,0,2
n377,0,9,0,8,5,5,3,5,0,2
n382,7,9,0,8,5,5,3,5,7,2
n381,7,9,0,8,5,5,3,5,7,2
n384,7,9,5,8,5,5,3,5,7,2
n383,7,9,1,8,5,5,3,5,7,2
n396,0,8,5,8,10,0,1,5,3,3
n395,0,8,5,8,10,0,1,5,3,3
n398,0,0,5,8,10,7,1,5,3,3
n397,0,0,0,8,10,7,1,5,3,3
n402,0,10,0,8,10,0,1,5,3,3
n401,10,0,0,8,10,0,1,5,3,3
n404,0,0,0,8,10,0,1,5,3,3
n403,0,0,0,8,10,0,1,5,3,3
n410,0,5,0,8,10,10,1,5,3,3
n409,0,0,0,8,10,0,1,5,3,3
n412,4,0,0,8,10,1,1,5,3,3
n411,4,0,0,8,10,0,1,5,3,3
n416,0,0,0,8,10,0,1,5,3,3
n415,0,0,0,8,10,0,1,5,3,3
n418,0,5,7,8,10,0,1,5,3,3
n417,0,5,7,8,10,0,1,5,3,3
n426,4,10,0,9,10,0,0,5,3,3
n425,4,10,0,0,10,0,5,5,3,3
n428,4,10,0,0,10,0,0,5,3,3
n427,4,10,0,0,10,9,0,5,3,3
n432,4,10,0,0,10,0,0,5,3,3
n431,4,10,0,0,10,2,0,5,3,3
n434,4,10,10,0,10,0,0,5,3,3
n433,4,10,6,0,10,6,0,5,3,3
n440,4,0,0,5,10,3,10,5,3,3
n439,4,0,0,0,10,3,0,5,3,3
n442,4,0,7,2,10,3,0,5,3,3
n441,4,0,7,2,10,3,0,5,3,3
n446,4,0,3,0,10,3,1,5,3,3
n445,4,0,0,0,10,3,0,5,3,3
n448,4,0,8,0,10,3,0,5,3,3
n447,4,0,0,0,10,3,0,5,3,3
n458,10,0,0,8,10,7,0,5,3,1
n457,10,0,0,8,10,7,0,5,3,1
n460,10,0,0,8,10,7,0,5,3,1
n459,10,5,0,8,10,7,0,5,3,1
n464,10,0,0,8,10,7,5,5,3,1
n463,10,0,0,8,10,7,5,5,3,1
n466,10,0,0,8,10,7,5,5,3,1
n465,10,0,0,8,10,7,5,5,3,1
n472,0,0,8,8,10,7,0,5,3,1
n471,0,0,8,8,10,7,0,5,3,1
n474,0,9,8,8,10,7,0,5,3,1
n473,6,9,8,8,10,7,0,5,3,1
n478,9,0,9,8,10,7,8,5,3,1
n477,9,0,0,8,10,7,8,5,3,1
n480,9,6,0,8,10,7,8,5,3,1
n479,9,0,0,8,10,7,8,5,3,1
n488,0,2,1,8,10,7,0,5,3,2
n487,0,2,1,8,10,7,0,5,3,2
n490,0,2,1,8,10,7,1,5,3,2
n489,0,2,1,8,10,7,0,5,3,2
n494,0,2,1,8,10,7,0,5,3,2
n493,4,2,1,8,10,7,0,5,3,2
n496,10,2,1,8,10,7,0,5,3,2
n495,0,2,1,8,10,7,0,5,3,2
n502,5,2,1,8,10,7,7,5,3,2
n501,5,2,1,8,10,7,7,5,3,2
n504,0,2,1,8,10,7,0,5,3,2
n503,0,2,1,8,10,7,0,5,3,2
n508,0,2,1,8,10,7,0,5,3,2
n507,0,2,1,8,10,7,0,5,3,2
n510,2,2,1,8,10,7,0,5,3,2
n509,0,2,1,8,10,7,0,5,3,2
