cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n158,6,0,0,3,0,7,3,10,2,1
n157,6,0,0,3,9,7,3,10,2,1
n162,6,0,0,3,0,7,3,10,2,1
n161,6,0,4,3,8,7,3,10,2,1
n164,6,0,3,3,0,7,3,10,2,1
n163,6,9,3,3,0,7,3,10,2,1
n172,6,3,6,0,1,7,3,10,9,1
n171,6,3,6,0,1,7,3,10,9,1
n174,6,3,6,0,7,7,3,10,9,1
n173,6,3,6,0,7,7,3,10,9,1
n178,6,3,6,10,0,7,3,10,9,1
n177,6,3,6,7,0,7,3,10,9,1
n180,6,3,6,0,0,7,3,10,9,1
n179,6,3,6,3,0,7,3,10,9,1
n186,6,0,6,0,0,7,3,10,0,1
n185,6,4,6,7,0,7,3,10,0,1
n188,6,3,6,0,0,7,3,10,0,1
n187,6,3,6,0,0,7,3,10,0,1
n192,6,0,6,1,0,7,3,10,7,1
n191,6,0,6,1,0,7,3,10,7,1
n194,6,0,6,1,0,7,3,10,0,1
n193,6,0,6,1,0,7,3,10,0,1
n204,6,0,3,3,10,7,3,10,0,1
n203,6,0,3,3,10,7,3,10,0,1
n206,6,0,3,3,7,7,3,10,0,1
n205,6,3,3,3,0,7,3,10,5,1
n210,6,3,3,0,0,7,3,10,9,1
n209,6,4,3,0,0,7,3,10,0,1
n212,6,0,3,0,0,7,3,10,0,1
n211,6,8,3,0,0,7,3,10,5,1
n218,6,0,3,0,5,7,3,10,5,1
n217,6,7,3,6,0,7,3,10,5,1
n220,6,0,3,0,0,7,3,10,5,1
n219,6,0,3,4,6,7,3,10,5,1
n224,6,2,3,0,0,7,3,10,0,1
n223,6,2,3,0,0,7,3,10,3,1
n226,6,2,3,8,0,7,3,10,0,1
n225,6,2,3,8,6,7,3,10,0,1
n234,6,3,3,7,8,7,3,10,0,1
n233,6,0,3,7,8,7,3,10,0,1
n236,6,0,3,2,8,7,3,10,8,1
n235,6,0,3,2,8,7,3,10,0,1
n240,6,0,3,5,8,7,3,10,0,1
n239,6,0,3,5,8,7,3,10,0,1
n242,6,6,3,0,8,7,3,10,0,1
n241,6,6,3,0,8,7,3,10,0,1
n248,6,9,3,5,3,7,3,10,0,1
n247,6,9,3,5,3,7,3,10,0,1
n250,6,9,3,5,2,7,3,10,9,1
n249,6,9,3,5,0,7,3,10,9,1
n254,6,9,3,5,0,7,3,10,0,1
n253,6,9,3,5,0,7,3,10,0,1
n256,6,9,3,5,7,7,3,10,0,1
n255,6,9,3,5,7,7,3,10,7,1
n270,3,0,5,6,8,9,0,0,1,7
n269,3,0,5,6,8,9,0,0,1,7
n272,3,0,5,0,8,9,0,0,1,2
n271,3,0,5,0,8,9,0,0,1,3
n276,3,5,5,0,0,9,0,0,1,8
n275,3,0,5,0,0,9,7,0,1,8
n278,3,2,5,9,0,9,0,0,1,0
n277,3,0,5,9,0,9,0,0,1,0
n284,3,2,5,0,10,9,0,10,1,4
n283,3,0,5,0,10,9,0,10,1,4
n286,3,10,5,2,10,9,0,10,1,0
n285,3,10,5,2,10,9,7,10,1,0
n290,3,2,5,0,10,9,0,10,1,3
n289,3,2,5,0,10,9,0,10,1,3
n292,3,2,5,0,10,9,9,10,1,4
n291,3,2,5,7,10,9,9,10,1,5
n300,0,7,8,1,3,9,0,0,1,0
n299,0,7,8,1,3,9,0,0,1,0
n302,0,7,8,1,3,9,0,0,1,0
n301,0,7,8,1,3,9,0,0,1,0
n306,4,7,6,1,2,9,9,0,1,5
n305,0,7,6,1,2,9,9,0,1,0
n308,0,7,4,1,2,9,0,0,1,10
n307,0,7,4,1,2,9,10,0,1,10
n314,0,0,0,1,9,9,0,0,1,1
n313,2,0,0,1,9,9,0,0,1,0
n316,10,0,4,1,9,9,8,0,1,0
n315,10,0,0,1,9,9,8,2,1,0
n320,8,5,3,1,0,9,2,8,1,0
n319,0,4,3,1,0,9,2,3,1,0
n322,8,10,3,1,6,9,2,6,1,0
n321,8,10,3,1,6,9,2,6,1,0
n332,10,1,0,6,4,0,5,6,1,0
n331,10,1,6,6,4,0,5,6,1,0
n334,10,0,0,6,4,0,5,6,1,4
n333,10,0,0,6,4,0,5,6,1,4
n338,0,8,2,0,4,8,5,6,1,0
n337,0,8,2,0,4,8,5,6,1,0
n340,0,0,0,3,4,10,5,6,1,0
n339,9,0,0,0,4,10,5,6,1,0
n346,0,0,0,8,0,9,5,6,1,0
n345,0,6,0,8,4,9,5,6,1,0
n348,0,0,4,1,0,9,5,6,1,0
n347,0,0,0,0,0,9,5,6,1,0
n352,3,0,3,0,0,0,5,6,1,10
n351,3,0,4,0,0,0,5,6,1,10
n354,10,0,7,0,0,0,5,6,1,10
n353,0,0,0,0,0,0,5,6,1,10
n362,10,1,0,0,8,5,5,6,1,2
n361,10,1,0,0,8,5,5,6,1,2
n364,10,1,0,0,8,5,5,6,1,2
n363,10,1,0,0,8,5,5,6,1,2
n368,10,0,0,0,0,5,5,6,1,2
n367,10,0,0,9,4,5,5,6,1,2
n370,10,5,4,0,0,5,5,6,1,2
n369,10,5,0,0,0,5,5,6,1,2
n376,10,6,7,0,9,0,5,6,1,2
n375,10,0,7,0,9,0,5,6,1,2
n378,10,0,7,0,9,0,5,6,1,2
n377,10,0,7,0,9,0,5,6,1,2
n382,10,2,7,0,9,7,5,6,1,2
n381,10,2,7,0,9,7,5,6,1,2
n384,10,1,7,0,9,7,5,6,1,2
n383,10,0,7,0,9,7,5,6,1,2
n396,0,8,0,0,9,8,7,3,1,6
n395,0,8,0,0,9,8,7,3,1,6
n398,0,8,1,10,9,8,7,3,1,6
n397,0,8,1,0,9,8,7,3,1,6
n402,3,8,0,0,9,8,7,3,1,6
n401,3,8,0,0,9,8,7,3,1,6
n404,3,8,0,0,9,8,7,3,1,6
n403,3,8,0,7,9,8,7,3,1,6
n410,0,8,0,1,9,8,7,3,1,6
n409,0,8,0,1,9,8,7,3,1,6
n412,0,8,0,1,9,8,7,3,1,6
n411,0,8,0,1,9,8,7,3,1,6
n416,0,8,9,9,9,8,7,3,1,6
n415,0,8,0,9,9,8,7,3,1,6
n418,0,8,0,9,9,8,7,3,1,6
n417,0,8,0,9,9,8,7,3,1,6
n426,5,8,5,0,6,8,0,3,1,6
n425,5,8,5,0,6,8,0,3,1,6
n428,5,8,5,0,0,8,0,3,1,6
n427,5,8,5,0,8,8,0,3,1,6
n432,0,8,5,3,7,8,0,3,1,6
n431,0,8,5,3,7,8,0,3,1,6
n434,0,8,5,3,7,8,0,3,1,6
n433,0,8,5,3,7,8,0,3,1,6
n440,2,8,9,3,0,8,0,3,1,6
n439,2,8,9,3,10,8,0,3,1,6
n442,2,8,9,3,0,8,0,3,1,6
n441,2,8,9,3,0,8,0,3,1,6
n446,0,8,2,7,0,8,6,3,1,6
n445,0,8,2,7,0,8,6,3,1,6
n448,0,8,2,7,0,8,6,3,1,6
n447,0,8,2,7,0,8,6,3,1,6
n458,4,8,6,6,0,8,7,3,1,6
n457,4,8,6,6,2,8,7,3,1,6
n460,4,8,3,6,0,8,7,3,1,6
n459,4,8,3,6,0,8,7,3,1,6
n464,4,8,0,6,0,8,7,3,1,6
n463,4,8,0,6,0,8,7,3,1,6
n466,4,8,7,6,0,8,7,3,1,6
n465,4,8,7,6,0,8,7,3,1,6
n472,4,8,9,6,0,8,7,3,1,6
n471,4,8,9,6,0,8,7,3,1,6
n474,4,8,9,6,6,8,7,3,1,6
n473,4,8,9,6,6,8,7,3,1,6
n478,4,8,9,6,6,8,7,3,1,6
n477,4,8,9,6,0,8,7,3,1,6
n480,4,8,9,6,0,8,7,3,1,6
n479,4,8,9,6,0,8,7,3,1,6
n488,4,0,2,6,4,8,0,3,1,6
n487,4,0,2,6,4,8,0,3,1,6
n490,4,0,2,6,4,8,4,3,1,6
n489,4,1,2,6,4,8,0,3,1,6
n494,4,0,2,6,4,8,4,3,1,6
n493,4,0,2,6,4,8,4,3,1,6
n496,4,8,2,6,4,8,4,3,1,6
n495,4,8,2,6,4,8,4,3,1,6
n502,4,0,0,6,8,8,6,3,1,6
n501,4,7,0,6,8,8,6,3,1,6
n504,4,2,0,6,8,8,6,3,1,6
n503,4,2,0,6,8,8,6,3,1,6
n508,4,0,0,6,0,8,0,3,1,6
n507,4,0,0,6,0,8,0,3,1,6
n510,4,0,0,6,0,8,2,3,1,6
n509,4,0,0,6,0,8,0,3,1,6
