cell,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10
n16,6,0,10,4,1,4,10,3,7,0
n15,6,0,10,4,1,4,10,3,7,0
n18,6,0,10,4,1,0,10,3,7,8
n17,6,2,10,4,1,0,10,3,7,0
n22,6,9,10,4,1,0,10,3,7,0
n21,6,0,10,4,1,0,10,3,7,0
n24,6,7,10,4,1,0,10,3,7,0
n23,6,7,10,4,1,0,10,3,7,0
n30,6,0,10,4,1,7,10,3,7,2
n29,6,0,10,4,1,7,10,3,7,2
n32,6,8,10,4,1,3,10,3,7,2
n31,6,0,10,4,1,0,10,3,7,2
n36,6,0,10,4,1,1,10,3,7,2
n35,6,0,10,4,1,1,10,3,7,2
n38,6,2,10,4,1,1,10,3,7,2
n37,6,2,10,4,1,1,10,3,7,2
n46,6,9,10,4,1,6,10,3,7,0
n45,6,9,10,4,1,6,10,3,7,0
n48,6,9,10,4,1,6,10,3,7,6
n47,6,9,10,4,1,6,10,3,7,10
n52,6,10,10,4,1,9,10,3,7,0
n51,6,0,10,4,1,9,10,3,7,8
n54,6,0,10,4,1,9,10,3,7,5
n53,6,0,10,4,1,9,10,3,7,5
n60,6,7,10,4,1,0,10,3,7,0
n59,6,7,10,4,1,0,10,3,7,0
n62,6,7,10,4,1,6,10,3,7,5
n61,6,7,10,4,1,6,10,3,7,5
n66,6,0,10,4,1,1,10,3,7,0
n65,6,8,10,4,1,1,10,3,7,0
n68,6,0,10,4,1,0,10,3,7,0
n67,6,0,10,4,1,0,10,3,7,0
n78,6,9,10,10,1,0,10,0,7,0
n77,6,9,10,10,1,8,10,0,7,9
n80,6,9,10,10,1,2,10,0,7,0
n79,6,9,10,10,1,0,10,0,7,5
n84,6,9,10,10,1,0,10,7,7,1
n83,6,9,10,10,1,0,10,7,7,1
n86,6,9,10,10,1,0,10,0,7,1
n85,6,9,10,10,1,0,10,0,7,1
n92,6,9,10,10,1,10,10,0,7,0
n91,6,9,10,10,1,0,10,0,7,0
n94,6,9,10,10,1,8,10,0,7,0
n93,6,9,10,10,1,8,10,0,7,0
n98,6,9,10,10,1,7,10,0,7,0
n97,6,9,10,10,1,7,10,0,7,0
n100,6,9,10,10,1,0,10,3,7,0
n99,6,9,10,10,1,0,10,3,7,0
n108,6,1,10,1,1,7,10,0,7,0
n107,6,1,10,1,1,7,10,0,7,0
n110,6,1,10,1,1,7,10,0,7,0
n109,6,1,10,1,1,7,10,0,7,0
n114,6,1,10,10,1,7,10,0,7,0
n113,6,1,10,10,1,7,10,0,7,2
n116,6,1,10,0,1,7,10,9,7,0
n115,6,1,10,0,1,7,10,9,7,0
n122,6,8,10,0,1,0,10,0,7,5
n121,6,8,10,0,1,0,10,0,7,5
n124,6,8,10,0,1,9,10,0,7,5
n123,6,8,10,10,1,9,10,0,7,5
n128,6,0,10,0,1,8,10,0,7,5
n127,6,0,10,0,1,0,10,0,7,5
n130,6,3,10,0,1,0,10,0,7,5
n129,6,3,10,0,1,0,10,0,7,5
n142,6,6,10,7,1,2,10,1,5,3
n141,6,6,10,7,1,2,10,1,5,3
n144,6,6,10,7,1,2,10,1,5,3
n143,6,6,10,7,1,2,10,1,5,3
n148,6,6,10,7,1,2,10,1,5,3
n147,6,6,10,7,1,2,10,1,5,3
n150,6,6,10,7,1,2,10,1,5,3
n149,6,6,10,7,1,2,10,1,5,3
n156,6,3,10,7,1,3,10,0,5,3
n155,6,3,10,7,1,3,10,0,5,3
n158,6,3,10,7,1,3,10,0,5,3
n157,6,3,10,7,1,3,10,0,5,3
n162,6,9,10,7,1,0,10,2,5,3
n161,6,9,10,7,1,0,10,0,5,3
n164,6,9,10,7,1,0,10,0,5,3
n163,6,9,10,7,1,0,10,0,5,3
n172,6,2,10,7,1,4,10,0,10,3
n171,6,2,10,7,1,0,10,0,10,3
n174,6,6,10,7,1,0,10,10,10,3
n173,6,6,10,7,1,0,10,0,10,3
n178,6,0,10,7,1,6,10,5,10,3
n177,6,0,10,7,1,6,10,5,10,3
n180,6,5,10,7,1,6,10,6,10,3
n179,6,0,10,7,1,6,10,0,10,3
n186,6,10,10,7,1,5,10,2,0,3
n185,6,10,10,7,1,5,10,2,0,3
n188,6,0,10,7,1,5,10,2,0,3
n187,6,0,10,7,1,5,10,2,8,3
n192,6,0,10,7,1,3,10,0,0,3
n191,6,0,10,7,1,3,10,0,0,3
n194,6,0,10,7,1,3,10,0,10,3
n193,6,3,10,7,1,3,10,0,0,3
n204,6,3,10,5,1,0,10,0,4,3
n203,6,3,10,5,1,0,10,0,4,3
n206,6,3,10,5,1,6,10,0,4,3
n205,6,3,10,5,1,6,10,0,4,3
n210,6,3,10,0,1,5,10,0,4,3
n209,6,3,10,0,1,5,10,0,4,3
n212,6,3,10,0,1,0,10,0,4,3
n211,6,3,10,0,1,3,10,0,4,3
n218,6,0,10,0,1,6,10,0,0,3
n217,6,0,10,2,1,6,10,0,0,3
n220,6,0,10,0,1,6,10,6,0,3
n219,6,0,10,0,1,6,10,6,0,3
n224,6,0,10,0,1,0,10,2,0,3
n223,6,3,10,0,1,0,10,2,0,3
n226,6,2,10,0,1,0,10,0,0,3
n225,6,2,10,0,1,0,10,0,0,3
n234,6,0,10,1,1,0,10,1,0,3
n233,6,0,10,1,1,6,10,1,0,3
n236,6,0,10,1,1,0,10,1,0,3
n235,6,0,10,1,1,0,10,1,9,3
n240,6,0,10,1,1,0,10,1,0,3
n239,6,0,10,1,1,0,10,1,0,3
n242,6,0,10,1,1,0,10,1,0,3
n241,6,0,10,1,1,0,10,1,0,3
n248,6,10,10,1,1,0,10,10,1,3
n247,6,10,10,1,1,0,10,10,1,3
n250,6,0,10,1,1,0,10,7,1,3
n249,6,8,10,1,1,0,10,0,1,3
n254,6,0,10,1,1,0,10,0,0,3
n253,6,6,10,1,1,0,10,6,0,3
n256,6,2,10,1,1,0,10,0,0,3
n255,6,2,10,1,1,0,10,5,0,3
n270,1,2,10,1,1,3,4,0,10,0
n269,1,2,10,1,1,3,4,6,10,1
n272,1,2,10,1,1,3,4,2,0,10
n271,1,2,10,1,1,3,4,2,0,10
n276,0,2,10,1,1,3,4,0,0,0
n275,0,2,10,1,1,3,4,0,0,0
n278,0,2,10,1,1,3,4,6,0,0
n277,0,2,10,1,1,3,4,0,0,0
n284,2,2,10,1,1,3,4,0,7,2
n283,2,2,10,1,1,3,4,0,7,2
n286,2,2,10,1,1,3,4,0,0,2
n285,2,2,10,1,1,3,4,0,0,2
n290,5,2,10,1,1,3,4,4,0,8
n289,5,2,10,1,1,3,4,4,0,8
n292,2,2,10,1,1,3,4,0,0,0
n291,0,2,10,1,1,3,4,0,10,0
n300,5,2,10,1,1,3,4,2,0,2
n299,5,2,10,1,1,3,4,2,7,2
n302,0,2,10,1,1,3,4,2,8,2
n301,0,2,10,1,1,3,4,2,0,2
n306,0,2,10,1,1,3,4,0,0,2
n305,0,2,10,1,1,3,4,0,0,2
n308,0,2,10,1,1,3,4,0,4,2
n307,3,2,10,1,1,3,4,7,4,2
n314,0,2,10,1,1,3,4,0,3,2
n313,0,2,10,1,1,3,4,0,3,2
n316,0,2,10,1,1,3,4,0,3,2
n315,9,2,10,1,1,3,4,0,3,2
n320,0,2,10,1,1,3,4,5,3,2
n319,6,2,10,1,1,3,4,5,3,2
n322,0,2,10,1,1,3,4,10,3,2
n321,0,2,10,1,1,3,4,10,3,2
n332,8,2,10,1,1,3,4,9,7,0
n331,8,2,10,1,1,3,4,9,7,0
n334,8,2,10,1,1,3,4,9,7,8
n333,8,2,10,1,1,3,4,9,7,8
n338,8,2,10,1,1,3,4,9,7,8
n337,8,2,10,1,1,3,4,9,7,8
n340,8,2,10,1,1,3,4,9,7,8
n339,8,2,10,1,1,3,4,9,7,8
n346,8,2,10,1,1,3,4,9,7,5
n345,8,2,10,1,1,3,4,9,7,5
n348,8,2,10,1,1,3,4,9,7,10
n347,8,2,10,1,1,3,4,9,7,0
n352,8,2,10,1,1,3,4,9,7,7
n351,8,2,10,1,1,3,4,9,7,7
n354,8,2,10,1,1,3,4,9,7,7
n353,8,2,10,1,1,3,4,9,7,7
n362,6,2,10,1,1,3,4,8,7,5
n361,6,2,10,1,1,3,4,8,7,5
n364,0,2,10,1,1,3,4,8,7,5
n363,0,2,10,1,1,3,4,8,7,5
n368,2,2,10,1,1,3,4,2,7,5
n367,2,2,10,1,1,3,4,2,7,5
n370,0,2,10,1,1,3,4,2,7,5
n369,0,2,10,1,1,3,4,2,7,5
n376,0,2,10,1,1,3,4,5,7,8
n375,0,2,10,1,1,3,4,5,7,8
n378,0,2,10,1,1,3,4,5,7,8
n377,0,2,10,1,1,3,4,5,7,8
n382,0,2,10,1,1,3,4,5,7,8
n381,9,2,10,1,1,3,4,5,7,0
n384,0,2,10,1,1,3,4,5,7,0
n383,0,2,10,1,1,3,4,5,7,0
n396,8,2,10,1,1,3,4,8,6,5
n395,10,2,10,1,1,3,4,8,6,5
n398,4,2,10,1,1,3,4,8,6,5
n397,4,2,10,1,1,3,4,8,6,5
n402,0,2,10,1,1,3,4,8,6,5
n401,0,2,10,1,1,3,4,8,6,5
n404,0,2,10,1,1,3,4,8,6,5
n403,0,2,10,1,1,3,4,8,6,5
n410,3,2,10,1,1,3,4,8,6,5
n409,3,2,10,1,1,3,4,8,6,5
n412,0,2,10,1,1,3,4,8,6,5
n411,0,2,10,1,1,3,4,8,6,5
n416,0,2,10,1,1,3,4,8,6,5
n415,0,2,10,1,1,3,4,8,6,5
n418,0,2,10,1,1,3,4,8,6,5
n417,0,2,10,1,1,3,4,8,6,5
n426,4,2,10,1,1,3,4,0,6,5
n425,4,2,10,1,1,3,4,2,6,5
n428,4,2,10,1,1,3,4,0,6,5
n427,4,2,10,1,1,3,4,0,6,5
n432,4,2,10,1,1,3,4,2,6,5
n431,4,2,10,1,1,3,4,2,6,5
n434,4,2,10,1,1,3,4,2,6,5
n433,4,2,10,1,1,3,4,2,6,5
n440,4,2,10,1,1,3,4,0,6,5
n439,4,2,10,1,1,3,4,0,6,5
n442,4,2,10,1,1,3,4,6,6,5
n441,4,2,10,1,1,3,4,2,6,5
n446,4,2,10,1,1,3,4,0,6,5
n445,4,2,10,1,1,3,4,0,6,5
n448,4,2,10,1,1,3,4,0,6,5
n447,4,2,10,1,1,3,4,8,6,5
n458,0,2,10,1,1,3,4,5,6,5
n457,4,2,10,1,1,3,4,5,6,5
n460,0,2,10,1,1,3,4,5,6,5
n459,0,2,10,1,1,3,4,5,6,5
n464,6,2,10,1,1,3,4,5,6,5
n463,6,2,10,1,1,3,4,5,6,5
n466,0,2,10,1,1,3,4,5,6,5
n465,0,2,10,1,1,3,4,5,6,5
n472,0,2,10,1,1,3,4,5,6,5
n471,0,2,10,1,1,3,4,5,6,5
n474,0,2,10,1,1,3,4,5,6,5
n473,0,2,10,1,1,3,4,5,6,5
n478,0,2,10,1,1,3,4,5,6,5
n477,0,2,10,1,1,3,4,5,6,5
n480,0,2,10,1,1,3,4,5,6,5
n479,0,2,10,1,1,3,4,5,6,5
n488,5,2,10,1,1,3,4,5,6,5
n487,5,2,10,1,1,3,4,5,6,5
n490,0,2,10,1,1,3,4,5,6,5
n489,0,2,10,1,1,3,4,5,6,5
n494,0,2,10,1,1,3,4,5,6,5
n493,0,2,10,1,1,3,4,5,6,5
n496,3,2,10,1,1,3,4,5,6,5
n495,0,2,10,1,1,3,4,5,6,5
n502,5,2,10,1,1,3,4,5,6,5
n501,5,2,10,1,1,3,4,5,6,5
n504,5,2,10,1,1,3,4,5,6,5
n503,5,2,10,1,1,3,4,5,6,5
n508,6,2,10,1,1,3,4,5,6,5
n507,6,2,10,1,1,3,4,5,6,5
n510,9,2,10,1,1,3,4,5,6,5
n509,9,2,10,1,1,3,4,5,6,5
